"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,119192960,4305.640625,0.279571533203125,"2026-04-24 00:54:39.684497",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
1,"ibind_completed",0,2,NA,119192960,4305.640625,0.279571533203125,"2026-04-24 00:54:39.684497","2026-04-24 00:54:39.958687",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
2,"ibind_started",2,2,119192960,119192960,4301.671875,0.282501220703125,"2026-04-24 00:55:11.920465",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
2,"ibind_completed",2,2,119192960,119192960,4366.375,0.282501220703125,"2026-04-24 00:55:11.920465","2026-04-24 00:55:13.228852",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
3,"ibind_started",4,2,130271080,119192960,4304.59375,0.28314208984375,"2026-04-24 00:55:45.620769",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
3,"ibind_completed",4,2,130271080,119192960,4369.296875,0.283148193359375,"2026-04-24 00:55:45.620769","2026-04-24 00:55:46.975211",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
4,"ibind_started",6,2,141349152,119192960,4380.546875,0.2837890625,"2026-04-24 00:56:19.845597",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
4,"ibind_completed",6,2,141349152,119192960,4445.25,0.2837890625,"2026-04-24 00:56:19.845597","2026-04-24 00:56:21.154577",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
5,"ibind_started",8,2,152427208,119192960,4398.5625,0.28443603515625,"2026-04-24 00:56:54.001438",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
5,"ibind_completed",8,2,152427208,119192960,4448.234375,0.28443603515625,"2026-04-24 00:56:54.001438","2026-04-24 00:56:55.357292",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
6,"ibind_started",10,2,163508944,119192960,4275.703125,0.285076904296875,"2026-04-24 00:57:28.850867",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
6,"ibind_completed",10,2,163508944,119192960,4340.40625,0.285076904296875,"2026-04-24 00:57:28.850867","2026-04-24 00:57:30.171919",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
7,"ibind_started",12,2,174585816,119192960,4276.6875,0.285723876953125,"2026-04-24 00:58:03.709321",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
7,"ibind_completed",12,2,174585816,119192960,4341.390625,0.285723876953125,"2026-04-24 00:58:03.709321","2026-04-24 00:58:05.023142",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
8,"ibind_started",14,2,185662704,119192960,4389.28125,0.286370849609375,"2026-04-24 00:58:38.770077",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
8,"ibind_completed",14,2,185662704,119192960,4453.984375,0.286370849609375,"2026-04-24 00:58:38.770077","2026-04-24 00:58:40.100376",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
9,"ibind_started",16,2,196739576,119192960,4300.453125,0.28701171875,"2026-04-24 00:59:14.187581",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
9,"ibind_completed",16,2,196739576,119192960,4365.171875,0.28701171875,"2026-04-24 00:59:14.187581","2026-04-24 00:59:15.534068",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
10,"ibind_started",18,2,207817728,119192960,4212.84375,0.28765869140625,"2026-04-24 00:59:50.135346",NA,NA,NA,"20260424_004555","2026-04-24 00:45:55.622556"
10,"ibind_completed",18,2,207817728,119192960,4277.546875,0.28765869140625,"2026-04-24 00:59:50.135346","2026-04-24 00:59:51.474913",TRUE,NA,"20260424_004555","2026-04-24 00:45:55.622556"
