"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2175.125,0.22139892578125,"2026-04-23 08:47:05.404482",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
1,"ibind_completed",0,2,NA,5023752,2044.671875,0.22139892578125,"2026-04-23 08:47:05.404482","2026-04-23 08:47:05.729312",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
2,"ibind_started",2,2,5023752,5023752,2325.640625,0.221514892578125,"2026-04-23 08:47:10.441661",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
2,"ibind_completed",2,2,5023752,5023752,2178.5,0.221514892578125,"2026-04-23 08:47:10.441661","2026-04-23 08:47:10.801984",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
3,"ibind_started",4,2,5480048,5023752,2384.6875,0.22154541015625,"2026-04-23 08:47:15.082264",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
3,"ibind_completed",4,2,5480048,5023752,2389.5625,0.22154541015625,"2026-04-23 08:47:15.082264","2026-04-23 08:47:15.439341",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
4,"ibind_started",6,2,5936296,5023752,2761.03125,0.22156982421875,"2026-04-23 08:47:19.604653",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
4,"ibind_completed",6,2,5936296,5023752,2773.578125,0.22156982421875,"2026-04-23 08:47:19.604653","2026-04-23 08:47:20.019655",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
5,"ibind_started",8,2,6392528,5023752,2551.671875,0.22159423828125,"2026-04-23 08:47:24.294734",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
5,"ibind_completed",8,2,6392528,5023752,2555.84375,0.22159423828125,"2026-04-23 08:47:24.294734","2026-04-23 08:47:24.648855",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
6,"ibind_started",10,2,6852440,5023752,2809.3125,0.221624755859375,"2026-04-23 08:47:28.333575",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
6,"ibind_completed",10,2,6852440,5023752,2806.28125,0.221624755859375,"2026-04-23 08:47:28.333575","2026-04-23 08:47:28.717693",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
7,"ibind_started",12,2,7307488,5023752,2523.015625,0.221649169921875,"2026-04-23 08:47:33.421964",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
7,"ibind_completed",12,2,7307488,5023752,2483,0.221649169921875,"2026-04-23 08:47:33.421964","2026-04-23 08:47:33.809526",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
8,"ibind_started",14,2,7762552,5023752,2526.484375,0.221673583984375,"2026-04-23 08:47:37.764866",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
8,"ibind_completed",14,2,7762552,5023752,2538.21875,0.2216796875,"2026-04-23 08:47:37.764866","2026-04-23 08:47:38.106643",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
9,"ibind_started",16,2,8217600,5023752,2085.796875,0.2217041015625,"2026-04-23 08:47:42.223295",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
9,"ibind_completed",16,2,8217600,5023752,2054.53125,0.2217041015625,"2026-04-23 08:47:42.223295","2026-04-23 08:47:42.711403",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
10,"ibind_started",18,2,8673928,5023752,2224.578125,0.221728515625,"2026-04-23 08:47:47.619107",NA,NA,NA,"20260423_084520","2026-04-23 08:45:20.492434"
10,"ibind_completed",18,2,8673928,5023752,2231.59375,0.221728515625,"2026-04-23 08:47:47.619107","2026-04-23 08:47:48.025475",TRUE,NA,"20260423_084520","2026-04-23 08:45:20.492434"
