"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2448.5,0.221392822265625,"2026-04-23 07:59:16.761029",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
1,"ibind_completed",0,2,NA,5023752,2448.5,0.221392822265625,"2026-04-23 07:59:16.761029","2026-04-23 07:59:17.018241",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
2,"ibind_started",2,2,5023752,5023752,2793.8125,0.221514892578125,"2026-04-23 07:59:20.617754",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
2,"ibind_completed",2,2,5023752,5023752,2752.890625,0.221514892578125,"2026-04-23 07:59:20.617754","2026-04-23 07:59:20.936996",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
3,"ibind_started",4,2,5480048,5023752,2671.140625,0.221539306640625,"2026-04-23 07:59:24.506013",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
3,"ibind_completed",4,2,5480048,5023752,2678.765625,0.221539306640625,"2026-04-23 07:59:24.506013","2026-04-23 07:59:24.801841",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
4,"ibind_started",6,2,5936296,5023752,2734.96875,0.22156982421875,"2026-04-23 07:59:28.148306",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
4,"ibind_completed",6,2,5936296,5023752,2736.125,0.22156982421875,"2026-04-23 07:59:28.148306","2026-04-23 07:59:28.441291",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
5,"ibind_started",8,2,6392528,5023752,3083.15625,0.22159423828125,"2026-04-23 07:59:31.742651",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
5,"ibind_completed",8,2,6392528,5023752,3083.984375,0.22159423828125,"2026-04-23 07:59:31.742651","2026-04-23 07:59:32.044642",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
6,"ibind_started",10,2,6852440,5023752,3207.03125,0.22161865234375,"2026-04-23 07:59:35.440605",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
6,"ibind_completed",10,2,6852440,5023752,3207.09375,0.22161865234375,"2026-04-23 07:59:35.440605","2026-04-23 07:59:35.748066",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
7,"ibind_started",12,2,7307488,5023752,2518.65625,0.221649169921875,"2026-04-23 07:59:39.617704",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
7,"ibind_completed",12,2,7307488,5023752,2463.921875,0.221649169921875,"2026-04-23 07:59:39.617704","2026-04-23 07:59:40.037547",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
8,"ibind_started",14,2,7762552,5023752,2739.046875,0.221673583984375,"2026-04-23 07:59:43.748093",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
8,"ibind_completed",14,2,7762552,5023752,2726.578125,0.221673583984375,"2026-04-23 07:59:43.748093","2026-04-23 07:59:44.048664",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
9,"ibind_started",16,2,8217600,5023752,2896.515625,0.221697998046875,"2026-04-23 07:59:47.844369",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
9,"ibind_completed",16,2,8217600,5023752,2882.6875,0.221697998046875,"2026-04-23 07:59:47.844369","2026-04-23 07:59:48.148262",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
10,"ibind_started",18,2,8673928,5023752,3040.546875,0.221728515625,"2026-04-23 07:59:51.784045",NA,NA,NA,"20260423_075737","2026-04-23 07:57:37.594586"
10,"ibind_completed",18,2,8673928,5023752,3042.390625,0.221728515625,"2026-04-23 07:59:51.784045","2026-04-23 07:59:52.081286",TRUE,NA,"20260423_075737","2026-04-23 07:57:37.594586"
