"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,3273.328125,0.221343994140625,"2026-04-21 06:04:17.772687",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
1,"ibind_completed",0,2,NA,5023752,3273.328125,0.221343994140625,"2026-04-21 06:04:17.772687","2026-04-21 06:04:18.068756",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
2,"ibind_started",2,2,5023752,5023752,3510.859375,0.2214599609375,"2026-04-21 06:04:21.403339",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
2,"ibind_completed",2,2,5023752,5023752,3510.9375,0.2214599609375,"2026-04-21 06:04:21.403339","2026-04-21 06:04:21.729082",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
3,"ibind_started",4,2,5480048,5023752,3472.453125,0.221490478515625,"2026-04-21 06:04:25.26973",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
3,"ibind_completed",4,2,5480048,5023752,3472.46875,0.221490478515625,"2026-04-21 06:04:25.26973","2026-04-21 06:04:25.609096",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
4,"ibind_started",6,2,5936296,5023752,3601.515625,0.221514892578125,"2026-04-21 06:04:29.119682",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
4,"ibind_completed",6,2,5936296,5023752,3601.515625,0.221514892578125,"2026-04-21 06:04:29.119682","2026-04-21 06:04:29.444441",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
5,"ibind_started",8,2,6392528,5023752,3717.484375,0.221539306640625,"2026-04-21 06:04:32.818115",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
5,"ibind_completed",8,2,6392528,5023752,3717.484375,0.22154541015625,"2026-04-21 06:04:32.818115","2026-04-21 06:04:33.141478",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
6,"ibind_started",10,2,6852440,5023752,3483.578125,0.22156982421875,"2026-04-21 06:04:36.625398",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
6,"ibind_completed",10,2,6852440,5023752,3483.578125,0.22156982421875,"2026-04-21 06:04:36.625398","2026-04-21 06:04:36.933432",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
7,"ibind_started",12,2,7307488,5023752,3706.03125,0.22159423828125,"2026-04-21 06:04:40.360609",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
7,"ibind_completed",12,2,7307488,5023752,3706.03125,0.22159423828125,"2026-04-21 06:04:40.360609","2026-04-21 06:04:40.669378",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
8,"ibind_started",14,2,7762552,5023752,3534.125,0.22161865234375,"2026-04-21 06:04:44.183459",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
8,"ibind_completed",14,2,7762552,5023752,3534.125,0.221624755859375,"2026-04-21 06:04:44.183459","2026-04-21 06:04:44.497801",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
9,"ibind_started",16,2,8217600,5023752,3474.265625,0.221649169921875,"2026-04-21 06:04:48.061274",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
9,"ibind_completed",16,2,8217600,5023752,3474.265625,0.221649169921875,"2026-04-21 06:04:48.061274","2026-04-21 06:04:48.37605",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
10,"ibind_started",18,2,8673928,5023752,3534.25,0.221673583984375,"2026-04-21 06:04:51.9595",NA,NA,NA,"20260421_060238","2026-04-21 06:02:38.455056"
10,"ibind_completed",18,2,8673928,5023752,3534.25,0.221673583984375,"2026-04-21 06:04:51.9595","2026-04-21 06:04:52.2821",TRUE,NA,"20260421_060238","2026-04-21 06:02:38.455056"
