"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2511.703125,0.221343994140625,"2026-04-21 07:27:13.580501",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
1,"ibind_completed",0,2,NA,5023752,2511.703125,0.221343994140625,"2026-04-21 07:27:13.580501","2026-04-21 07:27:13.986508",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
2,"ibind_started",2,2,5023752,5023752,2677.046875,0.221466064453125,"2026-04-21 07:27:18.488248",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
2,"ibind_completed",2,2,5023752,5023752,2682,0.221466064453125,"2026-04-21 07:27:18.488248","2026-04-21 07:27:18.848402",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
3,"ibind_started",4,2,5480048,5023752,2618.703125,0.221490478515625,"2026-04-21 07:27:22.909954",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
3,"ibind_completed",4,2,5480048,5023752,2625.515625,0.22149658203125,"2026-04-21 07:27:22.909954","2026-04-21 07:27:23.3227",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
4,"ibind_started",6,2,5936296,5023752,2857.03125,0.22152099609375,"2026-04-21 07:27:27.529961",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
4,"ibind_completed",6,2,5936296,5023752,2860.125,0.22152099609375,"2026-04-21 07:27:27.529961","2026-04-21 07:27:27.909255",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
5,"ibind_started",8,2,6392528,5023752,2807.90625,0.22154541015625,"2026-04-21 07:27:32.460533",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
5,"ibind_completed",8,2,6392528,5023752,2803.84375,0.22154541015625,"2026-04-21 07:27:32.460533","2026-04-21 07:27:32.861686",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
6,"ibind_started",10,2,6852440,5023752,2349.875,0.221575927734375,"2026-04-21 07:27:37.502438",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
6,"ibind_completed",10,2,6852440,5023752,2211.90625,0.221575927734375,"2026-04-21 07:27:37.502438","2026-04-21 07:27:37.989353",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
7,"ibind_started",12,2,7307488,5023752,2677.8125,0.221600341796875,"2026-04-21 07:27:42.678003",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
7,"ibind_completed",12,2,7307488,5023752,2681.921875,0.221600341796875,"2026-04-21 07:27:42.678003","2026-04-21 07:27:43.123783",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
8,"ibind_started",14,2,7762552,5023752,2507.296875,0.221624755859375,"2026-04-21 07:27:48.129008",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
8,"ibind_completed",14,2,7762552,5023752,2514.734375,0.221624755859375,"2026-04-21 07:27:48.129008","2026-04-21 07:27:48.60587",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
9,"ibind_started",16,2,8217600,5023752,2479.546875,0.2216552734375,"2026-04-21 07:27:53.974739",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
9,"ibind_completed",16,2,8217600,5023752,2482.265625,0.2216552734375,"2026-04-21 07:27:53.974739","2026-04-21 07:27:54.495564",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
10,"ibind_started",18,2,8673928,5023752,2579.5625,0.2216796875,"2026-04-21 07:27:59.795607",NA,NA,NA,"20260421_072449","2026-04-21 07:24:49.414756"
10,"ibind_completed",18,2,8673928,5023752,2578.71875,0.2216796875,"2026-04-21 07:27:59.795607","2026-04-21 07:28:00.283503",TRUE,NA,"20260421_072449","2026-04-21 07:24:49.414756"
