"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-23 23:54:45.373425",NA,0,NA,NA,3625.3,16384,0.221270751953125,NA,NA,NA,5581.859375,NA,NA,NA,"batch entry","20260423_235314","2026-04-23 23:53:14.071016"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-23 23:54:45.616075",NA,0,0,NA,3625.3,16384,0.221270751953125,NA,NA,NA,5581.859375,NA,NA,NA,"about to call mice::mice()","20260423_235314","2026-04-23 23:53:14.071016"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-23 23:54:45.616075","2026-04-23 23:54:46.918317",0,0,1.30224204063416,3625.3,16384,0.221270751953125,3626.9,16384,0.221368408203125,6066.421875,5023752,NA,NA,"mice() returned successfully","20260423_235314","2026-04-23 23:53:14.071016"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-23 23:54:47.256814",NA,0,0,NA,3627.2,16384,0.22138671875,NA,NA,NA,6066.421875,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260423_235314","2026-04-23 23:53:14.071016"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-23 23:54:47.256814","2026-04-23 23:54:47.499179",0,2,0.242364883422852,3627.2,16384,0.22138671875,3627.2,16384,0.22138671875,6066.421875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260423_235314","2026-04-23 23:53:14.071016"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-23 23:54:47.749955",NA,0,2,NA,3627.2,16384,0.22138671875,NA,NA,NA,6066.421875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260423_235314","2026-04-23 23:53:14.071016"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-23 23:54:47.749955","2026-04-23 23:54:47.80883",0,2,0.0588750839233398,3627.2,16384,0.22138671875,3627.2,16384,0.22138671875,6066.421875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260423_235314","2026-04-23 23:53:14.071016"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-23 23:54:48.77529",NA,2,NA,NA,3627.2,16384,0.22138671875,NA,NA,NA,6066.421875,NA,5023752,NA,"batch entry","20260423_235314","2026-04-23 23:53:14.071016"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-23 23:54:49.030765",NA,2,2,NA,3627.2,16384,0.22138671875,NA,NA,NA,6066.421875,NA,5023752,NA,"about to call mice::mice()","20260423_235314","2026-04-23 23:53:14.071016"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-23 23:54:49.030765","2026-04-23 23:54:50.323994",2,2,1.2932288646698,3627.2,16384,0.22138671875,3628.9,16384,0.221490478515625,6128.109375,5023752,5023752,NA,"mice() returned successfully","20260423_235314","2026-04-23 23:53:14.071016"
