"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,6066.421875,0.22138671875,"2026-04-23 23:54:47.256814",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
1,"ibind_completed",0,2,NA,5023752,6066.421875,0.22138671875,"2026-04-23 23:54:47.256814","2026-04-23 23:54:47.499179",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
2,"ibind_started",2,2,5023752,5023752,6128.125,0.2215087890625,"2026-04-23 23:54:50.68297",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
2,"ibind_completed",2,2,5023752,5023752,6128.125,0.2215087890625,"2026-04-23 23:54:50.68297","2026-04-23 23:54:50.970444",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
3,"ibind_started",4,2,5480048,5023752,6315.9375,0.221533203125,"2026-04-23 23:54:54.138957",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
3,"ibind_completed",4,2,5480048,5023752,6316.078125,0.221533203125,"2026-04-23 23:54:54.138957","2026-04-23 23:54:54.443273",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
4,"ibind_started",6,2,5936296,5023752,6305.34375,0.221563720703125,"2026-04-23 23:54:57.594548",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
4,"ibind_completed",6,2,5936296,5023752,6305.34375,0.221563720703125,"2026-04-23 23:54:57.594548","2026-04-23 23:54:57.89956",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
5,"ibind_started",8,2,6392528,5023752,6336.890625,0.221588134765625,"2026-04-23 23:55:01.08281",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
5,"ibind_completed",8,2,6392528,5023752,6336.890625,0.221588134765625,"2026-04-23 23:55:01.08281","2026-04-23 23:55:01.376419",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
6,"ibind_started",10,2,6852440,5023752,6105.765625,0.221612548828125,"2026-04-23 23:55:04.579484",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
6,"ibind_completed",10,2,6852440,5023752,6105.765625,0.221612548828125,"2026-04-23 23:55:04.579484","2026-04-23 23:55:04.88519",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
7,"ibind_started",12,2,7307488,5023752,6108.140625,0.22164306640625,"2026-04-23 23:55:08.09757",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
7,"ibind_completed",12,2,7307488,5023752,6108.140625,0.22164306640625,"2026-04-23 23:55:08.09757","2026-04-23 23:55:08.39649",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
8,"ibind_started",14,2,7762552,5023752,6108.625,0.22166748046875,"2026-04-23 23:55:11.623592",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
8,"ibind_completed",14,2,7762552,5023752,6108.625,0.22166748046875,"2026-04-23 23:55:11.623592","2026-04-23 23:55:11.911399",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
9,"ibind_started",16,2,8217600,5023752,6000.421875,0.22169189453125,"2026-04-23 23:55:15.14415",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
9,"ibind_completed",16,2,8217600,5023752,6000.421875,0.221697998046875,"2026-04-23 23:55:15.14415","2026-04-23 23:55:15.430314",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
10,"ibind_started",18,2,8673928,5023752,5974.796875,0.221722412109375,"2026-04-23 23:55:18.693922",NA,NA,NA,"20260423_235314","2026-04-23 23:53:14.071016"
10,"ibind_completed",18,2,8673928,5023752,5974.796875,0.221722412109375,"2026-04-23 23:55:18.693922","2026-04-23 23:55:18.983608",TRUE,NA,"20260423_235314","2026-04-23 23:53:14.071016"
