"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2677.53125,0.2213623046875,"2026-04-21 09:26:26.421919",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
1,"ibind_completed",0,2,NA,5023752,2677.53125,0.2213623046875,"2026-04-21 09:26:26.421919","2026-04-21 09:26:26.772663",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
2,"ibind_started",2,2,5023752,5023752,3242.46875,0.221484375,"2026-04-21 09:26:31.038018",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
2,"ibind_completed",2,2,5023752,5023752,3242.96875,0.221484375,"2026-04-21 09:26:31.038018","2026-04-21 09:26:31.502326",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
3,"ibind_started",4,2,5480048,5023752,3173.140625,0.2215087890625,"2026-04-21 09:26:35.941133",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
3,"ibind_completed",4,2,5480048,5023752,3174.765625,0.2215087890625,"2026-04-21 09:26:35.941133","2026-04-21 09:26:36.390803",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
4,"ibind_started",6,2,5936296,5023752,3131.21875,0.221539306640625,"2026-04-21 09:26:40.784251",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
4,"ibind_completed",6,2,5936296,5023752,3131.40625,0.221539306640625,"2026-04-21 09:26:40.784251","2026-04-21 09:26:41.229503",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
5,"ibind_started",8,2,6392528,5023752,3280.921875,0.221563720703125,"2026-04-21 09:26:45.389693",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
5,"ibind_completed",8,2,6392528,5023752,3280.9375,0.221563720703125,"2026-04-21 09:26:45.389693","2026-04-21 09:26:45.830202",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
6,"ibind_started",10,2,6852440,5023752,3342.921875,0.221588134765625,"2026-04-21 09:26:50.200666",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
6,"ibind_completed",10,2,6852440,5023752,3343.171875,0.22159423828125,"2026-04-21 09:26:50.200666","2026-04-21 09:26:50.665297",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
7,"ibind_started",12,2,7307488,5023752,3279.0625,0.22161865234375,"2026-04-21 09:26:54.937798",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
7,"ibind_completed",12,2,7307488,5023752,3279.078125,0.22161865234375,"2026-04-21 09:26:54.937798","2026-04-21 09:26:55.334135",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
8,"ibind_started",14,2,7762552,5023752,3229.46875,0.22164306640625,"2026-04-21 09:26:59.583515",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
8,"ibind_completed",14,2,7762552,5023752,3229.46875,0.22164306640625,"2026-04-21 09:26:59.583515","2026-04-21 09:26:59.997381",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
9,"ibind_started",16,2,8217600,5023752,3405.109375,0.221673583984375,"2026-04-21 09:27:04.307215",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
9,"ibind_completed",16,2,8217600,5023752,3352.734375,0.221673583984375,"2026-04-21 09:27:04.307215","2026-04-21 09:27:04.728464",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
10,"ibind_started",18,2,8673928,5023752,3395.203125,0.221697998046875,"2026-04-21 09:27:09.075111",NA,NA,NA,"20260421_092434","2026-04-21 09:24:34.367118"
10,"ibind_completed",18,2,8673928,5023752,3395.28125,0.221697998046875,"2026-04-21 09:27:09.075111","2026-04-21 09:27:09.57603",TRUE,NA,"20260421_092434","2026-04-21 09:24:34.367118"
