"group","outcome","co2_scale","co2_value","vbg_co2","probability_method","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","co2_ref","run_id","run_ts"
"VBG","death_60d","vbg_co2",27.8643216080402,27.8643216080402,"common_source_marginal_standardized",-1.5465626723458,0.00172865293145623,0.000103651781591876,0.175587904778429,20,20,128521,5000,5000,0.0018374873021277,0.0428659223874595,0.175583279654746,0.163750938931061,0.188078311756793,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",28.1507537688442,28.1507537688442,"common_source_marginal_standardized",-1.55395505155703,0.00165322385906423,0.000102587257076814,0.174520340534592,20,20,128521,5000,5000,0.00176094047899489,0.0419635613240212,0.174515769711177,0.162982297205275,0.186683377281958,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",28.4371859296482,28.4371859296482,"common_source_marginal_standardized",-1.56160148116101,0.00158665659082511,0.000101953152541177,0.173421500360063,20,20,128521,5000,5000,0.00169370740099335,0.0411546765385582,0.173416964991761,0.162157147164785,0.185285734165672,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",28.7236180904523,28.7236180904523,"common_source_marginal_standardized",-1.56950624452078,0.00152828172687436,0.00010171682022404,0.172291309076808,20,20,128521,5000,5000,0.00163508438810961,0.0404361767246807,0.172286791873624,0.161276453873099,0.183884005937443,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",29.0100502512563,29.0100502512563,"common_source_marginal_standardized",-1.57767364187638,0.0014774387168728,0.000101846002819926,0.171129718218595,20,20,128521,5000,5000,0.00158437701983373,0.0398042336923314,0.171125203429367,0.160341420021904,0.182476635318384,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",29.2964824120603,29.2964824120603,"common_source_marginal_standardized",-1.58610799075809,0.00143347700112252,0.000102308886086355,0.169936706784831,20,20,128521,5000,5000,0.00154090133151319,0.0392543160877017,0.169932180178039,0.159353471001624,0.181061901192719,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",29.5829145728643,29.5829145728643,"common_source_marginal_standardized",-1.59481362639224,0.00139575717751148,0.000103074152636415,0.168712281989581,20,20,128521,5000,5000,0.00150398503777972,0.0387812459544523,0.168707730831178,0.158314233450487,0.179637942107213,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",29.8693467336683,29.8693467336683,"common_source_marginal_standardized",-1.60379490209857,0.00136365219548174,0.000104111036971683,0.167456480003791,20,20,128521,5000,5000,0.00147296878430201,0.038379275453062,0.167451893031955,0.157225508297083,0.178202785279523,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",30.1557788944724,30.1557788944724,"common_source_marginal_standardized",-1.61305618967762,0.00133654857826518,0.000105389381813037,0.166169366688608,20,20,128521,5000,5000,0.00144720742916887,0.0380421796059173,0.166164734085306,0.15608923970107,0.176754379706401,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",30.4422110552764,30.4422110552764,"common_source_marginal_standardized",-1.62260187978697,0.00131384767467801,0.000106879695789,0.164851038317565,20,20,128521,5000,5000,0.00142607135525646,0.0377633599571921,0.164846351676818,0.154907481532821,0.175290631725952,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",30.7286432160804,30.7286432160804,"common_source_marginal_standardized",-1.63243638230485,0.00129496694181089,0.000108553212543419,0.163501622285207,20,20,128521,5000,5000,0.00140894781498148,0.0375359536309054,0.163496874577967,0.153682363093231,0.173809441327293,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",31.0150753768844,31.0150753768844,"common_source_marginal_standardized",-1.64256412667964,0.00127934125999514,0.000110381951326222,0.162121277799658,20,20,128521,5000,5000,0.00139524230888767,0.0373529424394875,0.162116463335183,0.152416055666988,0.17230873760825,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",31.3015075376884,31.3015075376884,"common_source_marginal_standardized",-1.65298956226369,0.0012664242814665,0.000112338779132769,0.160710196556392,20,20,128521,5000,5000,0.00138437999955591,0.0372072573506287,0.160705310940046,0.151110741259364,0.170786512024422,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",31.5879396984925,31.5879396984925,"common_source_marginal_standardized",-1.66371715862988,0.00125568981418555,0.000114397474459153,0.159268603390411,20,20,128521,5000,5000,0.00137580716236767,0.0370918746138243,0.159263643477786,0.149768584536333,0.169240848402596,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",31.8743718592965,31.8743718592965,"common_source_marginal_standardized",-1.67475140586924,0.00124663324230757,0.000116532792742162,0.15779675690381,20,20,128521,5000,5000,0.00136899267468684,0.0369999010091491,0.157791720751116,0.148391708622896,0.167669949055763,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",32.1608040201005,32.1608040201005,"common_source_marginal_standardized",-1.68609681486786,0.00123877298482456,0.000118720533554177,0.156294950065596,20,20,128521,5000,5000,0.00136342954505645,0.0369246468508021,0.156289836876243,0.146982175061395,0.166072156689454,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",32.4472361809045,32.4472361809045,"common_source_marginal_standardized",-1.69775791756134,0.00123165199392612,0.000120937609624035,0.154763510780491,20,20,128521,5000,5000,0.00135863648403136,0.0368596864342517,0.154758320847819,0.145541967924378,0.164445972095675,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",32.7336683417085,32.7336683417085,"common_source_marginal_standardized",-1.70973926716489,0.00122483929464414,0.000123162117756001,0.153202802423261,20,20,128521,5000,5000,0.00135415951828794,0.0367989064822304,0.153197537069393,0.144072981834788,0.162790067871805,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",33.0201005025126,33.0201005025126,"common_source_marginal_standardized",-1.72204543837716,0.00121793156735867,0.000125373411719336,0.151613224335032,20,20,128521,5000,5000,0.00134957364966398,0.0367365437904,0.151607885845826,0.142577013476042,0.161103298571387,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",33.3065326633166,33.3065326633166,"common_source_marginal_standardized",-1.73468102755597,0.00121055477474607,0.000127552177181164,0.149995212277876,20,20,128521,5000,5000,0.00134448456078629,0.0366672137036112,0.149989803833997,0.141055756071556,0.15938470779604,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",33.5929648241206,33.5929648241206,"common_source_marginal_standardized",-1.74765065286369,0.00120236583474688,0.000129680508755136,0.148349238843855,20,20,128521,5000,5000,0.00133853036893977,0.0365859312979699,0.148343764447981,0.139510796266888,0.157633532783438,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
"VBG","death_60d","vbg_co2",33.8793969849246,33.8793969849246,"common_source_marginal_standardized",-1.76095895438059,0.00119305434111764,0.000131741989237746,0.146675813814579,20,20,128521,5000,5000,0.00133138342981727,0.0364881272445883,0.146670278214818,0.1379436128442,0.155849207049141,TRUE,18,45,"20260421_121048","2026-04-21 12:10:48.40139"
