sampled_at,render_ts,sampled_pid,role,rss_kb,vsz_kb,state,etime,command
"2026-04-21 07:33:47","20260421_073343",69921,"wrapper",2336,435303632,"Ss","00:04","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:33:47","20260421_073343",70063,"quarto",1152,435299632,"S","00:00","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:02","20260421_073343",69921,"wrapper",1008,435303632,"Ss","00:19","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:02","20260421_073343",70063,"quarto",512,435299632,"S","00:15","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:02","20260421_073343",70111,"r",538112,1833340208,"R","00:15","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:34:17","20260421_073343",69921,"wrapper",1008,435303632,"Ss","00:34","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:17","20260421_073343",70063,"quarto",480,435299632,"S","00:30","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:17","20260421_073343",70111,"r",1498720,1836805056,"R","00:30","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:34:32","20260421_073343",69921,"wrapper",1008,435303632,"Ss","00:49","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:32","20260421_073343",70063,"quarto",480,435299632,"S","00:45","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:32","20260421_073343",70111,"r",1992288,1836829648,"R","00:45","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:34:47","20260421_073343",69921,"wrapper",960,435303632,"Ss","01:04","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:47","20260421_073343",70063,"quarto",464,435299632,"S","01:00","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:34:47","20260421_073343",70111,"r",1791776,1840530096,"R","01:00","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:35:02","20260421_073343",69921,"wrapper",960,435303632,"Ss","01:19","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:02","20260421_073343",70063,"quarto",464,435299632,"S","01:15","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:03","20260421_073343",70111,"r",1249712,1838508368,"R","01:16","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:35:18","20260421_073343",69921,"wrapper",960,435303632,"Ss","01:35","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:18","20260421_073343",70063,"quarto",464,435299632,"S","01:31","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:18","20260421_073343",70111,"r",2523344,1839426512,"R","01:31","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:35:33","20260421_073343",69921,"wrapper",960,435303632,"Ss","01:50","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:33","20260421_073343",70063,"quarto",464,435299632,"S","01:46","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:33","20260421_073343",70111,"r",2161024,1839426512,"R","01:46","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:35:48","20260421_073343",69921,"wrapper",960,435303632,"Ss","02:05","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:48","20260421_073343",70063,"quarto",464,435299632,"S","02:01","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 07:35:48","20260421_073343",70111,"r",1029504,1839441488,"R","02:01","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 07:36:03","20260421_073343",69921,"wrapper",960,435303632,"Ss","02:20","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
