sampled_at,render_ts,sampled_pid,role,rss_kb,vsz_kb,state,etime,command
"2026-04-21 09:40:03","20260421_093959",55846,"wrapper",2320,435303792,"Ss","00:04","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:03","20260421_093959",55933,"quarto",1152,435299520,"S","00:00","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:18","20260421_093959",55846,"wrapper",1824,435303792,"Ss","00:19","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:18","20260421_093959",55933,"quarto",512,435299520,"S","00:15","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:18","20260421_093959",55976,"r",714768,1833164480,"R","00:15","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 09:40:33","20260421_093959",55846,"wrapper",1056,435303792,"Ss","00:34","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:33","20260421_093959",55933,"quarto",512,435299520,"S","00:30","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:33","20260421_093959",55976,"r",1486944,1836618160,"R","00:30","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 09:40:48","20260421_093959",55846,"wrapper",1008,435303792,"Ss","00:49","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:48","20260421_093959",55933,"quarto",480,435299520,"S","00:45","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:40:48","20260421_093959",55976,"r",2242784,1836765648,"R","00:45","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 09:41:03","20260421_093959",55846,"wrapper",1008,435303792,"Ss","01:04","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.10"
"2026-04-21 09:41:03","20260421_093959",55933,"quarto",480,435299520,"S","01:00","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.10"
