"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,1,20351206,NA,NA,"2026-04-16 12:20:47.643925",NA,0,NA,NA,7363.7,16384,0.449444580078125,NA,NA,NA,1241.484375,NA,NA,NA,"batch entry","20260416_112923","2026-04-16 11:29:23.378445"
1,"mice_returned","ok",NA,1,20351206,TRUE,NA,"2026-04-16 12:20:48.077276","2026-04-16 12:29:47.216409",0,0,539.139132976532,7363.7,16384,0.449444580078125,7507,16384,0.45819091796875,1215.25,454949568,NA,NA,"mice() returned successfully","20260416_112923","2026-04-16 11:29:23.378445"
1,"ibind_started","started",NA,1,20351206,NA,NA,"2026-04-16 12:29:57.417511",NA,0,0,NA,7534.6,16384,0.45987548828125,NA,NA,NA,1348.4375,454949568,NA,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260416_112923","2026-04-16 11:29:23.378445"
1,"ibind_completed","ok",NA,1,20351206,TRUE,NA,"2026-04-16 12:29:57.417511","2026-04-16 12:29:58.295956",0,1,0.878444910049438,7534.6,16384,0.45987548828125,7534.6,16384,0.45987548828125,1324.296875,454949568,454949568,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260416_112923","2026-04-16 11:29:23.378445"
1,"checkpoint_saved","completed",NA,1,20351206,TRUE,NA,"2026-04-16 12:29:59.069842","2026-04-16 12:30:05.850343",0,1,6.78050088882446,7534.6,16384,0.45987548828125,7534.6,16384,0.45987548828125,1139.28125,454949568,454949568,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260416_112923","2026-04-16 11:29:23.378445"
2,"batch_started","started",NA,1,20451206,NA,NA,"2026-04-16 12:30:09.751499",NA,1,NA,NA,7534.6,16384,0.45987548828125,NA,NA,NA,1117.03125,NA,454949568,NA,"batch entry","20260416_112923","2026-04-16 11:29:23.378445"
2,"mice_returned","ok",NA,1,20451206,TRUE,NA,"2026-04-16 12:30:10.853537","2026-04-16 12:43:40.905481",1,1,810.05194401741,7534.6,16384,0.45987548828125,7677.9,16384,0.468621826171875,419.3125,454949568,454949568,NA,"mice() returned successfully","20260416_112923","2026-04-16 11:29:23.378445"
2,"ibind_started","started",NA,1,20451206,NA,NA,"2026-04-16 12:43:57.032312",NA,1,1,NA,7705.4,16384,0.47030029296875,NA,NA,NA,651.46875,454949568,454949568,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","about to call mice::ibind()","20260416_112923","2026-04-16 11:29:23.378445"
2,"ibind_completed","ok",NA,1,20451206,TRUE,NA,"2026-04-16 12:43:57.032312","2026-04-16 12:44:10.696189",1,2,13.6638770103455,7705.4,16384,0.47030029296875,7705.5,16384,0.470306396484375,838.5,454949568,477143176,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","mice::ibind() completed","20260416_112923","2026-04-16 11:29:23.378445"
2,"checkpoint_saved","completed",NA,1,20451206,TRUE,NA,"2026-04-16 12:44:15.076789","2026-04-16 12:44:24.03016",1,2,8.95337104797363,7705.5,16384,0.470306396484375,7705.5,16384,0.470306396484375,859.953125,454949568,477143176,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","saved accumulated mids checkpoint","20260416_112923","2026-04-16 11:29:23.378445"
3,"batch_started","started",NA,1,20551206,NA,NA,"2026-04-16 12:44:28.41138",NA,2,NA,NA,7705.5,16384,0.470306396484375,NA,NA,NA,1169.65625,NA,477143176,NA,"batch entry","20260416_112923","2026-04-16 11:29:23.378445"
3,"mice_returned","ok",NA,1,20551206,TRUE,NA,"2026-04-16 12:44:29.314462","2026-04-16 12:54:06.850532",2,2,577.536070108414,7705.5,16384,0.470306396484375,7699.1,16384,0.469915771484375,1232.03125,454949568,477143176,NA,"mice() returned successfully","20260416_112923","2026-04-16 11:29:23.378445"
3,"ibind_started","started",NA,1,20551206,NA,NA,"2026-04-16 12:54:16.87326",NA,2,2,NA,7726.6,16384,0.47159423828125,NA,NA,NA,1225.90625,454949568,477143176,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_03.rds","about to call mice::ibind()","20260416_112923","2026-04-16 11:29:23.378445"
3,"ibind_completed","ok",NA,1,20551206,TRUE,NA,"2026-04-16 12:54:16.87326","2026-04-16 12:54:26.066311",2,3,9.19305086135864,7726.6,16384,0.47159423828125,7726.6,16384,0.47159423828125,1187.890625,454949568,499337344,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_03.rds","mice::ibind() completed","20260416_112923","2026-04-16 11:29:23.378445"
3,"checkpoint_saved","completed",NA,1,20551206,TRUE,NA,"2026-04-16 12:54:27.328698","2026-04-16 12:54:35.123943",2,3,7.79524517059326,7726.6,16384,0.47159423828125,7726.6,16384,0.47159423828125,1193.625,454949568,499337344,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_03.rds","saved accumulated mids checkpoint","20260416_112923","2026-04-16 11:29:23.378445"
4,"batch_started","started",NA,1,20651206,NA,NA,"2026-04-16 12:54:38.238636",NA,3,NA,NA,7726.6,16384,0.47159423828125,NA,NA,NA,1170.5,NA,499337344,NA,"batch entry","20260416_112923","2026-04-16 11:29:23.378445"
4,"mice_returned","ok",NA,1,20651206,TRUE,NA,"2026-04-16 12:54:38.948395","2026-04-16 13:03:22.979261",3,3,524.030865907669,7726.6,16384,0.47159423828125,7720.3,16384,0.471209716796875,1566.859375,454949568,499337344,NA,"mice() returned successfully","20260416_112923","2026-04-16 11:29:23.378445"
4,"ibind_started","started",NA,1,20651206,NA,NA,"2026-04-16 13:03:32.735631",NA,3,3,NA,7747.8,16384,0.47288818359375,NA,NA,NA,1263.109375,454949568,499337344,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_04.rds","about to call mice::ibind()","20260416_112923","2026-04-16 11:29:23.378445"
4,"ibind_completed","ok",NA,1,20651206,TRUE,NA,"2026-04-16 13:03:32.735631","2026-04-16 13:03:42.169241",3,4,9.43360996246338,7747.8,16384,0.47288818359375,7747.8,16384,0.47288818359375,949.8125,454949568,521530280,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_04.rds","mice::ibind() completed","20260416_112923","2026-04-16 11:29:23.378445"
4,"checkpoint_saved","completed",NA,1,20651206,TRUE,NA,"2026-04-16 13:03:44.212477","2026-04-16 13:03:53.434302",3,4,9.22182512283325,7747.8,16384,0.47288818359375,7747.8,16384,0.47288818359375,1009.4375,454949568,521530280,"/Users/blocke/Box Sync/Residency Personal Files/Scholarly Work/Locke Research Projects/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_04.rds","saved accumulated mids checkpoint","20260416_112923","2026-04-16 11:29:23.378445"
5,"batch_started","started",NA,1,20751206,NA,NA,"2026-04-16 13:03:57.979117",NA,4,NA,NA,7747.8,16384,0.47288818359375,NA,NA,NA,1144.671875,NA,521530280,NA,"batch entry","20260416_112923","2026-04-16 11:29:23.378445"
5,"mice_returned","ok",NA,1,20751206,TRUE,NA,"2026-04-16 13:03:59.022777","2026-04-16 13:13:22.106833",4,4,563.084055900574,7747.8,16384,0.47288818359375,7741.4,16384,0.47249755859375,1146.421875,454949568,521530280,NA,"mice() returned successfully","20260416_112923","2026-04-16 11:29:23.378445"
