"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,1,NA,454949568,1348.828125,0.45987548828125,"2026-04-16 12:29:57.417511",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
1,"ibind_completed",0,1,NA,454949568,1328.859375,0.45987548828125,"2026-04-16 12:29:57.417511","2026-04-16 12:29:58.295956",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
2,"ibind_started",1,1,454949568,454949568,653.625,0.47030029296875,"2026-04-16 12:43:57.032312",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
2,"ibind_completed",1,1,454949568,454949568,835.421875,0.470306396484375,"2026-04-16 12:43:57.032312","2026-04-16 12:44:10.696189",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
3,"ibind_started",2,1,477143176,454949568,1226.28125,0.47159423828125,"2026-04-16 12:54:16.87326",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
3,"ibind_completed",2,1,477143176,454949568,1187.140625,0.47159423828125,"2026-04-16 12:54:16.87326","2026-04-16 12:54:26.066311",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
4,"ibind_started",3,1,499337344,454949568,1263.421875,0.47288818359375,"2026-04-16 13:03:32.735631",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
4,"ibind_completed",3,1,499337344,454949568,948.609375,0.47288818359375,"2026-04-16 13:03:32.735631","2026-04-16 13:03:42.169241",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
5,"ibind_started",4,1,521530280,454949568,1255.203125,0.47418212890625,"2026-04-16 13:13:33.312461",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
5,"ibind_completed",4,1,521530280,454949568,1124.34375,0.47418212890625,"2026-04-16 13:13:33.312461","2026-04-16 13:13:42.95462",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
6,"ibind_started",5,1,543724448,454949568,881.203125,0.475469970703125,"2026-04-16 13:30:07.891046",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
6,"ibind_completed",5,1,543724448,454949568,914.296875,0.475469970703125,"2026-04-16 13:30:07.891046","2026-04-16 13:30:24.463212",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
7,"ibind_started",6,1,565917384,454949568,1565.875,0.476763916015625,"2026-04-16 13:40:42.996194",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
7,"ibind_completed",6,1,565917384,454949568,1284.5625,0.476763916015625,"2026-04-16 13:40:42.996194","2026-04-16 13:40:51.570565",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
8,"ibind_started",7,1,588111552,454949568,2231.828125,0.478057861328125,"2026-04-16 13:50:40.772967",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
8,"ibind_completed",7,1,588111552,454949568,2371.75,0.478057861328125,"2026-04-16 13:50:40.772967","2026-04-16 13:50:48.239451",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
9,"ibind_started",8,1,610304488,454949568,1688.6875,0.479345703125,"2026-04-16 13:59:36.467216",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
9,"ibind_completed",8,1,610304488,454949568,2295.578125,0.479345703125,"2026-04-16 13:59:36.467216","2026-04-16 13:59:43.596215",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
10,"ibind_started",9,1,632502352,454949568,1605.953125,0.4806396484375,"2026-04-16 14:08:19.740324",NA,NA,NA,"20260416_112923","2026-04-16 11:29:23.378445"
10,"ibind_completed",9,1,632502352,454949568,1154.921875,0.4806396484375,"2026-04-16 14:08:19.740324","2026-04-16 14:08:28.747695",TRUE,NA,"20260416_112923","2026-04-16 11:29:23.378445"
