"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-23 09:06:42.242907",NA,0,NA,NA,3625.4,16384,0.22127685546875,NA,NA,NA,2706.015625,NA,NA,NA,"batch entry","20260423_090502","2026-04-23 09:05:02.762456"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-23 09:06:42.520811",NA,0,0,NA,3625.4,16384,0.22127685546875,NA,NA,NA,2706.015625,NA,NA,NA,"about to call mice::mice()","20260423_090502","2026-04-23 09:05:02.762456"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-23 09:06:42.520811","2026-04-23 09:06:43.931421",0,0,1.41060996055603,3625.4,16384,0.22127685546875,3627.1,16384,0.221380615234375,3043.109375,5023752,NA,NA,"mice() returned successfully","20260423_090502","2026-04-23 09:05:02.762456"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-23 09:06:44.359438",NA,0,0,NA,3627.3,16384,0.221392822265625,NA,NA,NA,3043.1875,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260423_090502","2026-04-23 09:05:02.762456"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-23 09:06:44.359438","2026-04-23 09:06:44.650277",0,2,0.290838956832886,3627.3,16384,0.221392822265625,3627.3,16384,0.221392822265625,3043.203125,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260423_090502","2026-04-23 09:05:02.762456"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-23 09:06:44.920159",NA,0,2,NA,3627.3,16384,0.221392822265625,NA,NA,NA,3043.203125,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260423_090502","2026-04-23 09:05:02.762456"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-23 09:06:44.920159","2026-04-23 09:06:44.984436",0,2,0.064276933670044,3627.3,16384,0.221392822265625,3627.4,16384,0.22139892578125,3043.234375,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260423_090502","2026-04-23 09:05:02.762456"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-23 09:06:46.020005",NA,2,NA,NA,3627.4,16384,0.22139892578125,NA,NA,NA,3043.25,NA,5023752,NA,"batch entry","20260423_090502","2026-04-23 09:05:02.762456"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-23 09:06:46.288893",NA,2,2,NA,3627.4,16384,0.22139892578125,NA,NA,NA,3043.25,NA,5023752,NA,"about to call mice::mice()","20260423_090502","2026-04-23 09:05:02.762456"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-23 09:06:46.288893","2026-04-23 09:06:47.687588",2,2,1.39869499206543,3627.4,16384,0.22139892578125,3629,16384,0.22149658203125,3321.078125,5023752,5023752,NA,"mice() returned successfully","20260423_090502","2026-04-23 09:05:02.762456"
