"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,3043.1875,0.221392822265625,"2026-04-23 09:06:44.359438",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
1,"ibind_completed",0,2,NA,5023752,3043.203125,0.221392822265625,"2026-04-23 09:06:44.359438","2026-04-23 09:06:44.650277",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
2,"ibind_started",2,2,5023752,5023752,3321.078125,0.221514892578125,"2026-04-23 09:06:48.071548",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
2,"ibind_completed",2,2,5023752,5023752,3321.15625,0.221514892578125,"2026-04-23 09:06:48.071548","2026-04-23 09:06:48.405809",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
3,"ibind_started",4,2,5480048,5023752,3217.5625,0.22154541015625,"2026-04-23 09:06:51.803881",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
3,"ibind_completed",4,2,5480048,5023752,3217.765625,0.22154541015625,"2026-04-23 09:06:51.803881","2026-04-23 09:06:52.138527",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
4,"ibind_started",6,2,5936296,5023752,3366.234375,0.22156982421875,"2026-04-23 09:06:55.535416",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
4,"ibind_completed",6,2,5936296,5023752,3366.265625,0.22156982421875,"2026-04-23 09:06:55.535416","2026-04-23 09:06:55.871986",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
5,"ibind_started",8,2,6392528,5023752,3277.234375,0.22159423828125,"2026-04-23 09:06:59.318174",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
5,"ibind_completed",8,2,6392528,5023752,3278.4375,0.22159423828125,"2026-04-23 09:06:59.318174","2026-04-23 09:06:59.653563",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
6,"ibind_started",10,2,6852440,5023752,3620.328125,0.221624755859375,"2026-04-23 09:07:03.167641",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
6,"ibind_completed",10,2,6852440,5023752,3613.828125,0.221624755859375,"2026-04-23 09:07:03.167641","2026-04-23 09:07:03.504845",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
7,"ibind_started",12,2,7307488,5023752,3575.328125,0.221649169921875,"2026-04-23 09:07:07.052413",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
7,"ibind_completed",12,2,7307488,5023752,3580.828125,0.221649169921875,"2026-04-23 09:07:07.052413","2026-04-23 09:07:07.38959",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
8,"ibind_started",14,2,7762552,5023752,3591.84375,0.221673583984375,"2026-04-23 09:07:10.897496",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
8,"ibind_completed",14,2,7762552,5023752,3588.265625,0.2216796875,"2026-04-23 09:07:10.897496","2026-04-23 09:07:11.232578",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
9,"ibind_started",16,2,8217600,5023752,3643.84375,0.2217041015625,"2026-04-23 09:07:14.768757",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
9,"ibind_completed",16,2,8217600,5023752,3647.828125,0.2217041015625,"2026-04-23 09:07:14.768757","2026-04-23 09:07:15.105007",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
10,"ibind_started",18,2,8673928,5023752,3504.671875,0.221728515625,"2026-04-23 09:07:18.590095",NA,NA,NA,"20260423_090502","2026-04-23 09:05:02.762456"
10,"ibind_completed",18,2,8673928,5023752,3507.671875,0.221728515625,"2026-04-23 09:07:18.590095","2026-04-23 09:07:18.926139",TRUE,NA,"20260423_090502","2026-04-23 09:05:02.762456"
