"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-21 05:43:45.141171",NA,0,NA,NA,3624.5,16384,0.221221923828125,NA,NA,NA,4724.3125,NA,NA,NA,"batch entry","20260421_054212","2026-04-21 05:42:12.149416"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-21 05:43:45.404674",NA,0,0,NA,3624.5,16384,0.221221923828125,NA,NA,NA,4724.3125,NA,NA,NA,"about to call mice::mice()","20260421_054212","2026-04-21 05:42:12.149416"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-21 05:43:45.404674","2026-04-21 05:43:46.750833",0,0,1.34615898132324,3624.5,16384,0.221221923828125,3626.2,16384,0.22132568359375,4321.96875,5023752,NA,NA,"mice() returned successfully","20260421_054212","2026-04-21 05:42:12.149416"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-21 05:43:47.064783",NA,0,0,NA,3626.5,16384,0.221343994140625,NA,NA,NA,4321.96875,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260421_054212","2026-04-21 05:42:12.149416"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-21 05:43:47.064783","2026-04-21 05:43:47.333069",0,2,0.268285989761353,3626.5,16384,0.221343994140625,3626.5,16384,0.221343994140625,4321.96875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260421_054212","2026-04-21 05:42:12.149416"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-21 05:43:47.587284",NA,0,2,NA,3626.5,16384,0.221343994140625,NA,NA,NA,4321.96875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260421_054212","2026-04-21 05:42:12.149416"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-21 05:43:47.587284","2026-04-21 05:43:47.646652",0,2,0.0593678951263428,3626.5,16384,0.221343994140625,3626.5,16384,0.221343994140625,4321.96875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260421_054212","2026-04-21 05:42:12.149416"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-21 05:43:48.658233",NA,2,NA,NA,3626.5,16384,0.221343994140625,NA,NA,NA,4321.96875,NA,5023752,NA,"batch entry","20260421_054212","2026-04-21 05:42:12.149416"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-21 05:43:48.914863",NA,2,2,NA,3626.5,16384,0.221343994140625,NA,NA,NA,4321.96875,NA,5023752,NA,"about to call mice::mice()","20260421_054212","2026-04-21 05:42:12.149416"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-21 05:43:48.914863","2026-04-21 05:43:50.242129",2,2,1.3272659778595,3626.5,16384,0.221343994140625,3628.2,16384,0.22144775390625,4591.828125,5023752,5023752,NA,"mice() returned successfully","20260421_054212","2026-04-21 05:42:12.149416"
