"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-21 07:36:10.26135",NA,0,NA,NA,3624.6,16384,0.22122802734375,NA,NA,NA,1313.578125,NA,NA,NA,"batch entry","20260421_073405","2026-04-21 07:34:05.211923"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-21 07:36:10.728448",NA,0,0,NA,3624.6,16384,0.22122802734375,NA,NA,NA,1313.234375,NA,NA,NA,"about to call mice::mice()","20260421_073405","2026-04-21 07:34:05.211923"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-21 07:36:10.728448","2026-04-21 07:36:12.672605",0,0,1.94415712356567,3624.6,16384,0.22122802734375,3626.3,16384,0.221331787109375,2211.59375,5023752,NA,NA,"mice() returned successfully","20260421_073405","2026-04-21 07:34:05.211923"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-21 07:36:13.596724",NA,0,0,NA,3626.5,16384,0.221343994140625,NA,NA,NA,2211.96875,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260421_073405","2026-04-21 07:34:05.211923"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-21 07:36:13.596724","2026-04-21 07:36:14.004315",0,2,0.407590866088867,3626.5,16384,0.221343994140625,3626.5,16384,0.221343994140625,2194.5,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260421_073405","2026-04-21 07:34:05.211923"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-21 07:36:14.36105",NA,0,2,NA,3626.5,16384,0.221343994140625,NA,NA,NA,2194.59375,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260421_073405","2026-04-21 07:34:05.211923"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-21 07:36:14.36105","2026-04-21 07:36:14.437484",0,2,0.0764341354370117,3626.5,16384,0.221343994140625,3626.5,16384,0.221343994140625,2152.5,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260421_073405","2026-04-21 07:34:05.211923"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-21 07:36:16.007792",NA,2,NA,NA,3626.5,16384,0.221343994140625,NA,NA,NA,2152.671875,NA,5023752,NA,"batch entry","20260421_073405","2026-04-21 07:34:05.211923"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-21 07:36:16.403402",NA,2,2,NA,3626.5,16384,0.221343994140625,NA,NA,NA,2152.671875,NA,5023752,NA,"about to call mice::mice()","20260421_073405","2026-04-21 07:34:05.211923"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-21 07:36:16.403402","2026-04-21 07:36:18.16006",2,2,1.75665783882141,3626.5,16384,0.221343994140625,3628.2,16384,0.22144775390625,2329.515625,5023752,5023752,NA,"mice() returned successfully","20260421_073405","2026-04-21 07:34:05.211923"
2,"ibind_started","started",NA,2,20451206,NA,NA,"2026-04-21 07:36:18.938647",NA,2,2,NA,3628.5,16384,0.221466064453125,NA,NA,NA,2329.796875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","about to call mice::ibind()","20260421_073405","2026-04-21 07:34:05.211923"
2,"ibind_completed","ok",NA,2,20451206,TRUE,NA,"2026-04-21 07:36:18.938647","2026-04-21 07:36:19.426275",2,4,0.487627983093262,3628.5,16384,0.221466064453125,3628.5,16384,0.221466064453125,2334.828125,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","mice::ibind() completed","20260421_073405","2026-04-21 07:34:05.211923"
2,"checkpoint_started","started",NA,2,20451206,NA,NA,"2026-04-21 07:36:19.853893",NA,2,4,NA,3628.5,16384,0.221466064453125,NA,NA,NA,2334.859375,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","about to save accumulated mids checkpoint","20260421_073405","2026-04-21 07:34:05.211923"
2,"checkpoint_saved","completed",NA,2,20451206,TRUE,NA,"2026-04-21 07:36:19.853893","2026-04-21 07:36:19.942711",2,4,0.0888180732727051,3628.5,16384,0.221466064453125,3628.5,16384,0.221466064453125,2335.015625,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","saved accumulated mids checkpoint","20260421_073405","2026-04-21 07:34:05.211923"
3,"batch_started","started",NA,2,20551206,NA,NA,"2026-04-21 07:36:21.613263",NA,4,NA,NA,3628.5,16384,0.221466064453125,NA,NA,NA,2059.25,NA,5480048,NA,"batch entry","20260421_073405","2026-04-21 07:34:05.211923"
3,"mice_call_entered","started",NA,2,20551206,NA,NA,"2026-04-21 07:36:21.961686",NA,4,4,NA,3628.5,16384,0.221466064453125,NA,NA,NA,2054.78125,NA,5480048,NA,"about to call mice::mice()","20260421_073405","2026-04-21 07:34:05.211923"
3,"mice_returned","ok",NA,2,20551206,TRUE,NA,"2026-04-21 07:36:21.961686","2026-04-21 07:36:23.741209",4,4,1.77952313423157,3628.5,16384,0.221466064453125,3628.7,16384,0.221478271484375,2151.265625,5023752,5480048,NA,"mice() returned successfully","20260421_073405","2026-04-21 07:34:05.211923"
