"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2705.828125,0.221392822265625,"2026-04-23 08:09:26.678894",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
1,"ibind_completed",0,2,NA,5023752,2705.828125,0.221392822265625,"2026-04-23 08:09:26.678894","2026-04-23 08:09:27.052903",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
2,"ibind_started",2,2,5023752,5023752,3137.203125,0.221514892578125,"2026-04-23 08:09:30.977221",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
2,"ibind_completed",2,2,5023752,5023752,3137.484375,0.221514892578125,"2026-04-23 08:09:30.977221","2026-04-23 08:09:31.301074",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
3,"ibind_started",4,2,5480048,5023752,3192.078125,0.221539306640625,"2026-04-23 08:09:34.839869",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
3,"ibind_completed",4,2,5480048,5023752,3192.28125,0.221539306640625,"2026-04-23 08:09:34.839869","2026-04-23 08:09:35.192048",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
4,"ibind_started",6,2,5936296,5023752,3342.671875,0.22156982421875,"2026-04-23 08:09:38.828331",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
4,"ibind_completed",6,2,5936296,5023752,3342.953125,0.22156982421875,"2026-04-23 08:09:38.828331","2026-04-23 08:09:39.150421",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
5,"ibind_started",8,2,6392528,5023752,3572.703125,0.22159423828125,"2026-04-23 08:09:42.768808",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
5,"ibind_completed",8,2,6392528,5023752,3572.71875,0.22159423828125,"2026-04-23 08:09:42.768808","2026-04-23 08:09:43.098833",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
6,"ibind_started",10,2,6852440,5023752,3620.71875,0.22161865234375,"2026-04-23 08:09:46.889565",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
6,"ibind_completed",10,2,6852440,5023752,3610.21875,0.22161865234375,"2026-04-23 08:09:46.889565","2026-04-23 08:09:47.218024",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
7,"ibind_started",12,2,7307488,5023752,3613.171875,0.221649169921875,"2026-04-23 08:09:50.837113",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
7,"ibind_completed",12,2,7307488,5023752,3613.171875,0.221649169921875,"2026-04-23 08:09:50.837113","2026-04-23 08:09:51.161036",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
8,"ibind_started",14,2,7762552,5023752,3598.375,0.221673583984375,"2026-04-23 08:09:54.767239",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
8,"ibind_completed",14,2,7762552,5023752,3590.65625,0.221673583984375,"2026-04-23 08:09:54.767239","2026-04-23 08:09:55.096057",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
9,"ibind_started",16,2,8217600,5023752,3599.5625,0.221697998046875,"2026-04-23 08:09:58.800999",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
9,"ibind_completed",16,2,8217600,5023752,3547.375,0.2217041015625,"2026-04-23 08:09:58.800999","2026-04-23 08:09:59.139556",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
10,"ibind_started",18,2,8673928,5023752,3384.34375,0.221728515625,"2026-04-23 08:10:03.397733",NA,NA,NA,"20260423_080734","2026-04-23 08:07:34.181377"
10,"ibind_completed",18,2,8673928,5023752,3384.4375,0.221728515625,"2026-04-23 08:10:03.397733","2026-04-23 08:10:03.769342",TRUE,NA,"20260423_080734","2026-04-23 08:07:34.181377"
