"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-23 08:09:24.23613",NA,0,NA,NA,3625.4,16384,0.22127685546875,NA,NA,NA,2464.3125,NA,NA,NA,"batch entry","20260423_080734","2026-04-23 08:07:34.181377"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-23 08:09:24.560813",NA,0,0,NA,3625.4,16384,0.22127685546875,NA,NA,NA,2464.3125,NA,NA,NA,"about to call mice::mice()","20260423_080734","2026-04-23 08:07:34.181377"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-23 08:09:24.560813","2026-04-23 08:09:26.169573",0,0,1.6087601184845,3625.4,16384,0.22127685546875,3627,16384,0.22137451171875,2705.703125,5023752,NA,NA,"mice() returned successfully","20260423_080734","2026-04-23 08:07:34.181377"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-23 08:09:26.678894",NA,0,0,NA,3627.3,16384,0.221392822265625,NA,NA,NA,2705.828125,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260423_080734","2026-04-23 08:07:34.181377"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-23 08:09:26.678894","2026-04-23 08:09:27.052903",0,2,0.374008893966675,3627.3,16384,0.221392822265625,3627.3,16384,0.221392822265625,2705.828125,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260423_080734","2026-04-23 08:07:34.181377"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-23 08:09:27.393978",NA,0,2,NA,3627.3,16384,0.221392822265625,NA,NA,NA,2705.84375,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260423_080734","2026-04-23 08:07:34.181377"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-23 08:09:27.393978","2026-04-23 08:09:27.464705",0,2,0.0707268714904785,3627.3,16384,0.221392822265625,3627.3,16384,0.221392822265625,2706.015625,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260423_080734","2026-04-23 08:07:34.181377"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-23 08:09:28.714434",NA,2,NA,NA,3627.3,16384,0.221392822265625,NA,NA,NA,2702.125,NA,5023752,NA,"batch entry","20260423_080734","2026-04-23 08:07:34.181377"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-23 08:09:29.027753",NA,2,2,NA,3627.3,16384,0.221392822265625,NA,NA,NA,2702.125,NA,5023752,NA,"about to call mice::mice()","20260423_080734","2026-04-23 08:07:34.181377"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-23 08:09:29.027753","2026-04-23 08:09:30.563205",2,2,1.53545188903809,3627.3,16384,0.221392822265625,3629,16384,0.22149658203125,3137.203125,5023752,5023752,NA,"mice() returned successfully","20260423_080734","2026-04-23 08:07:34.181377"
