"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2914.890625,0.22139892578125,"2026-04-23 09:24:46.096981",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
1,"ibind_completed",0,2,NA,5023752,2914.890625,0.22139892578125,"2026-04-23 09:24:46.096981","2026-04-23 09:24:46.379361",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
2,"ibind_started",2,2,5023752,5023752,3416.40625,0.221514892578125,"2026-04-23 09:24:49.762386",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
2,"ibind_completed",2,2,5023752,5023752,3409.921875,0.22152099609375,"2026-04-23 09:24:49.762386","2026-04-23 09:24:50.073949",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
3,"ibind_started",4,2,5480048,5023752,3459.1875,0.22154541015625,"2026-04-23 09:24:53.460516",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
3,"ibind_completed",4,2,5480048,5023752,3339.578125,0.22154541015625,"2026-04-23 09:24:53.460516","2026-04-23 09:24:53.768959",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
4,"ibind_started",6,2,5936296,5023752,3452.796875,0.22156982421875,"2026-04-23 09:24:57.132023",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
4,"ibind_completed",6,2,5936296,5023752,3436.640625,0.22156982421875,"2026-04-23 09:24:57.132023","2026-04-23 09:24:57.441855",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
5,"ibind_started",8,2,6392528,5023752,3376.140625,0.221600341796875,"2026-04-23 09:25:01.011048",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
5,"ibind_completed",8,2,6392528,5023752,3370.109375,0.221600341796875,"2026-04-23 09:25:01.011048","2026-04-23 09:25:01.327785",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
6,"ibind_started",10,2,6852440,5023752,3469.078125,0.221624755859375,"2026-04-23 09:25:04.764256",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
6,"ibind_completed",10,2,6852440,5023752,3469.25,0.221624755859375,"2026-04-23 09:25:04.764256","2026-04-23 09:25:05.074059",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
7,"ibind_started",12,2,7307488,5023752,3474.09375,0.221649169921875,"2026-04-23 09:25:08.485659",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
7,"ibind_completed",12,2,7307488,5023752,3474.265625,0.2216552734375,"2026-04-23 09:25:08.485659","2026-04-23 09:25:08.797877",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
8,"ibind_started",14,2,7762552,5023752,3455.34375,0.2216796875,"2026-04-23 09:25:12.237118",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
8,"ibind_completed",14,2,7762552,5023752,3449.109375,0.2216796875,"2026-04-23 09:25:12.237118","2026-04-23 09:25:12.547687",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
9,"ibind_started",16,2,8217600,5023752,3556.734375,0.2217041015625,"2026-04-23 09:25:15.989734",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
9,"ibind_completed",16,2,8217600,5023752,3556.734375,0.2217041015625,"2026-04-23 09:25:15.989734","2026-04-23 09:25:16.300201",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
10,"ibind_started",18,2,8673928,5023752,3575.765625,0.221734619140625,"2026-04-23 09:25:19.744001",NA,NA,NA,"20260423_092309","2026-04-23 09:23:09.772305"
10,"ibind_completed",18,2,8673928,5023752,3573.484375,0.221734619140625,"2026-04-23 09:25:19.744001","2026-04-23 09:25:20.057893",TRUE,NA,"20260423_092309","2026-04-23 09:23:09.772305"
