"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2994.671875,0.2213623046875,"2026-04-21 09:06:13.534032",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
1,"ibind_completed",0,2,NA,5023752,2994.671875,0.2213623046875,"2026-04-21 09:06:13.534032","2026-04-21 09:06:13.930603",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
2,"ibind_started",2,2,5023752,5023752,3116.390625,0.221478271484375,"2026-04-21 09:06:18.295924",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
2,"ibind_completed",2,2,5023752,5023752,3116.734375,0.221484375,"2026-04-21 09:06:18.295924","2026-04-21 09:06:18.743564",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
3,"ibind_started",4,2,5480048,5023752,3357.515625,0.2215087890625,"2026-04-21 09:06:22.992716",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
3,"ibind_completed",4,2,5480048,5023752,3357.796875,0.2215087890625,"2026-04-21 09:06:22.992716","2026-04-21 09:06:23.413184",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
4,"ibind_started",6,2,5936296,5023752,3467.421875,0.221533203125,"2026-04-21 09:06:27.711014",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
4,"ibind_completed",6,2,5936296,5023752,3462.703125,0.221533203125,"2026-04-21 09:06:27.711014","2026-04-21 09:06:28.120384",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
5,"ibind_started",8,2,6392528,5023752,3462.5,0.221563720703125,"2026-04-21 09:06:32.319514",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
5,"ibind_completed",8,2,6392528,5023752,3462.5,0.221563720703125,"2026-04-21 09:06:32.319514","2026-04-21 09:06:32.750514",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
6,"ibind_started",10,2,6852440,5023752,3456.5625,0.221588134765625,"2026-04-21 09:06:37.103051",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
6,"ibind_completed",10,2,6852440,5023752,3456.578125,0.221588134765625,"2026-04-21 09:06:37.103051","2026-04-21 09:06:37.549974",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
7,"ibind_started",12,2,7307488,5023752,3514.453125,0.221612548828125,"2026-04-21 09:06:41.897946",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
7,"ibind_completed",12,2,7307488,5023752,3503.953125,0.221612548828125,"2026-04-21 09:06:41.897946","2026-04-21 09:06:42.342929",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
8,"ibind_started",14,2,7762552,5023752,3512.703125,0.22164306640625,"2026-04-21 09:06:46.627941",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
8,"ibind_completed",14,2,7762552,5023752,3501.34375,0.22164306640625,"2026-04-21 09:06:46.627941","2026-04-21 09:06:47.081944",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
9,"ibind_started",16,2,8217600,5023752,3589.078125,0.22166748046875,"2026-04-21 09:06:51.680837",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
9,"ibind_completed",16,2,8217600,5023752,3567.5,0.22166748046875,"2026-04-21 09:06:51.680837","2026-04-21 09:06:52.101324",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
10,"ibind_started",18,2,8673928,5023752,3533.328125,0.22169189453125,"2026-04-21 09:06:56.418807",NA,NA,NA,"20260421_090421","2026-04-21 09:04:21.69124"
10,"ibind_completed",18,2,8673928,5023752,3516.109375,0.221697998046875,"2026-04-21 09:06:56.418807","2026-04-21 09:06:56.837608",TRUE,NA,"20260421_090421","2026-04-21 09:04:21.69124"
