sampled_at,render_ts,sampled_pid,role,rss_kb,vsz_kb,state,etime,command
"2026-04-23 07:06:17","20260423_070614",42474,"wrapper",2304,435304144,"Ss+","00:03","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:06:17","20260423_070614",42557,"quarto",1152,435300208,"S+","00:00","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:06:32","20260423_070614",42474,"wrapper",2304,435304144,"Ss+","00:18","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:06:32","20260423_070614",42557,"quarto",1152,435300208,"S+","00:15","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:06:32","20260423_070614",42600,"r",1386080,1836912560,"R+","00:15","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-23 07:06:47","20260423_070614",42474,"wrapper",2304,435304144,"Ss+","00:33","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:06:47","20260423_070614",42557,"quarto",1152,435300208,"S+","00:30","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:06:47","20260423_070614",42600,"r",3362192,1836953552,"R+","00:30","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-23 07:07:02","20260423_070614",42474,"wrapper",1008,435304144,"Ss+","00:48","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:02","20260423_070614",42557,"quarto",512,435300208,"S+","00:45","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:02","20260423_070614",42600,"r",4584176,1838319312,"R+","00:45","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-23 07:07:17","20260423_070614",42474,"wrapper",1008,435304144,"Ss+","01:03","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:17","20260423_070614",42557,"quarto",512,435300208,"S+","01:00","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:17","20260423_070614",42600,"r",5486032,1839074256,"R+","01:00","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-23 07:07:32","20260423_070614",42474,"wrapper",1008,435304144,"Ss+","01:18","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:32","20260423_070614",42557,"quarto",512,435300208,"S+","01:15","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:32","20260423_070614",42600,"r",5533552,1839032272,"R+","01:15","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-23 07:07:48","20260423_070614",42474,"wrapper",1008,435304144,"Ss+","01:34","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:48","20260423_070614",42557,"quarto",512,435300208,"S+","01:31","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-23 07:07:48","20260423_070614",42600,"r",5744592,1839266032,"R+","01:31","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
