"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-21 08:27:10.876097",NA,0,NA,NA,3624.8,16384,0.221240234375,NA,NA,NA,2648.1875,NA,NA,NA,"batch entry","20260421_082516","2026-04-21 08:25:16.817563"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-21 08:27:11.27225",NA,0,0,NA,3624.8,16384,0.221240234375,NA,NA,NA,2648.1875,NA,NA,NA,"about to call mice::mice()","20260421_082516","2026-04-21 08:25:16.817563"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-21 08:27:11.27225","2026-04-21 08:27:12.99464",0,0,1.72239017486572,3624.8,16384,0.221240234375,3626.5,16384,0.221343994140625,3170.03125,5023752,NA,NA,"mice() returned successfully","20260421_082516","2026-04-21 08:25:16.817563"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-21 08:27:13.410688",NA,0,0,NA,3626.8,16384,0.2213623046875,NA,NA,NA,3170.09375,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260421_082516","2026-04-21 08:25:16.817563"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-21 08:27:13.410688","2026-04-21 08:27:13.831741",0,2,0.421053171157837,3626.8,16384,0.2213623046875,3626.8,16384,0.2213623046875,3170.09375,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260421_082516","2026-04-21 08:25:16.817563"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-21 08:27:14.228405",NA,0,2,NA,3626.8,16384,0.2213623046875,NA,NA,NA,3170.09375,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260421_082516","2026-04-21 08:25:16.817563"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-21 08:27:14.228405","2026-04-21 08:27:14.298452",0,2,0.0700469017028809,3626.8,16384,0.2213623046875,3626.8,16384,0.2213623046875,3170.109375,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260421_082516","2026-04-21 08:25:16.817563"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-21 08:27:15.812303",NA,2,NA,NA,3626.8,16384,0.2213623046875,NA,NA,NA,3170.109375,NA,5023752,NA,"batch entry","20260421_082516","2026-04-21 08:25:16.817563"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-21 08:27:16.176719",NA,2,2,NA,3626.8,16384,0.2213623046875,NA,NA,NA,3170.109375,NA,5023752,NA,"about to call mice::mice()","20260421_082516","2026-04-21 08:25:16.817563"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-21 08:27:16.176719","2026-04-21 08:27:17.943079",2,2,1.76636004447937,3626.8,16384,0.2213623046875,3628.5,16384,0.221466064453125,3059.140625,5023752,5023752,NA,"mice() returned successfully","20260421_082516","2026-04-21 08:25:16.817563"
2,"ibind_started","started",NA,2,20451206,NA,NA,"2026-04-21 08:27:18.445113",NA,2,2,NA,3628.8,16384,0.221484375,NA,NA,NA,3059.15625,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","about to call mice::ibind()","20260421_082516","2026-04-21 08:25:16.817563"
2,"ibind_completed","ok",NA,2,20451206,TRUE,NA,"2026-04-21 08:27:18.445113","2026-04-21 08:27:18.869221",2,4,0.424108028411865,3628.8,16384,0.221484375,3628.8,16384,0.221484375,3059.15625,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","mice::ibind() completed","20260421_082516","2026-04-21 08:25:16.817563"
