"term","estimate","SE","LCL","UCL","m_used","m_total","outcome","group","run_id","run_ts"
"race_ethnicity5",-0.679499587520843,0.719300961761874,-2.08932947257412,0.730330297532431,20,20,"niv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity6",-0.891043863691231,0.129918317202847,-1.14568376540881,-0.636403961973652,20,20,"niv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location1",-1.72316901223671,0.127060880645769,-1.97220833830242,-1.47412968617101,20,20,"niv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location2",-0.0416455508470321,0.0975139682592735,-0.232772928635208,0.149481826941144,20,20,"niv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location3",0.951901022842408,0.0813316645190457,0.792490960385078,1.11131108529974,20,20,"niv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"encounter_typeInpatient",0.791112038943098,0.0815297588902915,0.631313711518127,0.950910366368069,20,20,"niv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"(Intercept)",-3.22037291491831,0.338482788960872,-3.88379918128161,-2.556946648555,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)1",-1.90575847300434,0.308393626301494,-2.51020998055526,-1.30130696545341,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)2",0.651890026201653,0.305609368362898,0.0528956642103726,1.25088438819293,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)3",-2.06253344697526,0.767263213870372,-3.56636934616119,-0.558697547789333,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)4",-2.61385555172959,0.923124168696655,-4.42317892237503,-0.804532181084141,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",0.0373573649013475,0.00176017565620005,0.0339074206151954,0.0408073091874996,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"sexMale",0.145646424734786,0.0469256108611414,0.0536722274469484,0.237620622022623,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity1",0.148989500388847,0.0689518408072803,0.0138438924065776,0.284135108371116,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity2",0.040175892958297,0.114198605734113,-0.183653374280564,0.264005160197158,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity3",-0.0908941291917702,0.171384236614798,-0.426807232956774,0.245018974573234,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity4",-0.020514252410065,0.214864668223176,-0.441649002127489,0.400620497307359,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity5",-11.6000406470209,0.235046258696907,-12.0607313140668,-11.1393499799749,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity6",-0.219672542300298,0.0821366189192202,-0.38066031538197,-0.0586847692186267,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location1",0.480681762137135,0.0595153268064879,0.364031721596419,0.597331802677851,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location2",0.334733358597651,0.0799867125538445,0.177959401992116,0.491507315203186,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location3",0.407682278458991,0.0723253051178434,0.265924680428018,0.549439876489964,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"encounter_typeInpatient",0.342622185047182,0.0684599520293554,0.208440679069646,0.476803691024719,20,20,"death_60d","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"(Intercept)",-3.87307053441035,0.524151051445302,-4.90040659524315,-2.84573447357756,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)1",-0.875537439475957,0.485690725461872,-1.82749126138123,0.0764163824293126,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)2",10.4287362107345,0.498879534142228,9.45093232381572,11.4065400976532,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)3",-9.92167191881612,1.51314703518506,-12.8874401077788,-6.9559037298534,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"splines::ns(paco2, 4)4",-27.8424138970906,2.83556159487125,-33.4001146230383,-22.284713171143,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",0.0093862114063023,0.0019526915729528,0.00555893592331482,0.0132134868892898,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"sexMale",-0.118005377555212,0.0617548557337754,-0.239044894793411,0.00303413968298803,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity1",0.1622625992715,0.0902809270135915,-0.0146880176751394,0.339213216218139,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity2",-0.251820461929813,0.163260645631285,-0.571811327367131,0.0681704035075058,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity3",-0.0986462305439579,0.239542261413798,-0.568149062915001,0.370856601827086,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity4",-1.09372873067293,0.401151324102876,-1.87998532591457,-0.307472135431293,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity5",-0.011670919904076,0.68608284400537,-1.3563932941546,1.33305145434645,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"race_ethnicity6",-0.0806325012576175,0.105556750350296,-0.287523731944197,0.126258729428962,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location1",0.0905686406115583,0.0847614617336856,-0.0755638243864655,0.256701105609582,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location2",-0.00100298983644442,0.107456766993161,-0.211618253143039,0.209612273470151,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"location3",0.840517945706512,0.0894505905517111,0.665194788225158,1.01584110318787,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
"encounter_typeInpatient",0.959915879304893,0.0932332114669934,0.777178784829586,1.1426529737802,20,20,"hypercap_resp_failure","ABG","20260421_094018","2026-04-21 09:40:18.841212"
