"vbg_co2","age_at_encounter","sex","race_ethnicity","location","encounter_type","logOR","SE_logOR","OR","LCL","UCL","co2_ref","m_used","m_total","outcome","group","run_id","run_ts"
25,62,"Male","0","1","Inpatient",0.552276321773655,0.111156498420433,1.73720295340776,1.39711526367374,2.16007524919104,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
25.2914572864322,62,"Male","0","1","Inpatient",0.548409465847964,0.108634124376618,1.73049841097724,1.39862076346506,2.14112705074936,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
25.5829145728643,62,"Male","0","1","Inpatient",0.544423779976301,0.106275079088839,1.72361491474893,1.39951342825126,2.12277232527676,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
25.8743718592965,62,"Male","0","1","Inpatient",0.540316658435846,0.104079222477239,1.71655033627703,1.39978881999204,2.10499256379939,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
26.1658291457286,62,"Male","0","1","Inpatient",0.536085495503774,0.102045541384953,1.70930267595174,1.39944570663322,2.0877663378916,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
26.4572864321608,62,"Male","0","1","Inpatient",0.531727685457263,0.100172089408839,1.70187006629089,1.3984862340114,2.07106916900358,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
26.748743718593,62,"Male","0","1","Inpatient",0.52724062257349,0.0984559421511644,1.69425077518631,1.39691603679159,2.05487345954758,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
27.0402010050251,62,"Male","0","1","Inpatient",0.522621701129631,0.0968931710414721,1.68644320909758,1.39474427894926,2.03914849513056,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
27.3316582914573,62,"Male","0","1","Inpatient",0.517868315402865,0.095478838131363,1.67844591618546,1.39198361730481,2.02386052431732,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
27.6231155778894,62,"Male","0","1","Inpatient",0.512977859670369,0.0942070132580978,1.67025758937756,1.38865008541053,2.00897291850783,45,20,20,"imv_proc","VBG","20260421_094018","2026-04-21 09:40:18.841212"
