"paco2","age_at_encounter","sex","race_ethnicity","location","encounter_type","logOR","SE_logOR","OR","LCL","UCL","co2_ref","m_used","m_total","outcome","group","run_id","run_ts"
21.7999992370605,64,"Male","0","0","Inpatient",0.476438394633621,0.0714651715846086,1.61032882075,1.39985219819167,1.85245193334548,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
22.1175871805929,64,"Male","0","0","Inpatient",0.475676191734983,0.0695997961347039,1.60910189109913,1.40390914407298,1.84428522805048,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
22.4351751241253,64,"Male","0","0","Inpatient",0.474662145605457,0.067864599180673,1.60747101458621,1.40726419338306,1.83616059790661,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
22.7527630676576,64,"Male","0","0","Inpatient",0.473391792341943,0.0662579869853723,1.60543025505404,1.40991037402799,1.82806393322679,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
23.07035101119,64,"Male","0","0","Inpatient",0.471860668041344,0.0647775087354048,1.60297402265602,1.41184414053332,1.81997831314395,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
23.3879389547223,64,"Male","0","0","Inpatient",0.47006430880056,0.0634198184245981,1.60009709023339,1.41306550959169,1.81188393658632,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
23.7055268982547,64,"Male","0","0","Inpatient",0.467998250716493,0.0621806572137555,1.59679460943813,1.41357811842475,1.8037581308715,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
24.0231148417871,64,"Male","0","0","Inpatient",0.465658029886043,0.0610548587718811,1.59306212655173,1.41338919801664,1.79557544561314,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
24.3407027853194,64,"Male","0","0","Inpatient",0.463039182406113,0.0600363787767596,1.588895597949,1.41250945808252,1.78730783481538,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
24.6582907288518,64,"Male","0","0","Inpatient",0.460137244373603,0.0591183482160214,1.5842914051558,1.41095288608492,1.77892492457006,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
24.9758786723841,64,"Male","0","0","Inpatient",0.456947751885413,0.0582931485541379,1.57924636944857,1.40873646810197,1.77039435826968,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
25.2934666159165,64,"Male","0","0","Inpatient",0.453466241038447,0.0575525054018767,1.57375776594353,1.40587984424409,1.7616822063476,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
25.6110545594489,64,"Male","0","0","Inpatient",0.449688247929604,0.0568875962098611,1.56782333712302,1.40240491504672,1.75275342381817,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
25.9286425029812,64,"Male","0","0","Inpatient",0.445609308655786,0.0562891668255318,1.56144130574658,1.3983354174482,1.74357233670076,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
26.2462304465136,64,"Male","0","0","Inpatient",0.441224959313894,0.0557476515535908,1.55461038709446,1.39369648944907,1.7341031379202,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
26.5638183900459,64,"Male","0","0","Inpatient",0.436530736000828,0.0552532916229713,1.54732980049173,1.38851424143862,1.724310374382,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
26.8814063335783,64,"Male","0","0","Inpatient",0.431522174813492,0.0547962476072314,1.53959928006171,1.38281534977084,1.71415940932342,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
27.1989942771106,64,"Male","0","0","Inpatient",0.426194811848785,0.0543667022501839,1.53141908465834,1.37662668490117,1.70361684731118,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
27.516582220643,64,"Male","0","0","Inpatient",0.420544183203608,0.0539549511816102,1.52279000692794,1.36997498272366,1.69265091293082,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
27.8341701641754,64,"Male","0","0","Inpatient",0.414565824974864,0.0535514800458709,1.51371338145245,1.3628865640987,1.68123177786518,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
28.1517581077077,64,"Male","0","0","Inpatient",0.408255273259452,0.0531470275116881,1.50419109192727,1.35538710426618,1.6693318343606,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
28.4693460512401,64,"Male","0","0","Inpatient",0.401608064154275,0.0527326344201779,1.49422557732893,1.34750145110967,1.65692591581651,40,20,20,"imv_proc","ABG","20260421_094018","2026-04-21 09:40:18.841212"
