"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,6500.625,0.221380615234375,"2026-04-23 06:53:00.98903",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
1,"ibind_completed",0,2,NA,5023752,6483.65625,0.221380615234375,"2026-04-23 06:53:00.98903","2026-04-23 06:53:01.258773",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
2,"ibind_started",2,2,5023752,5023752,6521.359375,0.22149658203125,"2026-04-23 06:53:04.521822",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
2,"ibind_completed",2,2,5023752,5023752,6521.359375,0.221502685546875,"2026-04-23 06:53:04.521822","2026-04-23 06:53:04.840843",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
3,"ibind_started",4,2,5480048,5023752,6509.609375,0.221527099609375,"2026-04-23 06:53:08.128639",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
3,"ibind_completed",4,2,5480048,5023752,6509.609375,0.221527099609375,"2026-04-23 06:53:08.128639","2026-04-23 06:53:08.44969",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
4,"ibind_started",6,2,5936296,5023752,6460.71875,0.221551513671875,"2026-04-23 06:53:11.769",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
4,"ibind_completed",6,2,5936296,5023752,6448.40625,0.221551513671875,"2026-04-23 06:53:11.769","2026-04-23 06:53:12.086208",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
5,"ibind_started",8,2,6392528,5023752,6423.359375,0.22158203125,"2026-04-23 06:53:15.391556",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
5,"ibind_completed",8,2,6392528,5023752,6423.359375,0.22158203125,"2026-04-23 06:53:15.391556","2026-04-23 06:53:15.711073",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
6,"ibind_started",10,2,6852440,5023752,6424.75,0.2216064453125,"2026-04-23 06:53:19.014971",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
6,"ibind_completed",10,2,6852440,5023752,6424.75,0.2216064453125,"2026-04-23 06:53:19.014971","2026-04-23 06:53:19.332164",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
7,"ibind_started",12,2,7307488,5023752,5333.390625,0.221630859375,"2026-04-23 06:53:22.700602",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
7,"ibind_completed",12,2,7307488,5023752,5333.390625,0.221636962890625,"2026-04-23 06:53:22.700602","2026-04-23 06:53:23.030444",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
8,"ibind_started",14,2,7762552,5023752,4326.078125,0.221661376953125,"2026-04-23 06:53:26.482295",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
8,"ibind_completed",14,2,7762552,5023752,4326.09375,0.221661376953125,"2026-04-23 06:53:26.482295","2026-04-23 06:53:26.79854",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
9,"ibind_started",16,2,8217600,5023752,4365.15625,0.221685791015625,"2026-04-23 06:53:30.183795",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
9,"ibind_completed",16,2,8217600,5023752,4365.15625,0.221685791015625,"2026-04-23 06:53:30.183795","2026-04-23 06:53:30.502581",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
10,"ibind_started",18,2,8673928,5023752,4514.8125,0.22171630859375,"2026-04-23 06:53:33.916686",NA,NA,NA,"20260423_065125","2026-04-23 06:51:25.071508"
10,"ibind_completed",18,2,8673928,5023752,4514.8125,0.22171630859375,"2026-04-23 06:53:33.916686","2026-04-23 06:53:34.238215",TRUE,NA,"20260423_065125","2026-04-23 06:51:25.071508"
