"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,1,NA,4825544,1811.671875,0.22056884765625,"2026-04-16 21:19:29.416841",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
1,"ibind_completed",0,1,NA,4825544,1796.421875,0.22056884765625,"2026-04-16 21:19:29.416841","2026-04-16 21:19:29.787204",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
2,"ibind_started",1,1,4825544,4825544,1210.234375,0.220672607421875,"2026-04-16 21:19:35.416273",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
2,"ibind_completed",1,1,4825544,4825544,1188.734375,0.220672607421875,"2026-04-16 21:19:35.416273","2026-04-16 21:19:35.931842",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
3,"ibind_started",2,1,5056392,4825544,1627.140625,0.22069091796875,"2026-04-16 21:19:41.450173",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
3,"ibind_completed",2,1,5056392,4825544,1463.171875,0.22069091796875,"2026-04-16 21:19:41.450173","2026-04-16 21:19:41.877362",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
4,"ibind_started",3,1,5287800,4825544,1183.453125,0.220703125,"2026-04-16 21:19:50.055836",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
4,"ibind_completed",3,1,5287800,4825544,1165,0.220703125,"2026-04-16 21:19:50.055836","2026-04-16 21:19:50.566016",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
5,"ibind_started",4,1,5517976,4825544,1568.21875,0.22071533203125,"2026-04-16 21:19:54.990642",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
5,"ibind_completed",4,1,5517976,4825544,1508.6875,0.22071533203125,"2026-04-16 21:19:54.990642","2026-04-16 21:19:55.417529",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
6,"ibind_started",5,1,5749384,4825544,1633.5,0.2207275390625,"2026-04-16 21:19:59.531669",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
6,"ibind_completed",5,1,5749384,4825544,1620.1875,0.2207275390625,"2026-04-16 21:19:59.531669","2026-04-16 21:20:00.048911",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
7,"ibind_started",6,1,5979560,4825544,1291.84375,0.22073974609375,"2026-04-16 21:20:04.467288",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
7,"ibind_completed",6,1,5979560,4825544,1266.40625,0.220745849609375,"2026-04-16 21:20:04.467288","2026-04-16 21:20:04.979402",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
8,"ibind_started",7,1,6210968,4825544,1708.203125,0.220758056640625,"2026-04-16 21:20:09.275465",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
8,"ibind_completed",7,1,6210968,4825544,1696.359375,0.220758056640625,"2026-04-16 21:20:09.275465","2026-04-16 21:20:09.704155",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
9,"ibind_started",8,1,6441144,4825544,1546.78125,0.220770263671875,"2026-04-16 21:20:14.283664",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
9,"ibind_completed",8,1,6441144,4825544,1543.921875,0.220770263671875,"2026-04-16 21:20:14.283664","2026-04-16 21:20:14.719244",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
10,"ibind_started",9,1,6676248,4825544,1655.296875,0.220782470703125,"2026-04-16 21:20:19.003841",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
10,"ibind_completed",9,1,6676248,4825544,1604.5625,0.220782470703125,"2026-04-16 21:20:19.003841","2026-04-16 21:20:19.481128",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
11,"ibind_started",10,1,6906440,4825544,1695.140625,0.220794677734375,"2026-04-16 21:20:23.686491",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
11,"ibind_completed",10,1,6906440,4825544,1693.78125,0.220794677734375,"2026-04-16 21:20:23.686491","2026-04-16 21:20:24.116227",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
12,"ibind_started",11,1,7136632,4825544,1706.265625,0.22081298828125,"2026-04-16 21:20:28.190548",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
12,"ibind_completed",11,1,7136632,4825544,1709.171875,0.22081298828125,"2026-04-16 21:20:28.190548","2026-04-16 21:20:28.609899",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
13,"ibind_started",12,1,7366824,4825544,1706.765625,0.2208251953125,"2026-04-16 21:20:32.485094",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
13,"ibind_completed",12,1,7366824,4825544,1708.15625,0.2208251953125,"2026-04-16 21:20:32.485094","2026-04-16 21:20:32.914625",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
14,"ibind_started",13,1,7597016,4825544,1609.1875,0.22083740234375,"2026-04-16 21:20:37.095386",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
14,"ibind_completed",13,1,7597016,4825544,1566.78125,0.22083740234375,"2026-04-16 21:20:37.095386","2026-04-16 21:20:37.545828",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
15,"ibind_started",14,1,7827208,4825544,1827.578125,0.220849609375,"2026-04-16 21:20:41.56085",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
15,"ibind_completed",14,1,7827208,4825544,1829.328125,0.220849609375,"2026-04-16 21:20:41.56085","2026-04-16 21:20:41.99427",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
16,"ibind_started",15,1,8057400,4825544,1946.453125,0.220867919921875,"2026-04-16 21:20:45.954086",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
16,"ibind_completed",15,1,8057400,4825544,1950.453125,0.220867919921875,"2026-04-16 21:20:45.954086","2026-04-16 21:20:46.386935",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
17,"ibind_started",16,1,8287592,4825544,1810.53125,0.220880126953125,"2026-04-16 21:20:50.386309",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
17,"ibind_completed",16,1,8287592,4825544,1796.328125,0.220880126953125,"2026-04-16 21:20:50.386309","2026-04-16 21:20:50.850554",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
18,"ibind_started",17,1,8518400,4825544,1394.15625,0.220892333984375,"2026-04-16 21:20:55.011992",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
18,"ibind_completed",17,1,8518400,4825544,1382.09375,0.220892333984375,"2026-04-16 21:20:55.011992","2026-04-16 21:20:55.760134",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
19,"ibind_started",18,1,8749208,4825544,1602.765625,0.220904541015625,"2026-04-16 21:21:00.348031",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
19,"ibind_completed",18,1,8749208,4825544,1439.734375,0.220904541015625,"2026-04-16 21:21:00.348031","2026-04-16 21:21:00.934396",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
20,"ibind_started",19,1,8980016,4825544,1761.703125,0.220916748046875,"2026-04-16 21:21:05.508744",NA,NA,NA,"20260416_211701","2026-04-16 21:17:01.49828"
20,"ibind_completed",19,1,8980016,4825544,1684.09375,0.220916748046875,"2026-04-16 21:21:05.508744","2026-04-16 21:21:06.009815",TRUE,NA,"20260416_211701","2026-04-16 21:17:01.49828"
