sampled_at,render_ts,sampled_pid,role,rss_kb,vsz_kb,state,etime,command
"2026-04-21 06:10:49","20260421_061046",26352,"wrapper",2336,435303360,"Ss","00:03","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 06:10:49","20260421_061046",26515,"quarto",1152,435299664,"S","00:00","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 06:11:04","20260421_061046",26352,"wrapper",2048,435303360,"Ss","00:18","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 06:11:04","20260421_061046",26515,"quarto",1072,435299664,"S","00:15","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 06:11:04","20260421_061046",26558,"r",1153312,1836765104,"R","00:15","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 06:11:19","20260421_061046",26352,"wrapper",1792,435303360,"Ss","00:33","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 06:11:19","20260421_061046",26515,"quarto",512,435299664,"S","00:30","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 06:11:19","20260421_061046",26558,"r",2440288,1836773312,"R","00:30","/Library/Frameworks/R.framework/Resources/bin/exec/R --no-echo --no-restore --file=/Applications/quarto/share/rmd/rmd.R"
"2026-04-21 06:11:34","20260421_061046",26352,"wrapper",992,435303360,"Ss","00:48","bash ./scripts/render_pdf.sh -P run_mode:pilot -P pilot_frac:0.01"
"2026-04-21 06:11:34","20260421_061046",26515,"quarto",496,435299664,"S","00:45","/usr/bin/time -l quarto render /Users/reblocke/Research/abg-vbg-project/Code Drafts/ABG-VBG analysis 2026-4-21.qmd --to pdf -P run_mode:pilot -P pilot_frac:0.01"
