"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,2412.5,0.221343994140625,"2026-04-21 07:17:13.140052",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
1,"ibind_completed",0,2,NA,5023752,2412.53125,0.221343994140625,"2026-04-21 07:17:13.140052","2026-04-21 07:17:13.45568",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
2,"ibind_started",2,2,5023752,5023752,2370.859375,0.221466064453125,"2026-04-21 07:17:17.77203",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
2,"ibind_completed",2,2,5023752,5023752,2373.046875,0.221466064453125,"2026-04-21 07:17:17.77203","2026-04-21 07:17:18.273318",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
3,"ibind_started",4,2,5480048,5023752,2463.875,0.221490478515625,"2026-04-21 07:17:23.002681",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
3,"ibind_completed",4,2,5480048,5023752,2463.828125,0.221490478515625,"2026-04-21 07:17:23.002681","2026-04-21 07:17:23.399004",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
4,"ibind_started",6,2,5936296,5023752,2804.109375,0.22152099609375,"2026-04-21 07:17:27.494705",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
4,"ibind_completed",6,2,5936296,5023752,2815.84375,0.22152099609375,"2026-04-21 07:17:27.494705","2026-04-21 07:17:27.884636",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
5,"ibind_started",8,2,6392528,5023752,2766.046875,0.22154541015625,"2026-04-21 07:17:32.290649",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
5,"ibind_completed",8,2,6392528,5023752,2765.46875,0.22154541015625,"2026-04-21 07:17:32.290649","2026-04-21 07:17:32.67218",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
6,"ibind_started",10,2,6852440,5023752,2618.484375,0.221575927734375,"2026-04-21 07:17:37.346254",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
6,"ibind_completed",10,2,6852440,5023752,2614.765625,0.221575927734375,"2026-04-21 07:17:37.346254","2026-04-21 07:17:37.751887",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
7,"ibind_started",12,2,7307488,5023752,2271.703125,0.221600341796875,"2026-04-21 07:17:42.422125",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
7,"ibind_completed",12,2,7307488,5023752,2244.390625,0.221600341796875,"2026-04-21 07:17:42.422125","2026-04-21 07:17:42.820112",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
8,"ibind_started",14,2,7762552,5023752,2340.390625,0.221624755859375,"2026-04-21 07:17:47.073884",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
8,"ibind_completed",14,2,7762552,5023752,2243.921875,0.221624755859375,"2026-04-21 07:17:47.073884","2026-04-21 07:17:47.554378",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
9,"ibind_started",16,2,8217600,5023752,2035.234375,0.2216552734375,"2026-04-21 07:17:52.637982",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
9,"ibind_completed",16,2,8217600,5023752,2046.34375,0.2216552734375,"2026-04-21 07:17:52.637982","2026-04-21 07:17:53.017666",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
10,"ibind_started",18,2,8673928,5023752,2456.15625,0.2216796875,"2026-04-21 07:17:57.364388",NA,NA,NA,"20260421_071522","2026-04-21 07:15:22.708032"
10,"ibind_completed",18,2,8673928,5023752,2457.203125,0.2216796875,"2026-04-21 07:17:57.364388","2026-04-21 07:17:57.747952",TRUE,NA,"20260421_071522","2026-04-21 07:15:22.708032"
