"time","stage","component","analysis_variant","model_type","group","outcome","imputation","batch","message","run_id","run_ts"
"2026-04-21 09:55:31.050381","MI","mice_maxit_short","mi","mice",NA,NA,NA,NA,"Number of logged events: 100","20260421_094018","2026-04-21 09:40:18.841212"
"2026-04-21 09:55:38.985157","MI","mice_maxit_long","mi","mice",NA,NA,NA,NA,"Number of logged events: 100","20260421_094018","2026-04-21 09:40:18.841212"
