"block","run_mode","m","maxit","pilot_frac","stop_method","ps_floor_quantile","ps_floor","weight_p01","weight_p05","weight_p95","weight_p99","weight_max","sum_w","ess","top1_weight_share","trunc_rate","target_max_smd_post_med","target_max_smd_post_max","runtime_proj_total_hrs","chain_diag_n_imputed_vars","chain_diag_n_with_chainMean","chain_diag_n_with_drift_tail","chain_diag_drift_tail_na_frac","chain_diag_tail_window_na_mean","run_id","run_ts"
"ABG weights","pilot",20,5,0.1,"smd.max",0.01,0.123316870742782,0.50447330368646,0.533359346524484,2.17391956110129,3.46074049926295,3.46075789512958,18577,14151.6358455327,0.0344641336383145,0.0100123809011143,0.0914673948907092,0.0984421793556878,0.537609727515115,16,16,16,0,0,"20260421_094018","2026-04-21 09:40:18.841212"
"VBG weights","pilot",20,5,0.1,"smd.max",0.01,0.12825813045827,0.442735890610671,0.486376162780024,2.00195002745165,2.7758021298306,2.77592502820001,14909.9999999999,11987.4018619011,0.0277406324079009,0.0100603621730382,0.0401433606758201,0.0450675584188259,0.537609727515115,16,16,16,0,0,"20260421_094018","2026-04-21 09:40:18.841212"
"ABG outcomes","pilot",20,5,0.1,"smd.max",0.01,0.123316870742782,0.50447330368646,0.533359346524484,2.17391956110129,3.46074049926295,3.46075789512958,18577,14151.6358455327,0.0344641336383145,0.0100123809011143,0.0914673948907092,0.0984421793556878,0.537609727515115,16,16,16,0,0,"20260421_094018","2026-04-21 09:40:18.841212"
"VBG outcomes","pilot",20,5,0.1,"smd.max",0.01,0.12825813045827,0.442735890610671,0.486376162780024,2.00195002745165,2.7758021298306,2.77592502820001,14909.9999999999,11987.4018619011,0.0277406324079009,0.0100603621730382,0.0401433606758201,0.0450675584188259,0.537609727515115,16,16,16,0,0,"20260421_094018","2026-04-21 09:40:18.841212"
