"run_id","run_mode","pilot_frac","mi_ram_gb","mi_ram_gb_source","mi_batch_threshold","mi_batch_start","mi_batch_start_source","full_n","sampled_n","subset_n","run_ts"
"20260421_094018","pilot",0.1,16,"auto:Darwin",5000,2,"auto:auto:Darwin",833476,83348,51409,"2026-04-21 09:40:18.841212"
