"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,4968.578125,0.221380615234375,"2026-04-23 07:28:12.455454",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
1,"ibind_completed",0,2,NA,5023752,4968.578125,0.221380615234375,"2026-04-23 07:28:12.455454","2026-04-23 07:28:12.767662",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
2,"ibind_started",2,2,5023752,5023752,5024.890625,0.22149658203125,"2026-04-23 07:28:16.354372",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
2,"ibind_completed",2,2,5023752,5023752,5024.890625,0.221502685546875,"2026-04-23 07:28:16.354372","2026-04-23 07:28:16.706475",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
3,"ibind_started",4,2,5480048,5023752,5052.96875,0.221527099609375,"2026-04-23 07:28:20.371395",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
3,"ibind_completed",4,2,5480048,5023752,5053.109375,0.221527099609375,"2026-04-23 07:28:20.371395","2026-04-23 07:28:20.734952",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
4,"ibind_started",6,2,5936296,5023752,5154.9375,0.221551513671875,"2026-04-23 07:28:24.409703",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
4,"ibind_completed",6,2,5936296,5023752,5155.125,0.221551513671875,"2026-04-23 07:28:24.409703","2026-04-23 07:28:24.771581",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
5,"ibind_started",8,2,6392528,5023752,5215.609375,0.22158203125,"2026-04-23 07:28:28.514166",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
5,"ibind_completed",8,2,6392528,5023752,5207.859375,0.22158203125,"2026-04-23 07:28:28.514166","2026-04-23 07:28:28.888474",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
6,"ibind_started",10,2,6852440,5023752,5194.578125,0.2216064453125,"2026-04-23 07:28:32.528992",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
6,"ibind_completed",10,2,6852440,5023752,5194.578125,0.2216064453125,"2026-04-23 07:28:32.528992","2026-04-23 07:28:32.893687",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
7,"ibind_started",12,2,7307488,5023752,5179.75,0.221630859375,"2026-04-23 07:28:36.539081",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
7,"ibind_completed",12,2,7307488,5023752,5179.75,0.221630859375,"2026-04-23 07:28:36.539081","2026-04-23 07:28:36.890343",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
8,"ibind_started",14,2,7762552,5023752,5180.421875,0.221661376953125,"2026-04-23 07:28:40.518134",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
8,"ibind_completed",14,2,7762552,5023752,5180.421875,0.221661376953125,"2026-04-23 07:28:40.518134","2026-04-23 07:28:40.867371",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
9,"ibind_started",16,2,8217600,5023752,5181.21875,0.221685791015625,"2026-04-23 07:28:44.445658",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
9,"ibind_completed",16,2,8217600,5023752,5181.21875,0.221685791015625,"2026-04-23 07:28:44.445658","2026-04-23 07:28:44.797278",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
10,"ibind_started",18,2,8673928,5023752,5030.703125,0.221710205078125,"2026-04-23 07:28:48.496902",NA,NA,NA,"20260423_072625","2026-04-23 07:26:25.122365"
10,"ibind_completed",18,2,8673928,5023752,5016.890625,0.22171630859375,"2026-04-23 07:28:48.496902","2026-04-23 07:28:48.893771",TRUE,NA,"20260423_072625","2026-04-23 07:26:25.122365"
