"outcome","contrast","abg_or","vbg_or","abg_prob","vbg_prob","abg_rd","vbg_rd","abg_rr","vbg_rr","comment","run_id","run_ts"
"IMV","High vs normal",1.33157870758831,1.55922959170444,0.257757164337392,0.233784523134189,0.0509080361281704,0.0701260705995627,1.24611192016569,1.42849036828529,"Scale check does not show clearly closer ORs.","20260421_121048","2026-04-21 12:10:48.40139"
"IMV","Low vs normal",1.38049276646413,1.3913853510531,0.264719114044436,0.214004247869512,0.0578699858352143,0.0503457953348855,1.27976905842543,1.30762722337383,"Scale check does not show clearly closer ORs.","20260421_121048","2026-04-21 12:10:48.40139"
"NIV","High vs normal",2.62009147667842,2.85235354074974,0.200715482512028,0.0591004155928325,0.113254479825729,0.0375535582361457,2.29491403422329,2.74287867666657,"Scale check does not show clearly closer ORs.","20260421_121048","2026-04-21 12:10:48.40139"
"NIV","Low vs normal",0.984331714331803,0.965986890930746,0.0862087761124891,0.020829246994398,-0.00125222657380974,-0.00071761036228887,0.985682458063039,0.966695358380596,"Scale check does not show clearly closer ORs.","20260421_121048","2026-04-21 12:10:48.40139"
