"setting_var","setting_level","group","outcome","n_unweighted","weighted_n","weighted_event_rate","ess","m_used","component_status","reason","run_id","run_ts"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped","No separate site/facility identifier with 2-50 levels was found.","20260421_121048","2026-04-21 12:10:48.40139"
