"outcome","outcome_var","group","co2_scale","strategy","co2_value","p","p_LCL","p_UCL","m_used","n_standardized","standardization_sample_cap","run_id","run_ts"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",77.7035175879397,0.272950079379779,0.261765080476534,0.279956664677717,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",77.9899497487437,0.274618294712602,0.263363645056948,0.281658418337663,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",78.2763819095478,0.276268603034443,0.264945022321327,0.28334160722798,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",78.5628140703518,0.277900811483475,0.266509020268243,0.285006038499272,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",78.8492462311558,0.279514733209726,0.268055452623494,0.286651525509323,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",79.1356783919598,0.28111018730748,0.269584138782765,0.288277887748596,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",79.4221105527638,0.282686998745545,0.271094903752139,0.289884950763645,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",79.7085427135679,0.284244998295546,0.272587578086592,0.291472546078604,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",79.9949748743719,0.285784022458422,0.274061997826638,0.293040511114929,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",80.2814070351759,0.287303913389284,0.275518004433266,0.294588689109566,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",80.5678391959799,0.28880451882078,0.276955444721326,0.296116929031688,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",80.8542713567839,0.290285691985134,0.278374170791483,0.297625085498183,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",81.140703517588,0.291747291534996,0.279774039960911,0.299113018688029,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",81.427135678392,0.293189181463246,0.281154914692821,0.300580594255709,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",81.713567839196,0.294611231021893,0.282516662524988,0.302027683243802,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"NIV","niv_proc","VBG","vbg_co2","marginal_standardized",82,0.296013314640205,0.283859155997383,0.303454161994903,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
