"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,4894.96875,0.221343994140625,"2026-04-21 05:50:04.46417",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
1,"ibind_completed",0,2,NA,5023752,4894.96875,0.221343994140625,"2026-04-21 05:50:04.46417","2026-04-21 05:50:04.75497",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
2,"ibind_started",2,2,5023752,5023752,5035.015625,0.2214599609375,"2026-04-21 05:50:08.194269",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
2,"ibind_completed",2,2,5023752,5023752,5035.015625,0.221466064453125,"2026-04-21 05:50:08.194269","2026-04-21 05:50:08.532515",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
3,"ibind_started",4,2,5480048,5023752,4981.265625,0.221490478515625,"2026-04-21 05:50:11.979385",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
3,"ibind_completed",4,2,5480048,5023752,4981.265625,0.221490478515625,"2026-04-21 05:50:11.979385","2026-04-21 05:50:12.313388",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
4,"ibind_started",6,2,5936296,5023752,4929.546875,0.221514892578125,"2026-04-21 05:50:15.824281",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
4,"ibind_completed",6,2,5936296,5023752,4929.546875,0.221514892578125,"2026-04-21 05:50:15.824281","2026-04-21 05:50:16.159511",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
5,"ibind_started",8,2,6392528,5023752,4950,0.22154541015625,"2026-04-21 05:50:19.63427",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
5,"ibind_completed",8,2,6392528,5023752,4950,0.22154541015625,"2026-04-21 05:50:19.63427","2026-04-21 05:50:19.967984",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
6,"ibind_started",10,2,6852440,5023752,4677.140625,0.22156982421875,"2026-04-21 05:50:23.719192",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
6,"ibind_completed",10,2,6852440,5023752,4677.140625,0.22156982421875,"2026-04-21 05:50:23.719192","2026-04-21 05:50:24.053796",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
7,"ibind_started",12,2,7307488,5023752,4689.515625,0.22159423828125,"2026-04-21 05:50:27.792186",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
7,"ibind_completed",12,2,7307488,5023752,4689.515625,0.22159423828125,"2026-04-21 05:50:27.792186","2026-04-21 05:50:28.150239",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
8,"ibind_started",14,2,7762552,5023752,4693.421875,0.221624755859375,"2026-04-21 05:50:31.91223",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
8,"ibind_completed",14,2,7762552,5023752,4693.421875,0.221624755859375,"2026-04-21 05:50:31.91223","2026-04-21 05:50:32.230146",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
9,"ibind_started",16,2,8217600,5023752,4717.9375,0.221649169921875,"2026-04-21 05:50:35.875892",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
9,"ibind_completed",16,2,8217600,5023752,4717.9375,0.221649169921875,"2026-04-21 05:50:35.875892","2026-04-21 05:50:36.201664",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
10,"ibind_started",18,2,8673928,5023752,4718.109375,0.221673583984375,"2026-04-21 05:50:39.864004",NA,NA,NA,"20260421_054822","2026-04-21 05:48:22.179887"
10,"ibind_completed",18,2,8673928,5023752,4718.109375,0.221673583984375,"2026-04-21 05:50:39.864004","2026-04-21 05:50:40.183419",TRUE,NA,"20260421_054822","2026-04-21 05:48:22.179887"
