"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,4850.0625,0.22132568359375,"2026-04-18 18:04:11.663511",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
1,"ibind_completed",0,2,NA,5023752,4850.0625,0.22132568359375,"2026-04-18 18:04:11.663511","2026-04-18 18:04:11.971353",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
2,"ibind_started",2,2,5023752,5023752,4819.21875,0.22144775390625,"2026-04-18 18:04:15.639376",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
2,"ibind_completed",2,2,5023752,5023752,4819.21875,0.22144775390625,"2026-04-18 18:04:15.639376","2026-04-18 18:04:16.007778",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
3,"ibind_started",4,2,5480048,5023752,4462.046875,0.22147216796875,"2026-04-18 18:04:19.717539",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
3,"ibind_completed",4,2,5480048,5023752,4462.046875,0.22147216796875,"2026-04-18 18:04:19.717539","2026-04-18 18:04:20.080454",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
4,"ibind_started",6,2,5936296,5023752,3290.765625,0.221502685546875,"2026-04-18 18:04:24.1874",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
4,"ibind_completed",6,2,5936296,5023752,3290.921875,0.221502685546875,"2026-04-18 18:04:24.1874","2026-04-18 18:04:24.555594",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
5,"ibind_started",8,2,6392528,5023752,3536.546875,0.221527099609375,"2026-04-18 18:04:28.41343",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
5,"ibind_completed",8,2,6392528,5023752,3536.546875,0.221527099609375,"2026-04-18 18:04:28.41343","2026-04-18 18:04:28.75769",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
6,"ibind_started",10,2,6852440,5023752,3584.671875,0.221551513671875,"2026-04-18 18:04:32.420776",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
6,"ibind_completed",10,2,6852440,5023752,3584.71875,0.221551513671875,"2026-04-18 18:04:32.420776","2026-04-18 18:04:32.787145",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
7,"ibind_started",12,2,7307488,5023752,3447.640625,0.22158203125,"2026-04-18 18:04:36.60488",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
7,"ibind_completed",12,2,7307488,5023752,3447.640625,0.22158203125,"2026-04-18 18:04:36.60488","2026-04-18 18:04:36.995436",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
8,"ibind_started",14,2,7762552,5023752,3562.125,0.2216064453125,"2026-04-18 18:04:40.618413",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
8,"ibind_completed",14,2,7762552,5023752,3562.15625,0.2216064453125,"2026-04-18 18:04:40.618413","2026-04-18 18:04:40.951036",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
9,"ibind_started",16,2,8217600,5023752,3632.609375,0.221630859375,"2026-04-18 18:04:44.385281",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
9,"ibind_completed",16,2,8217600,5023752,3632.625,0.221630859375,"2026-04-18 18:04:44.385281","2026-04-18 18:04:44.721305",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
10,"ibind_started",18,2,8673928,5023752,3568.546875,0.221661376953125,"2026-04-18 18:04:48.231127",NA,NA,NA,"20260418_180228","2026-04-18 18:02:28.013119"
10,"ibind_completed",18,2,8673928,5023752,3568.546875,0.221661376953125,"2026-04-18 18:04:48.231127","2026-04-18 18:04:48.561595",TRUE,NA,"20260418_180228","2026-04-18 18:02:28.013119"
