"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-18 18:04:09.434131",NA,0,NA,NA,3624.2,16384,0.22120361328125,NA,NA,NA,4660.375,NA,NA,NA,"batch entry","20260418_180228","2026-04-18 18:02:28.013119"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-18 18:04:09.723969",NA,0,0,NA,3624.2,16384,0.22120361328125,NA,NA,NA,4660.375,NA,NA,NA,"about to call mice::mice()","20260418_180228","2026-04-18 18:02:28.013119"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-18 18:04:09.723969","2026-04-18 18:04:11.305186",0,0,1.58121705055237,3624.2,16384,0.22120361328125,3625.9,16384,0.221307373046875,4850.03125,5023752,NA,NA,"mice() returned successfully","20260418_180228","2026-04-18 18:02:28.013119"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-18 18:04:11.663511",NA,0,0,NA,3626.2,16384,0.22132568359375,NA,NA,NA,4850.0625,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260418_180228","2026-04-18 18:02:28.013119"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-18 18:04:11.663511","2026-04-18 18:04:11.971353",0,2,0.307842016220093,3626.2,16384,0.22132568359375,3626.2,16384,0.22132568359375,4850.0625,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260418_180228","2026-04-18 18:02:28.013119"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-18 18:04:12.260613",NA,0,2,NA,3626.2,16384,0.22132568359375,NA,NA,NA,4850.0625,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260418_180228","2026-04-18 18:02:28.013119"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-18 18:04:12.260613","2026-04-18 18:04:12.330784",0,2,0.0701711177825928,3626.2,16384,0.22132568359375,3626.2,16384,0.22132568359375,4802.390625,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260418_180228","2026-04-18 18:02:28.013119"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-18 18:04:13.413008",NA,2,NA,NA,3626.2,16384,0.22132568359375,NA,NA,NA,4802.390625,NA,5023752,NA,"batch entry","20260418_180228","2026-04-18 18:02:28.013119"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-18 18:04:13.700059",NA,2,2,NA,3626.2,16384,0.22132568359375,NA,NA,NA,4802.390625,NA,5023752,NA,"about to call mice::mice()","20260418_180228","2026-04-18 18:02:28.013119"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-18 18:04:13.700059","2026-04-18 18:04:15.28896",2,2,1.58890104293823,3626.2,16384,0.22132568359375,3627.9,16384,0.221429443359375,4819.21875,5023752,5023752,NA,"mice() returned successfully","20260418_180228","2026-04-18 18:02:28.013119"
2,"ibind_started","started",NA,2,20451206,NA,NA,"2026-04-18 18:04:15.639376",NA,2,2,NA,3628.2,16384,0.22144775390625,NA,NA,NA,4819.21875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","about to call mice::ibind()","20260418_180228","2026-04-18 18:02:28.013119"
2,"ibind_completed","ok",NA,2,20451206,TRUE,NA,"2026-04-18 18:04:15.639376","2026-04-18 18:04:16.007778",2,4,0.368402004241943,3628.2,16384,0.22144775390625,3628.2,16384,0.22144775390625,4819.21875,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","mice::ibind() completed","20260418_180228","2026-04-18 18:02:28.013119"
2,"checkpoint_started","started",NA,2,20451206,NA,NA,"2026-04-18 18:04:16.303683",NA,2,4,NA,3628.2,16384,0.22144775390625,NA,NA,NA,4819.21875,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","about to save accumulated mids checkpoint","20260418_180228","2026-04-18 18:02:28.013119"
2,"checkpoint_saved","completed",NA,2,20451206,TRUE,NA,"2026-04-18 18:04:16.303683","2026-04-18 18:04:16.389657",2,4,0.0859739780426025,3628.2,16384,0.22144775390625,3628.2,16384,0.22144775390625,4819.21875,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","saved accumulated mids checkpoint","20260418_180228","2026-04-18 18:02:28.013119"
3,"batch_started","started",NA,2,20551206,NA,NA,"2026-04-18 18:04:17.513826",NA,4,NA,NA,3628.2,16384,0.22144775390625,NA,NA,NA,4783.59375,NA,5480048,NA,"batch entry","20260418_180228","2026-04-18 18:02:28.013119"
