"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-24 06:16:52.946559",NA,0,NA,NA,3625.2,16384,0.2212646484375,NA,NA,NA,4791.484375,NA,NA,NA,"batch entry","20260424_061519","2026-04-24 06:15:19.078379"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-24 06:16:53.224019",NA,0,0,NA,3625.2,16384,0.2212646484375,NA,NA,NA,4791.484375,NA,NA,NA,"about to call mice::mice()","20260424_061519","2026-04-24 06:15:19.078379"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-24 06:16:53.224019","2026-04-24 06:16:54.635894",0,0,1.41187500953674,3625.2,16384,0.2212646484375,3626.9,16384,0.221368408203125,4603.328125,5023752,NA,NA,"mice() returned successfully","20260424_061519","2026-04-24 06:15:19.078379"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-24 06:16:54.955003",NA,0,0,NA,3627.2,16384,0.22138671875,NA,NA,NA,4603.328125,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260424_061519","2026-04-24 06:15:19.078379"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-24 06:16:54.955003","2026-04-24 06:16:55.225798",0,2,0.270794868469238,3627.2,16384,0.22138671875,3627.2,16384,0.22138671875,4603.328125,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260424_061519","2026-04-24 06:15:19.078379"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-24 06:16:55.481452",NA,0,2,NA,3627.2,16384,0.22138671875,NA,NA,NA,4603.328125,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260424_061519","2026-04-24 06:15:19.078379"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-24 06:16:55.481452","2026-04-24 06:16:55.546088",0,2,0.0646359920501709,3627.2,16384,0.22138671875,3627.2,16384,0.22138671875,4603.328125,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260424_061519","2026-04-24 06:15:19.078379"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-24 06:16:56.56046",NA,2,NA,NA,3627.2,16384,0.22138671875,NA,NA,NA,4603.328125,NA,5023752,NA,"batch entry","20260424_061519","2026-04-24 06:15:19.078379"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-24 06:16:56.820907",NA,2,2,NA,3627.2,16384,0.22138671875,NA,NA,NA,4603.328125,NA,5023752,NA,"about to call mice::mice()","20260424_061519","2026-04-24 06:15:19.078379"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-24 06:16:56.820907","2026-04-24 06:16:58.207995",2,2,1.38708782196045,3627.2,16384,0.22138671875,3628.9,16384,0.221490478515625,4702.515625,5023752,5023752,NA,"mice() returned successfully","20260424_061519","2026-04-24 06:15:19.078379"
2,"ibind_started","started",NA,2,20451206,NA,NA,"2026-04-24 06:16:58.526895",NA,2,2,NA,3629.2,16384,0.2215087890625,NA,NA,NA,4702.515625,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","about to call mice::ibind()","20260424_061519","2026-04-24 06:15:19.078379"
2,"ibind_completed","ok",NA,2,20451206,TRUE,NA,"2026-04-24 06:16:58.526895","2026-04-24 06:16:58.841571",2,4,0.31467604637146,3629.2,16384,0.2215087890625,3629.2,16384,0.2215087890625,4702.53125,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","mice::ibind() completed","20260424_061519","2026-04-24 06:15:19.078379"
2,"checkpoint_started","started",NA,2,20451206,NA,NA,"2026-04-24 06:16:59.098817",NA,2,4,NA,3629.2,16384,0.2215087890625,NA,NA,NA,4702.53125,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","about to save accumulated mids checkpoint","20260424_061519","2026-04-24 06:15:19.078379"
2,"checkpoint_saved","completed",NA,2,20451206,TRUE,NA,"2026-04-24 06:16:59.098817","2026-04-24 06:16:59.172839",2,4,0.0740218162536621,3629.2,16384,0.2215087890625,3629.2,16384,0.2215087890625,4702.53125,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","saved accumulated mids checkpoint","20260424_061519","2026-04-24 06:15:19.078379"
