"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-23 23:44:52.97023",NA,0,NA,NA,3625.3,16384,0.221270751953125,NA,NA,NA,4867.09375,NA,NA,NA,"batch entry","20260423_234319","2026-04-23 23:43:19.325126"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-23 23:44:53.230715",NA,0,0,NA,3625.3,16384,0.221270751953125,NA,NA,NA,4867.09375,NA,NA,NA,"about to call mice::mice()","20260423_234319","2026-04-23 23:43:19.325126"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-23 23:44:53.230715","2026-04-23 23:44:54.653241",0,0,1.42252588272095,3625.3,16384,0.221270751953125,3626.9,16384,0.221368408203125,5086.25,5023752,NA,NA,"mice() returned successfully","20260423_234319","2026-04-23 23:43:19.325126"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-23 23:44:55.020247",NA,0,0,NA,3627.2,16384,0.22138671875,NA,NA,NA,5086.25,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260423_234319","2026-04-23 23:43:19.325126"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-23 23:44:55.020247","2026-04-23 23:44:55.278681",0,2,0.258434057235718,3627.2,16384,0.22138671875,3627.2,16384,0.22138671875,5086.25,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260423_234319","2026-04-23 23:43:19.325126"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-23 23:44:55.54728",NA,0,2,NA,3627.2,16384,0.22138671875,NA,NA,NA,5086.25,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-23 23:44:55.54728","2026-04-23 23:44:55.609006",0,2,0.0617258548736572,3627.2,16384,0.22138671875,3627.2,16384,0.22138671875,5086.25,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-23 23:44:56.65967",NA,2,NA,NA,3627.2,16384,0.22138671875,NA,NA,NA,5086.25,NA,5023752,NA,"batch entry","20260423_234319","2026-04-23 23:43:19.325126"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-23 23:44:56.934217",NA,2,2,NA,3627.2,16384,0.22138671875,NA,NA,NA,5086.25,NA,5023752,NA,"about to call mice::mice()","20260423_234319","2026-04-23 23:43:19.325126"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-23 23:44:56.934217","2026-04-23 23:44:58.304252",2,2,1.37003493309021,3627.2,16384,0.22138671875,3628.9,16384,0.221490478515625,5028.796875,5023752,5023752,NA,"mice() returned successfully","20260423_234319","2026-04-23 23:43:19.325126"
2,"ibind_started","started",NA,2,20451206,NA,NA,"2026-04-23 23:44:58.690338",NA,2,2,NA,3629.2,16384,0.2215087890625,NA,NA,NA,5028.796875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","about to call mice::ibind()","20260423_234319","2026-04-23 23:43:19.325126"
2,"ibind_completed","ok",NA,2,20451206,TRUE,NA,"2026-04-23 23:44:58.690338","2026-04-23 23:44:58.995794",2,4,0.305456161499023,3629.2,16384,0.2215087890625,3629.2,16384,0.2215087890625,5029.234375,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_02.rds","mice::ibind() completed","20260423_234319","2026-04-23 23:43:19.325126"
2,"checkpoint_started","started",NA,2,20451206,NA,NA,"2026-04-23 23:44:59.261389",NA,2,4,NA,3629.2,16384,0.2215087890625,NA,NA,NA,5029.234375,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","about to save accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
2,"checkpoint_saved","completed",NA,2,20451206,TRUE,NA,"2026-04-23 23:44:59.261389","2026-04-23 23:44:59.336391",2,4,0.0750019550323486,3629.2,16384,0.2215087890625,3629.2,16384,0.2215087890625,5029.234375,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_02.rds","saved accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
3,"batch_started","started",NA,2,20551206,NA,NA,"2026-04-23 23:45:00.36819",NA,4,NA,NA,3629.2,16384,0.2215087890625,NA,NA,NA,5029.234375,NA,5480048,NA,"batch entry","20260423_234319","2026-04-23 23:43:19.325126"
3,"mice_call_entered","started",NA,2,20551206,NA,NA,"2026-04-23 23:45:00.646764",NA,4,4,NA,3629.2,16384,0.2215087890625,NA,NA,NA,5029.234375,NA,5480048,NA,"about to call mice::mice()","20260423_234319","2026-04-23 23:43:19.325126"
3,"mice_returned","ok",NA,2,20551206,TRUE,NA,"2026-04-23 23:45:00.646764","2026-04-23 23:45:02.002199",4,4,1.35543489456177,3629.2,16384,0.2215087890625,3629.4,16384,0.22152099609375,5290.640625,5023752,5480048,NA,"mice() returned successfully","20260423_234319","2026-04-23 23:43:19.325126"
3,"ibind_started","started",NA,2,20551206,NA,NA,"2026-04-23 23:45:02.402165",NA,4,4,NA,3629.6,16384,0.221533203125,NA,NA,NA,5290.640625,5023752,5480048,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_03.rds","about to call mice::ibind()","20260423_234319","2026-04-23 23:43:19.325126"
3,"ibind_completed","ok",NA,2,20551206,TRUE,NA,"2026-04-23 23:45:02.402165","2026-04-23 23:45:02.717812",4,6,0.315647125244141,3629.6,16384,0.221533203125,3629.6,16384,0.221533203125,5290.6875,5023752,5936296,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_03.rds","mice::ibind() completed","20260423_234319","2026-04-23 23:43:19.325126"
3,"checkpoint_started","started",NA,2,20551206,NA,NA,"2026-04-23 23:45:02.985003",NA,4,6,NA,3629.6,16384,0.221533203125,NA,NA,NA,5290.6875,5023752,5936296,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_03.rds","about to save accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
3,"checkpoint_saved","completed",NA,2,20551206,TRUE,NA,"2026-04-23 23:45:02.985003","2026-04-23 23:45:03.071062",4,6,0.0860590934753418,3629.6,16384,0.221533203125,3629.6,16384,0.221533203125,5290.6875,5023752,5936296,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_03.rds","saved accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
4,"batch_started","started",NA,2,20651206,NA,NA,"2026-04-23 23:45:04.065814",NA,6,NA,NA,3629.6,16384,0.221533203125,NA,NA,NA,5290.6875,NA,5936296,NA,"batch entry","20260423_234319","2026-04-23 23:43:19.325126"
4,"mice_call_entered","started",NA,2,20651206,NA,NA,"2026-04-23 23:45:04.335778",NA,6,6,NA,3629.6,16384,0.221533203125,NA,NA,NA,5290.6875,NA,5936296,NA,"about to call mice::mice()","20260423_234319","2026-04-23 23:43:19.325126"
4,"mice_returned","ok",NA,2,20651206,TRUE,NA,"2026-04-23 23:45:04.335778","2026-04-23 23:45:05.701661",6,6,1.36588311195374,3629.6,16384,0.221533203125,3629.8,16384,0.22154541015625,5345.859375,5023752,5936296,NA,"mice() returned successfully","20260423_234319","2026-04-23 23:43:19.325126"
4,"ibind_started","started",NA,2,20651206,NA,NA,"2026-04-23 23:45:06.084412",NA,6,6,NA,3630.1,16384,0.221563720703125,NA,NA,NA,5345.859375,5023752,5936296,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_04.rds","about to call mice::ibind()","20260423_234319","2026-04-23 23:43:19.325126"
4,"ibind_completed","ok",NA,2,20651206,TRUE,NA,"2026-04-23 23:45:06.084412","2026-04-23 23:45:06.404184",6,8,0.319772005081177,3630.1,16384,0.221563720703125,3630.1,16384,0.221563720703125,5345.90625,5023752,6392528,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_04.rds","mice::ibind() completed","20260423_234319","2026-04-23 23:43:19.325126"
4,"checkpoint_started","started",NA,2,20651206,NA,NA,"2026-04-23 23:45:06.692186",NA,6,8,NA,3630.1,16384,0.221563720703125,NA,NA,NA,5345.90625,5023752,6392528,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_04.rds","about to save accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
4,"checkpoint_saved","completed",NA,2,20651206,TRUE,NA,"2026-04-23 23:45:06.692186","2026-04-23 23:45:06.789404",6,8,0.0972177982330322,3630.1,16384,0.221563720703125,3630.1,16384,0.221563720703125,5345.90625,5023752,6392528,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_04.rds","saved accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
5,"batch_started","started",NA,2,20751206,NA,NA,"2026-04-23 23:45:07.784085",NA,8,NA,NA,3630.1,16384,0.221563720703125,NA,NA,NA,5345.90625,NA,6392528,NA,"batch entry","20260423_234319","2026-04-23 23:43:19.325126"
5,"mice_call_entered","started",NA,2,20751206,NA,NA,"2026-04-23 23:45:08.037754",NA,8,8,NA,3630.1,16384,0.221563720703125,NA,NA,NA,5345.90625,NA,6392528,NA,"about to call mice::mice()","20260423_234319","2026-04-23 23:43:19.325126"
5,"mice_returned","ok",NA,2,20751206,TRUE,NA,"2026-04-23 23:45:08.037754","2026-04-23 23:45:09.377029",8,8,1.33927488327026,3630.1,16384,0.221563720703125,3630.2,16384,0.22156982421875,5550,5023752,6392528,NA,"mice() returned successfully","20260423_234319","2026-04-23 23:43:19.325126"
5,"ibind_started","started",NA,2,20751206,NA,NA,"2026-04-23 23:45:09.752505",NA,8,8,NA,3630.5,16384,0.221588134765625,NA,NA,NA,5550,5023752,6392528,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_05.rds","about to call mice::ibind()","20260423_234319","2026-04-23 23:43:19.325126"
5,"ibind_completed","ok",NA,2,20751206,TRUE,NA,"2026-04-23 23:45:09.752505","2026-04-23 23:45:10.072274",8,10,0.319768905639648,3630.5,16384,0.221588134765625,3630.5,16384,0.221588134765625,5550.125,5023752,6852440,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_05.rds","mice::ibind() completed","20260423_234319","2026-04-23 23:43:19.325126"
5,"checkpoint_started","started",NA,2,20751206,NA,NA,"2026-04-23 23:45:10.362733",NA,8,10,NA,3630.5,16384,0.221588134765625,NA,NA,NA,5550.125,5023752,6852440,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_05.rds","about to save accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
5,"checkpoint_saved","completed",NA,2,20751206,TRUE,NA,"2026-04-23 23:45:10.362733","2026-04-23 23:45:10.474854",8,10,0.112121105194092,3630.5,16384,0.221588134765625,3630.5,16384,0.221588134765625,5550.125,5023752,6852440,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_05.rds","saved accumulated mids checkpoint","20260423_234319","2026-04-23 23:43:19.325126"
6,"batch_started","started",NA,2,20851206,NA,NA,"2026-04-23 23:45:11.483915",NA,10,NA,NA,3630.5,16384,0.221588134765625,NA,NA,NA,5550.125,NA,6852440,NA,"batch entry","20260423_234319","2026-04-23 23:43:19.325126"
6,"mice_call_entered","started",NA,2,20851206,NA,NA,"2026-04-23 23:45:11.739658",NA,10,10,NA,3630.5,16384,0.221588134765625,NA,NA,NA,5550.125,NA,6852440,NA,"about to call mice::mice()","20260423_234319","2026-04-23 23:43:19.325126"
