"method","group","outcome","metric_type","level","estimate","lcl","ucl","n_model","events","run_id","run_ts"
"Weighted and adjusted","VBG","Death (60d)","Probability","Low",0.143164867019786,0.135428849433839,0.151265469483546,37383,5087,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","Death (60d)","Probability","Normal",0.0901449093184582,0.0851228119405432,0.0954323946455793,37383,5087,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","Hypercapnic RF","Probability","High",0.23234524336736,0.221636275592769,0.243409832751755,37383,3323,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","Hypercapnic RF","Probability","Low",0.0343280244494422,0.0302851919617777,0.0388888996850805,37383,3323,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","Hypercapnic RF","Probability","Normal",0.0388317406160129,0.0352984942661311,0.042702996476635,37383,3323,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","IMV","Probability","High",0.167485202509798,0.158911213363525,0.176424762578554,37383,5788,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","IMV","Probability","Low",0.153190855289889,0.144961572793404,0.161798901820016,37383,5788,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","IMV","Probability","Normal",0.117027599131809,0.111259850196921,0.123052951003856,37383,5788,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","NIV","Probability","High",0.149605016330482,0.140497082796488,0.159194026963025,37383,2657,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","NIV","Probability","Low",0.0597288626553113,0.0541314981918771,0.0658647087658668,37383,2657,"20260421_121048","2026-04-21 12:10:48.40139"
"Weighted and adjusted","VBG","NIV","Probability","Normal",0.061622533020261,0.0568615999957937,0.066753877440681,37383,2657,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","IMV","Probability","Normal",0.21958240658075,0.211040399949973,0.228370078851211,46653,12008,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","IMV","Probability","Low",0.283709473799613,0.272481846405402,0.295212008311206,46653,12008,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","IMV","Probability","High",0.268264208617915,0.257244504839101,0.279578283411469,46653,12008,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","NIV","Probability","Normal",0.0892748288567207,0.083159783178868,0.095792555198444,46653,4690,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","NIV","Probability","Low",0.0926532616273636,0.0851842117864101,0.100705113965049,46653,4690,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","NIV","Probability","High",0.208708113269875,0.196893029336109,0.221037057469747,46653,4690,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","Death (60d)","Probability","Normal",0.110913779164573,0.104842050540715,0.117291066596951,46653,8249,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","Death (60d)","Probability","Low",0.198841533629712,0.188762015058122,0.209320402235586,46653,8249,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","Death (60d)","Probability","High",0.151430946881034,0.143060335609042,0.160199771251118,46653,8249,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","Hypercapnic RF","Probability","Normal",0.0431397324830776,0.0395784514836784,0.0470057751199276,46653,4990,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","Hypercapnic RF","Probability","Low",0.0429046035433122,0.0386781946606197,0.0475699838891842,46653,4990,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","ABG","Hypercapnic RF","Probability","High",0.231431718919601,0.218887847198931,0.24446946147789,46653,4990,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","IMV","Probability","Normal",0.150714917766094,0.141269294686929,0.160673930602981,37383,5788,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","IMV","Probability","Low",0.197191293043944,0.184406385051866,0.210633665170213,37383,5788,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","IMV","Probability","High",0.215603309264064,0.202414233038113,0.22940459088905,37383,5788,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","NIV","Probability","Normal",0.0231311693229729,0.0201432942221659,0.0265502301304103,37383,2657,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","NIV","Probability","Low",0.0229195273561578,0.0196660863855885,0.0266965412224342,37383,2657,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","NIV","Probability","High",0.0629805233941351,0.0556030823953149,0.0712629443232874,37383,2657,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","Death (60d)","Probability","Normal",0.132784655696195,0.123939075089217,0.142159105280458,37383,5087,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","Death (60d)","Probability","Low",0.208008329265901,0.194478814339638,0.222219411082358,37383,5087,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","Death (60d)","Probability","High",0.176379319247008,0.164371135827056,0.18906627824282,37383,5087,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","Hypercapnic RF","Probability","Normal",0.0335694017712862,0.0298946687395602,0.0376782987988238,37383,3323,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","Hypercapnic RF","Probability","Low",0.031024335415654,0.0268756875406623,0.035789833669067,37383,3323,"20260421_121048","2026-04-21 12:10:48.40139"
"GBM-weighted","VBG","Hypercapnic RF","Probability","High",0.233270628078678,0.217404136233701,0.249925281371185,37383,3323,"20260421_121048","2026-04-21 12:10:48.40139"
