"method","group","outcome","metric_type","level","estimate","lcl","ucl","n_model","events","run_id","run_ts"
"Crude","ABG","Hypercapnic RF","Probability","High",0.23182711198427,0.197199649660578,0.270486342306251,1837,193,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","IMV","Probability","Normal",0.117130307502897,0.0950818623258734,0.143480878324982,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","IMV","Probability","Low",0.200000000000026,0.164656818677919,0.240743153850242,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","IMV","Probability","High",0.196428571428587,0.160038892599968,0.238740754820846,1500,242,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","NIV","Probability","Normal",0.0571010249215118,0.041993221065824,0.0772060957066091,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","NIV","Probability","Low",0.0588235294300538,0.0400540112994291,0.0856041940065191,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","NIV","Probability","High",0.137755102040818,0.107043635220115,0.175545666155446,1500,118,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","Death (60d)","Probability","Normal",0.0995607630128359,0.0792505416949594,0.124372969194343,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","Death (60d)","Probability","Low",0.16235294117647,0.130263048160137,0.200525455418203,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","Death (60d)","Probability","High",0.140306122449002,0.109312030631023,0.178328725551664,1500,192,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","Hypercapnic RF","Probability","Normal",0.0322108345534949,0.0213007626478901,0.048432420727269,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","Hypercapnic RF","Probability","Low",0.0352941176470661,0.0213870454303993,0.0577110619619466,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Crude","VBG","Hypercapnic RF","Probability","High",0.232142857142847,0.192985744223056,0.276522649951865,1500,128,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","IMV","Probability","Normal",0.238618025718369,0.199954840541128,0.282120873776115,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","IMV","Probability","Low",0.294400490473632,0.243420082721178,0.35110307733967,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","IMV","Probability","High",0.293961565458471,0.243320050980616,0.350264089552165,1837,488,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","NIV","Probability","Normal",0.137514783474061,0.104928018634261,0.178206874559743,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","NIV","Probability","Low",0.106800693440535,0.0741069357660417,0.151557010722253,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","NIV","Probability","High",0.205467644923718,0.155639831456075,0.266218150807126,1837,202,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","Death (60d)","Probability","Normal",0.16521417039893,0.131936756284829,0.204903680418224,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
"Adjusted","ABG","Death (60d)","Probability","Low",0.26230114645719,0.210144033376856,0.322124087946981,1837,315,"20260416_211701","2026-04-16 21:17:01.49828"
