"outcome","outcome_var","group","co2_scale","strategy","co2_value","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","run_id","run_ts"
"IMV","imv_proc","ABG","paco2","marginal_standardized",26.1155778894472,-1.13992408330496,0.0172429936183775,0.00105977018705418,0.242381995023954,20,20,5175,1000,1000,0.0183557523147844,0.13548340235905,0.242334299665546,0.196949294155589,0.294344436300713,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",26.427135678392,-1.13582303310881,0.0164727341652608,0.00103987396430584,0.2431348414452,20,20,5175,1000,1000,0.0175646018277819,0.132531512583921,0.243088082342207,0.198517672239005,0.293994645232242,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",26.7386934673367,-1.13241046912779,0.0158069144982657,0.00102287185962452,0.243762491610323,20,20,5175,1000,1000,0.0168809299508715,0.129926632954416,0.243716531743652,0.199876459253847,0.293643365694708,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",27.0502512562814,-1.12969713159237,0.0152337453030507,0.0010084189981252,0.244262280745308,20,20,5175,1000,1000,0.0162925852510821,0.127642411647078,0.244216998527812,0.201028873925653,0.29327767011734,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",27.3618090452261,-1.12769379446328,0.0147418421744556,0.00099618349278471,0.24463166534946,20,20,5175,1000,1000,0.0157878348418795,0.125649651180891,0.244586954039637,0.20197965610047,0.292883507436934,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",27.6733668341709,-1.12641126735174,0.014320254129546,0.000985847342230484,0.244868229634351,20,20,5175,1000,1000,0.015355393838888,0.123916882783937,0.244823996721102,0.20273484729824,0.29244594627373,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",27.9849246231156,-1.12586039747369,0.0139584927043613,0.000977107347204078,0.244969692168424,20,20,5175,1000,1000,0.0149844554189255,0.122411010203027,0.244925858728769,0.203301538432357,0.291949450233745,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",28.2964824120603,-1.12605207164047,0.0136465616665441,0.000969676046691301,0.244933912750823,20,20,5175,1000,1000,0.01466472151557,0.121097983119332,0.244890412781517,0.203687600821147,0.291378169526787,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",28.608040201005,-1.12699721828822,0.0133749873768324,0.000963282674744973,0.244758899536494,20,20,5175,1000,1000,0.0143864341853146,0.119943462453419,0.244715679259506,0.203901416095453,0.290716233627611,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",28.9195979899498,-1.12870680954782,0.0131348498334304,0.000957674139066862,0.244442816432517,20,20,5175,1000,1000,0.0141404076794506,0.118913446167583,0.244399833573353,0.203951618376491,0.289948031946748,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",29.2311557788945,-1.13119186335619,0.0129178144345575,0.000952616022462063,0.243983990782938,20,20,5175,1000,1000,0.0139180612581426,0.117974833155816,0.243941213819845,0.20384685874544,0.289058472831019,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",29.5427135678392,-1.13446344560942,0.0127161644960138,0.000947893608333724,0.243380921356094,20,20,5175,1000,1000,0.0137114527847642,0.117095912758577,0.243338328737237,0.203595598213095,0.288033215019118,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",29.8542713567839,-1.13853267235691,0.0125228345624036,0.000943312931445252,0.242632286644434,20,20,5175,1000,1000,0.0135133131404211,0.116246776903367,0.242589865969304,0.203205931706037,0.286858869352573,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",30.1658291457286,-1.14341071203489,0.0123314445527025,0.000938701855244456,0.241736953482168,20,20,5175,1000,1000,0.0133170815007091,0.115399659881254,0.241694700642703,0.202685442421735,0.28552317167993,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",30.4773869346734,-1.14910878773632,0.0121363347831304,0.000933911177114195,0.2406939859807,20,20,5175,1000,1000,0.0131169415191003,0.1145292168798,0.240651904256946,0.202041083473585,0.284015130286825,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",30.7889447236181,-1.15563817951293,0.011932601912768,0.000928815762989922,0.239502654775609,20,20,5175,1000,1000,0.0129078584639074,0.11361275660729,0.239460753880254,0.201279082077996,0.282325152806325,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",31.1005025125628,-1.16301022670346,0.011716135859967,0.000923315712860803,0.238162446572028,20,20,5175,1000,1000,0.0126856173584709,0.11263044596587,0.238120741637799,0.200404860538181,0.280445158503135,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",31.4120603015075,-1.17123633028081,0.0114836577403154,0.000917337558748357,0.236673073967534,20,20,5175,1000,1000,0.0124468621770011,0.111565506214964,0.236631584471313,0.199422967800451,0.27836868223439,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",31.7236180904523,-1.18032795520869,0.0112327588796309,0.000910835496830729,0.235034485523103,20,20,5175,1000,1000,0.0121891361513032,0.11040442088659,0.234993234140736,0.198337015233533,0.276090976433476,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.035175879397,-1.19029663279654,0.0109619409580884,0.000903792655449375,0.233246876043397,20,20,5175,1000,1000,0.0119109232463102,0.109137176279718,0.233205887429515,0.19714961036844,0.27360911728267,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.3467336683417,-1.2011539630395,0.010670657344014,0.000896222400793883,0.231310697017501,20,20,5175,1000,1000,0.0116116908648476,0.10775755595246,0.231269996505359,0.195862282542525,0.270922120928619,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.6582914572864,-1.21291161692783,0.010359355677988,0.000888169682107259,0.229226667160437,20,20,5175,1000,1000,0.0112919338442006,0.106263511348913,0.229186279377746,0.194475394690325,0.268031075178318,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.9698492462312,-1.22558133870802,0.0100295217695214,0.000879712418281327,0.226995782984227,20,20,5175,1000,1000,0.0109532198087167,0.104657631392635,0.226955730382294,0.192988035977439,0.26493929153115,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.2814070351759,-1.23917494807539,0.00968372486956043,0.000870962927717642,0.224619329315204,20,20,5175,1000,1000,0.010598235943664,0.102947734038511,0.224579630610418,0.191397890763946,0.261652481473958,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.5929648241206,-1.25370434227547,0.00932566438223341,0.000862069403305779,0.222098889661647,20,20,5175,1000,1000,0.0102308372557045,0.101147601334409,0.222059558190418,0.189701080862438,0.258178959341247,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.9045226130653,-1.26918149808912,0.00896021807839469,0.000853217434313668,0.219436356322887,20,20,5175,1000,1000,0.00985609638442405,0.0992778745966293,0.219397398313668,0.187891980815048,0.254529871131386,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.21608040201,-1.28561045148538,0.00859375777655051,0.000844640338925338,0.216635301732983,20,20,5175,1000,1000,0.00948063013242212,0.0973685274224794,0.216596714109305,0.185963806117179,0.250721470771697,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.5276381909548,-1.30291055607937,0.0082363826679829,0.000836690470577807,0.21371381773372,20,20,5175,1000,1000,0.00911490766208959,0.095472025547223,0.213675582660279,0.183916365180231,0.246793887762278,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.8391959798995,-1.32095018107513,0.00789962259947536,0.00082975687278828,0.210698168604507,20,20,5175,1000,1000,0.00877086731590305,0.0936529087423506,0.210660251545841,0.18175385399516,0.242799794128673,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.1507537688442,-1.33959680436635,0.0075941697654965,0.000824188933949825,0.207614020552626,20,20,5175,1000,1000,0.00845956814614382,0.0919759106839602,0.207576371753544,0.179480723847441,0.238790136048388,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.4623115577889,-1.35871768208896,0.00732956135885225,0.000820286390273335,0.204486235099718,20,20,5175,1000,1000,0.00819086206863925,0.0905033815315165,0.204448791585571,0.177102307287768,0.23481295353972,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.7738693467337,-1.37817983124823,0.00711392697363289,0.000818291541451768,0.201338797927908,20,20,5175,1000,1000,0.00797313309215725,0.0892924022084592,0.201301485921964,0.174625586810526,0.230912353196081,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.0854271356784,-1.3978500172382,0.00695377636706682,0.000818382866619929,0.198194765222266,20,20,5175,1000,1000,0.00781307837701775,0.0883916193822568,0.198157502902757,0.172059977715836,0.227127520387003,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.3969849246231,-1.41759474625515,0.00685382818492312,0.000820670064952241,0.195076227932566,20,20,5175,1000,1000,0.00771553175312297,0.0878380996670748,0.195038928442855,0.169418028751852,0.223491870716928,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.7085427135678,-1.43728026256984,0.00681688035077191,0.000825190548007731,0.192004294222039,20,20,5175,1000,1000,0.00768333042618003,0.0876546086990298,0.191966868841334,0.166715924824042,0.22003245879699,TRUE,18,"20260424_063653","2026-04-24 06:36:53.744157"
