"group","outcome","co2_scale","co2_value","paco2","probability_method","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","co2_ref","run_id","run_ts"
"ABG","death_60d","paco2",27.6733668341709,27.6733668341709,"common_source_marginal_standardized",-1.50648514269038,0.0214858783346383,0.00212949726052536,0.181555972801441,20,20,5175,1000,1000,0.0237218504581899,0.154018993822807,0.181460279102573,0.140836164560685,0.230656508543679,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",27.9849246231156,27.9849246231156,"common_source_marginal_standardized",-1.52439099576413,0.021165132439795,0.00213339939923315,0.17891139479622,20,20,5175,1000,1000,0.0234052018089899,0.152987587107549,0.178815832794452,0.138925086487239,0.227139302575294,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",28.2964824120603,28.2964824120603,"common_source_marginal_standardized",-1.54219841399679,0.0208671562217209,0.00213558523858049,0.176311248029229,20,20,5175,1000,1000,0.0231095207222304,0.152018159185771,0.176215917306643,0.137033079575509,0.223698324709356,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",28.608040201005,28.608040201005,"common_source_marginal_standardized",-1.55990521683001,0.0205830335410052,0.00213580917128551,0.173755239010843,20,20,5175,1000,1000,0.022825633170855,0.151081544772533,0.173660248207477,0.135167038476514,0.220322946891258,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",28.9195979899498,28.9195979899498,"common_source_marginal_standardized",-1.57750921839203,0.0203044315837632,0.00213384699942555,0.171243061118009,20,20,5175,1000,1000,0.0225449709331601,0.150149828282153,0.171148526742498,0.133333251875533,0.217003362131268,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",29.2311557788945,29.2311557788945,"common_source_marginal_standardized",-1.59500822795337,0.0200236494016183,0.00212949751041756,0.168774395434378,20,20,5175,1000,1000,0.0222596217875567,0.149196587720888,0.16868044061058,0.131537372616494,0.213730637359442,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",29.5427135678392,29.5427135678392,"common_source_marginal_standardized",-1.61240005037538,0.0197336674306504,0.00212258408438852,0.166348911580035,20,20,5175,1000,1000,0.0219623807192583,0.148197100913811,0.166255664734592,0.129784401888978,0.210496750674564,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",29.8542713567839,29.8542713567839,"common_source_marginal_standardized",-1.62968248655078,0.0194281979635197,0.00211295633229718,0.163966268529617,20,20,5175,1000,1000,0.0216468021124317,0.147128522429989,0.163873862025341,0.128078684175519,0.207294616349287,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",30.1658291457286,30.1658291457286,"common_source_marginal_standardized",-1.64685333383614,0.0191017365487215,0.00210049176416157,0.161626115417723,20,20,5175,1000,1000,0.0213072529010912,0.145970041108068,0.161534684137589,0.126423909501496,0.20411810111054,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",30.4773869346734,30.4773869346734,"common_source_marginal_standardized",-1.66391038647575,0.0187496142907689,0.00208509748673719,0.159328092330616,20,20,5175,1000,1000,0.020938966651843,0.144703029173003,0.15923777221703,0.124823119525583,0.20096203521894,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",30.7889447236181,30.7889447236181,"common_source_marginal_standardized",-1.68085143601648,0.0183680510250144,0.00206671192998717,0.157071831083299,20,20,5175,1000,1000,0.020538098551501,0.14331119478778,0.156982757637169,0.123278714082677,0.197822221796295,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
"ABG","death_60d","paco2",31.1005025125628,31.1005025125628,"common_source_marginal_standardized",-1.69767427171362,0.0179542093408166,0.00204530660168248,0.154856955981185,20,20,5175,1000,1000,0.0201017812725832,0.14178075071244,0.154769262725147,0.121792454879508,0.194695447760674,TRUE,18,40,"20260424_063653","2026-04-24 06:36:53.744157"
