"level","variable","pct_missing","stratum","pct_missing_overall","run_id","run_ts"
"1","temp_new",41.6791283913694,"has_abg",48.1974315333436,"20260204_072236","2026-02-04 07:22:36.1214"
"0","temp_new",47.9936929099608,"has_vbg",48.1974315333436,"20260204_072236","2026-02-04 07:22:36.1214"
"1","temp_new",48.6997319034853,"has_vbg",48.1974315333436,"20260204_072236","2026-02-04 07:22:36.1214"
"0","temp_new",48.0707255465552,"imv_proc",48.1974315333436,"20260204_072236","2026-02-04 07:22:36.1214"
"1","temp_new",49.204152249135,"imv_proc",48.1974315333436,"20260204_072236","2026-02-04 07:22:36.1214"
"0","hr",35.0697392359005,"has_abg",36.4304502552994,"20260204_072236","2026-02-04 07:22:36.1214"
"1","hr",38.8271736808374,"has_abg",36.4304502552994,"20260204_072236","2026-02-04 07:22:36.1214"
"0","hr",33.1829056111353,"has_vbg",36.4304502552994,"20260204_072236","2026-02-04 07:22:36.1214"
"1","hr",44.4369973190349,"has_vbg",36.4304502552994,"20260204_072236","2026-02-04 07:22:36.1214"
"0","hr",36.1249020120199,"imv_proc",36.4304502552994,"20260204_072236","2026-02-04 07:22:36.1214"
"1","hr",38.8581314878893,"imv_proc",36.4304502552994,"20260204_072236","2026-02-04 07:22:36.1214"
