"group","ps_min","ps_p01","ps_p50","ps_p99","ps_max","run_id","run_ts"
"ABG",0.0364653490702118,0.122185022778992,0.535209038013253,0.852231845218018,0.925524612631756,"20260423_111150","2026-04-23 11:11:50.486947"
"VBG",0.0479942235837585,0.1298347123009,0.426159219631887,0.817564501733774,0.88289383106879,"20260423_111150","2026-04-23 11:11:50.486947"
