"stage","component","analysis_variant","model_type","group","outcome","imputation","n_used","events","converged","iter","sep_flag","nonconv_flag","min_phat","max_phat","warning_n","top_warning","error_message","extreme","run_id","run_ts"
"outcome","spline","mi_ipw","spline","VBG","death_60d",19,14910,2054,TRUE,12,TRUE,FALSE,3.70325534093199e-07,0.554490242908201,0,NA,NA,3.70325534093199e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",4,14910,2054,TRUE,12,TRUE,FALSE,3.71066124504083e-07,0.468810359626307,0,NA,NA,3.71066124504083e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",6,14910,2054,TRUE,12,TRUE,FALSE,3.71582396725993e-07,0.482709286848235,0,NA,NA,3.71582396725993e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",13,14910,2054,TRUE,12,TRUE,FALSE,3.73039914504249e-07,0.567188784805036,0,NA,NA,3.73039914504249e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",5,14910,2054,TRUE,12,TRUE,FALSE,3.75879545005912e-07,0.478773059997931,0,NA,NA,3.75879545005912e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",14,14910,2054,TRUE,12,TRUE,FALSE,3.77864198836974e-07,0.478771363817415,0,NA,NA,3.77864198836974e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",9,14910,2054,TRUE,12,TRUE,FALSE,3.7927092257582e-07,0.565194161103292,0,NA,NA,3.7927092257582e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",1,14910,2054,TRUE,12,TRUE,FALSE,3.79353036023768e-07,0.562999034174859,0,NA,NA,3.79353036023768e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",15,14910,2054,TRUE,12,TRUE,FALSE,3.80087430867262e-07,0.471608013495026,0,NA,NA,3.80087430867262e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",11,14910,2054,TRUE,12,TRUE,FALSE,3.80264016084381e-07,0.468760513809558,0,NA,NA,3.80264016084381e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",20,14910,2054,TRUE,12,TRUE,FALSE,3.83310382420727e-07,0.476268461087461,0,NA,NA,3.83310382420727e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",4,14910,2054,TRUE,12,TRUE,FALSE,3.84568436573626e-07,0.555283757952645,0,NA,NA,3.84568436573626e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",3,14910,2054,TRUE,12,TRUE,FALSE,3.86239949194381e-07,0.462550283728464,0,NA,NA,3.86239949194381e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",17,14910,2054,TRUE,12,TRUE,FALSE,3.88287477325063e-07,0.58441311459518,0,NA,NA,3.88287477325063e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",18,14910,2054,TRUE,12,TRUE,FALSE,3.88717547357325e-07,0.551674083912736,0,NA,NA,3.88717547357325e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",7,14910,2054,TRUE,12,TRUE,FALSE,3.89678430355683e-07,0.474348109064341,0,NA,NA,3.89678430355683e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",10,14910,2054,TRUE,12,TRUE,FALSE,3.90861389556921e-07,0.571297053304369,0,NA,NA,3.90861389556921e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",8,14910,2054,TRUE,12,TRUE,FALSE,3.91119387018557e-07,0.481481473221858,0,NA,NA,3.91119387018557e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","unweighted","spline","VBG","death_60d",NA,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",1,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",2,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",3,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",4,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",5,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",6,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",7,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",8,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",9,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",10,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",11,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",12,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",13,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",14,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",15,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",16,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",17,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",18,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",19,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","death_60d",20,14910,2054,TRUE,12,TRUE,FALSE,3.91316753671477e-07,0.578961541949176,0,NA,NA,3.91316753671477e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",5,14910,2054,TRUE,12,TRUE,FALSE,3.94203771563455e-07,0.568331002339037,0,NA,NA,3.94203771563455e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","death_60d",12,14910,2054,TRUE,12,TRUE,FALSE,3.94890556879986e-07,0.466938509440909,0,NA,NA,3.94890556879986e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",15,14910,2054,TRUE,12,TRUE,FALSE,3.95990916261868e-07,0.5621944904455,0,NA,NA,3.95990916261868e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",6,14910,2054,TRUE,12,TRUE,FALSE,4.01166538163196e-07,0.572016842471891,0,NA,NA,4.01166538163196e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",11,14910,2054,TRUE,12,TRUE,FALSE,4.031150645971e-07,0.567941817797162,0,NA,NA,4.031150645971e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",14,14910,2054,TRUE,12,TRUE,FALSE,4.05820617399046e-07,0.583359884946427,0,NA,NA,4.05820617399046e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",20,14910,2054,TRUE,12,TRUE,FALSE,4.08302691440384e-07,0.557673341819874,0,NA,NA,4.08302691440384e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",3,14910,2054,TRUE,12,TRUE,FALSE,4.08405920869761e-07,0.574093021176686,0,NA,NA,4.08405920869761e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","ipw","cat3","VBG","death_60d",NA,14910,2054,TRUE,12,TRUE,FALSE,4.10875392267239e-07,0.4719178825723,0,NA,NA,4.10875392267239e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",7,14910,2054,TRUE,12,TRUE,FALSE,4.15501437504677e-07,0.576247008788668,0,NA,NA,4.15501437504677e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",8,14910,2054,TRUE,12,TRUE,FALSE,4.16152128921128e-07,0.579077466325615,0,NA,NA,4.16152128921128e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","death_60d",12,14910,2054,TRUE,12,TRUE,FALSE,4.2054822544658e-07,0.586695464295215,0,NA,NA,4.2054822544658e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","ipw","spline","VBG","death_60d",NA,14910,2054,TRUE,12,TRUE,FALSE,4.4813127280226e-07,0.582294955530475,0,NA,NA,4.4813127280226e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","unweighted","spline","ABG","niv_proc",NA,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",1,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",2,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",3,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",4,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",5,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",6,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",7,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",8,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",9,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",10,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",11,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",12,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",13,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",14,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",15,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",16,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",17,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",18,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",19,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","niv_proc",20,18577,1816,TRUE,6,TRUE,FALSE,5.99862650503923e-07,0.67512645720998,0,NA,NA,5.99862650503923e-07,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","ipw","cat3","ABG","niv_proc",NA,18577,1816,TRUE,6,FALSE,FALSE,0.00119060429444522,0.487825200995039,0,NA,NA,0.00119060429444522,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",6,18577,1816,TRUE,6,FALSE,FALSE,0.00123449801045468,0.556722373550967,0,NA,NA,0.00123449801045468,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",7,18577,1816,TRUE,6,FALSE,FALSE,0.00124583127207942,0.560919676756712,0,NA,NA,0.00124583127207942,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",14,18577,1816,TRUE,6,FALSE,FALSE,0.00125384596096899,0.551627579569526,0,NA,NA,0.00125384596096899,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",9,18577,1816,TRUE,6,FALSE,FALSE,0.00125393415407448,0.547778904273999,0,NA,NA,0.00125393415407448,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",20,18577,1816,TRUE,6,FALSE,FALSE,0.00126952968013872,0.556363656639221,0,NA,NA,0.00126952968013872,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",8,18577,1816,TRUE,6,FALSE,FALSE,0.00127412004377725,0.540701931572254,0,NA,NA,0.00127412004377725,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",3,18577,1816,TRUE,6,FALSE,FALSE,0.00127436887767007,0.540161363059537,0,NA,NA,0.00127436887767007,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",11,18577,1816,TRUE,6,FALSE,FALSE,0.00128956573511588,0.554013110377146,0,NA,NA,0.00128956573511588,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",5,18577,1816,TRUE,6,FALSE,FALSE,0.0012958094649012,0.546808064369822,0,NA,NA,0.0012958094649012,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",10,18577,1816,TRUE,6,FALSE,FALSE,0.00131428742454101,0.552493782371621,0,NA,NA,0.00131428742454101,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",15,18577,1816,TRUE,6,FALSE,FALSE,0.00131562479413865,0.537460586805326,0,NA,NA,0.00131562479413865,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",12,18577,1816,TRUE,6,FALSE,FALSE,0.00132288527170168,0.541628907570122,0,NA,NA,0.00132288527170168,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",1,18577,1816,TRUE,6,FALSE,FALSE,0.00132470348103186,0.544971838709743,0,NA,NA,0.00132470348103186,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",18,18577,1816,TRUE,6,FALSE,FALSE,0.00132865847096971,0.551953944058342,0,NA,NA,0.00132865847096971,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",4,18577,1816,TRUE,6,FALSE,FALSE,0.00134584588557395,0.539464597346322,0,NA,NA,0.00134584588557395,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",2,18577,1816,TRUE,6,FALSE,FALSE,0.00134639441291855,0.54006927106698,0,NA,NA,0.00134639441291855,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",13,18577,1816,TRUE,6,FALSE,FALSE,0.00135786375464056,0.547375300384378,0,NA,NA,0.00135786375464056,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",17,18577,1816,TRUE,6,FALSE,FALSE,0.00135945755945587,0.544322731787281,0,NA,NA,0.00135945755945587,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",19,18577,1816,TRUE,6,FALSE,FALSE,0.0013611342732823,0.547663730871782,0,NA,NA,0.0013611342732823,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","niv_proc",16,18577,1816,TRUE,6,FALSE,FALSE,0.00138182601116765,0.537324933120453,0,NA,NA,0.00138182601116765,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","unweighted","cat3","ABG","niv_proc",NA,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",1,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",2,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",3,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",4,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",5,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",6,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",7,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",8,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",9,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",10,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",11,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",12,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",13,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",14,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",15,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",16,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",17,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",18,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",19,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","niv_proc",20,18577,1816,TRUE,6,FALSE,FALSE,0.00179191182446666,0.442905169741087,0,NA,NA,0.00179191182446666,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",20,18577,1943,TRUE,6,FALSE,FALSE,0.00354037466977296,0.555937795895196,0,NA,NA,0.00354037466977296,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",14,18577,1943,TRUE,6,FALSE,FALSE,0.00370063777122587,0.540576548306055,0,NA,NA,0.00370063777122587,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",2,18577,1943,TRUE,6,FALSE,FALSE,0.00371289608941265,0.543892871499993,0,NA,NA,0.00371289608941265,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",4,18577,1943,TRUE,6,FALSE,FALSE,0.00371480176594048,0.548329669637525,0,NA,NA,0.00371480176594048,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",13,18577,1943,TRUE,6,FALSE,FALSE,0.00374745936450465,0.554944250873305,0,NA,NA,0.00374745936450465,"20260421_094018","2026-04-21 09:40:18.841212"
