"stage","component","analysis_variant","model_type","group","outcome","imputation","n_used","events","converged","iter","sep_flag","nonconv_flag","min_phat","max_phat","warning_n","top_warning","error_message","extreme","run_id","run_ts"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",1,18577,1943,TRUE,6,FALSE,FALSE,0.00375627918079925,0.547604834776044,0,NA,NA,0.00375627918079925,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",8,18577,1943,TRUE,6,FALSE,FALSE,0.00375916646785933,0.545573636427908,0,NA,NA,0.00375916646785933,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",3,18577,1943,TRUE,6,FALSE,FALSE,0.00376591789554713,0.548717969349409,0,NA,NA,0.00376591789554713,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",9,18577,1943,TRUE,6,FALSE,FALSE,0.00379516653351323,0.543912530408189,0,NA,NA,0.00379516653351323,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",17,18577,1943,TRUE,6,FALSE,FALSE,0.00380747420696296,0.537976115599648,0,NA,NA,0.00380747420696296,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",11,18577,1943,TRUE,6,FALSE,FALSE,0.00385027381912452,0.540435586300874,0,NA,NA,0.00385027381912452,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",15,18577,1943,TRUE,6,FALSE,FALSE,0.00388116903169393,0.54047152924172,0,NA,NA,0.00388116903169393,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",5,18577,1943,TRUE,6,FALSE,FALSE,0.00388931919021339,0.548545108918112,0,NA,NA,0.00388931919021339,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",12,18577,1943,TRUE,6,FALSE,FALSE,0.00393277037730026,0.556387327391582,0,NA,NA,0.00393277037730026,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",6,18577,1943,TRUE,6,FALSE,FALSE,0.00397521605121213,0.558179652120167,0,NA,NA,0.00397521605121213,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","ipw","cat3","ABG","hypercap_resp_failure",NA,18577,1943,TRUE,6,FALSE,FALSE,0.00404992410637851,0.494978898451879,0,NA,NA,0.00404992410637851,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",10,18577,1943,TRUE,6,FALSE,FALSE,0.0042134303723194,0.54823077599363,0,NA,NA,0.0042134303723194,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",19,18577,1943,TRUE,6,FALSE,FALSE,0.00463504349776831,0.538246532170734,0,NA,NA,0.00463504349776831,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",7,18577,1943,TRUE,6,FALSE,FALSE,0.00464059116246223,0.551896929337228,0,NA,NA,0.00464059116246223,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",18,18577,1943,TRUE,6,FALSE,FALSE,0.00488300987800113,0.550779933773592,0,NA,NA,0.00488300987800113,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","hypercap_resp_failure",16,18577,1943,TRUE,6,FALSE,FALSE,0.00489622806749088,0.541907321355377,0,NA,NA,0.00489622806749088,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","crude","spline","VBG","hypercap_resp_failure",NA,14910,1332,TRUE,6,FALSE,FALSE,0.00489816584823054,0.710544149759887,0,NA,NA,0.00489816584823054,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",7,14910,2292,TRUE,5,FALSE,FALSE,0.00500797668321792,0.391105668315959,0,NA,NA,0.00500797668321792,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",7,14910,2292,TRUE,5,FALSE,FALSE,0.00530294878883936,0.586311184995569,0,NA,NA,0.00530294878883936,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",17,14910,2292,TRUE,5,FALSE,FALSE,0.00537991869046043,0.396387354788789,0,NA,NA,0.00537991869046043,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",17,14910,2292,TRUE,5,FALSE,FALSE,0.0058048144343153,0.581197857478425,0,NA,NA,0.0058048144343153,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",10,14910,2292,TRUE,5,FALSE,FALSE,0.00582206441929111,0.401563212473857,0,NA,NA,0.00582206441929111,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","crude","spline","VBG","niv_proc",NA,14910,1036,TRUE,5,FALSE,FALSE,0.0059280030517028,0.297370666585011,0,NA,NA,0.0059280030517028,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",8,14910,2292,TRUE,5,FALSE,FALSE,0.00617822058585421,0.398470161301246,0,NA,NA,0.00617822058585421,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",10,14910,2292,TRUE,5,FALSE,FALSE,0.00626488082618894,0.588341949635626,0,NA,NA,0.00626488082618894,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",19,14910,2292,TRUE,5,FALSE,FALSE,0.00628549186513624,0.398716319998396,0,NA,NA,0.00628549186513624,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",1,14910,2292,TRUE,5,FALSE,FALSE,0.0063178287600332,0.406592991220136,0,NA,NA,0.0063178287600332,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",8,14910,2292,TRUE,5,FALSE,FALSE,0.00654490219958889,0.59021196058509,0,NA,NA,0.00654490219958889,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",19,14910,2292,TRUE,5,FALSE,FALSE,0.00671367723212505,0.590830329587979,0,NA,NA,0.00671367723212505,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",1,14910,2292,TRUE,5,FALSE,FALSE,0.00682435116386193,0.600179607028706,0,NA,NA,0.00682435116386193,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","unweighted","cat3","ABG","hypercap_resp_failure",NA,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",1,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",2,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",3,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",4,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",5,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",6,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",7,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",8,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",9,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",10,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",11,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",12,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",13,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",14,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",15,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",16,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",17,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",18,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",19,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","hypercap_resp_failure",20,18577,1943,TRUE,6,FALSE,FALSE,0.00703719372758093,0.46067732121564,0,NA,NA,0.00703719372758093,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",11,14910,2292,TRUE,5,FALSE,FALSE,0.00705014818657099,0.404311980618117,0,NA,NA,0.00705014818657099,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",4,14910,2292,TRUE,5,FALSE,FALSE,0.00746661086586354,0.396276929872389,0,NA,NA,0.00746661086586354,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",11,14910,2292,TRUE,5,FALSE,FALSE,0.00752321370256665,0.589252114840488,0,NA,NA,0.00752321370256665,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",14,14910,2292,TRUE,5,FALSE,FALSE,0.00761222669614942,0.392784083349306,0,NA,NA,0.00761222669614942,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",3,14910,2292,TRUE,5,FALSE,FALSE,0.00773422230377563,0.398703898595068,0,NA,NA,0.00773422230377563,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",20,14910,2292,TRUE,5,FALSE,FALSE,0.00775544252404623,0.37937867141179,0,NA,NA,0.00775544252404623,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",6,14910,2292,TRUE,5,FALSE,FALSE,0.00779229521428001,0.392730980742695,0,NA,NA,0.00779229521428001,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",12,14910,2292,TRUE,5,FALSE,FALSE,0.00801549906368697,0.392659055313431,0,NA,NA,0.00801549906368697,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",4,14910,2292,TRUE,5,FALSE,FALSE,0.00802625255794257,0.583104934100843,0,NA,NA,0.00802625255794257,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",14,14910,2292,TRUE,5,FALSE,FALSE,0.00809707328388901,0.587385851235144,0,NA,NA,0.00809707328388901,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",20,14910,2292,TRUE,5,FALSE,FALSE,0.0081477956084278,0.574608893854642,0,NA,NA,0.0081477956084278,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",13,14910,2292,TRUE,5,FALSE,FALSE,0.00836511428967988,0.411157609365213,0,NA,NA,0.00836511428967988,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",3,14910,2292,TRUE,5,FALSE,FALSE,0.00837416946790972,0.57644339003848,0,NA,NA,0.00837416946790972,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",6,14910,2292,TRUE,5,FALSE,FALSE,0.00841869499837228,0.573154684485342,0,NA,NA,0.00841869499837228,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",9,14910,2292,TRUE,5,FALSE,FALSE,0.00843641917983168,0.401438330045892,0,NA,NA,0.00843641917983168,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",12,14910,2292,TRUE,5,FALSE,FALSE,0.00866239949921161,0.579778171540002,0,NA,NA,0.00866239949921161,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",9,14910,2292,TRUE,5,FALSE,FALSE,0.00922300790862823,0.578466624297847,0,NA,NA,0.00922300790862823,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",13,14910,2292,TRUE,5,FALSE,FALSE,0.00926295677372654,0.580721960513158,0,NA,NA,0.00926295677372654,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",15,14910,2292,TRUE,5,FALSE,FALSE,0.00943087900347251,0.39846208321774,0,NA,NA,0.00943087900347251,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",16,14910,2292,TRUE,5,FALSE,FALSE,0.00994837086419375,0.400986200432259,0,NA,NA,0.00994837086419375,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",15,14910,2292,TRUE,5,FALSE,FALSE,0.0100143129407265,0.589152923172762,0,NA,NA,0.0100143129407265,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","ipw","cat3","VBG","imv_proc",NA,14910,2292,TRUE,5,FALSE,FALSE,0.0102090700759655,0.414007476305511,0,NA,NA,0.0102090700759655,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",5,14910,2292,TRUE,5,FALSE,FALSE,0.0104268319791368,0.39412075163551,0,NA,NA,0.0104268319791368,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",18,14910,2292,TRUE,5,FALSE,FALSE,0.0105440150020566,0.393894165389826,0,NA,NA,0.0105440150020566,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",16,14910,2292,TRUE,5,FALSE,FALSE,0.0105818064296684,0.588308687505249,0,NA,NA,0.0105818064296684,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","ipw","spline","VBG","imv_proc",NA,14910,2292,TRUE,5,FALSE,FALSE,0.0108630844994502,0.593031092457256,0,NA,NA,0.0108630844994502,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",5,14910,2292,TRUE,5,FALSE,FALSE,0.0109404643267207,0.590973948749566,0,NA,NA,0.0109404643267207,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",18,14910,2292,TRUE,5,FALSE,FALSE,0.0110674324511004,0.577422326677621,0,NA,NA,0.0110674324511004,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","VBG","imv_proc",2,14910,2292,TRUE,5,FALSE,FALSE,0.0116834921079987,0.39650053287577,0,NA,NA,0.0116834921079987,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","VBG","imv_proc",2,14910,2292,TRUE,5,FALSE,FALSE,0.0119358674129267,0.574095526688538,0,NA,NA,0.0119358674129267,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","unweighted","cat3","VBG","imv_proc",NA,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",1,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",2,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",3,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",4,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",5,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",6,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",7,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",8,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",9,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",10,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",11,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",12,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",13,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",14,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",15,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",16,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",17,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",18,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",19,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","VBG","imv_proc",20,14910,2292,TRUE,5,FALSE,FALSE,0.0128837192810592,0.427105001060296,0,NA,NA,0.0128837192810592,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","unweighted","spline","VBG","imv_proc",NA,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",1,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",2,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",3,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",4,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",5,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",6,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",7,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",8,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",9,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",10,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",11,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",12,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",13,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",14,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",15,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",16,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",17,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
