"component","status","gas_time_fields","procedure_time_fields","reason","run_id","run_ts"
"timing_sensitivity","available_fields_detected","abg_ph_date; vbg_ph_date; abg_hco3_date; vbg_hco3_date; vbg_co2_date; highest_vbg_co2_date; temp_cor_vbg_ph_date; vbg_po2_date; vbg_lactate_date; vbg_hco3_calc_date; abg_po2_date; abg_po2_temp_cor_date; abg_ph_temp_cor_date; abg_lactate_date; vbg_temp_date; abg_temp_date; vbg_o2sat_date; abg_o2sat_date; meas_art_gas_proc_first_date; meas_art_gas_proc_last_date","niv_proc_first_date; niv_proc_last_date; imv_proc_first_date; imv_proc_last_date","candidate_fields_available_manual_review_needed","20260421_092434","2026-04-21 09:24:34.367118"
