"n","mean","sd","min","p01","p05","p95","p99","max","sum_w","ess","top01_weight_share","ps_floor","trunc_rate","ps_min","ps_p01","ps_p05","ps_p95","ps_max","group","run_id","run_ts"
9362,1,0.548083431857936,0.467577072519033,0.507710444286522,0.537075337949244,2.17092758493469,3.33007880507216,3.33373075604109,9362.00000000002,7199.52612972947,0.0331165306891499,0.129494784390384,0.0100405896176031,0.0455176255930877,0.129494784390384,0.198855435744747,0.803799234423049,0.9232718429571,"ABG","20260204_191353","2026-02-04 19:13:53.507587"
7460,1,0.496920124542073,0.409735839427684,0.442100038863676,0.484491939442939,2.02851832258145,2.78364514289347,2.78419480544704,7460,5982.85418398424,0.0276180181773567,0.128359093009196,0.0100536193029491,0.0517283067727001,0.128359093009196,0.176176236226365,0.737631925984113,0.872212497904206,"VBG","20260204_191353","2026-02-04 19:13:53.507587"
