"outcome","modality","analysis_family","co2_representation","or_low_vs_normal","or_high_vs_normal","prob_normal","prob_low","prob_high","notes","run_id","run_ts"
"IMV","ABG","MI-logistic IPSW","cat3",1.4126324556463,1.26093397096459,0.206886132119331,0.269267274294992,0.247508355123072,"Current categorical ORs and predicted probabilities.","20260423_104307","2026-04-23 10:43:07.487173"
"IMV","VBG","MI-logistic IPSW","cat3",1.23971377222108,1.63053035449826,0.192583779065013,0.228213299843576,0.280011878026096,"Current categorical ORs and predicted probabilities.","20260423_104307","2026-04-23 10:43:07.487173"
"NIV","ABG","MI-logistic IPSW","cat3",1.04217374393613,3.04895874547633,0.0618795770240099,0.0643214112954262,0.167438915076433,"Current categorical ORs and predicted probabilities.","20260423_104307","2026-04-23 10:43:07.487173"
"NIV","VBG","MI-logistic IPSW","cat3",0.760414694142052,2.68882802702943,0.0241517441938217,0.0184722289354342,0.0623949140448935,"Current categorical ORs and predicted probabilities.","20260423_104307","2026-04-23 10:43:07.487173"
"IMV","ABG","MI-logistic IPSW","spline",1.32015227340486,0.999667817049533,0.199907502329142,0.248033961456084,0.199854367967166,"Current modality-specific reference profile.","20260423_104307","2026-04-23 10:43:07.487173"
"NIV","ABG","MI-logistic IPSW","spline",1.04625535544233,1.37116506230561,0.0629667985909567,0.0656880304593548,0.0843661467100046,"Current modality-specific reference profile.","20260423_104307","2026-04-23 10:43:07.487173"
"IMV","VBG","MI-logistic IPSW","spline",1.03254028371368,1.089080554451,0.202809091572337,0.208035632994172,0.216955838580289,"Current modality-specific reference profile.","20260423_104307","2026-04-23 10:43:07.487173"
"NIV","VBG","MI-logistic IPSW","spline",0.965542381817344,1.47456738112976,0.0180668538480115,0.0174551796570189,0.0264143185939383,"Current modality-specific reference profile.","20260423_104307","2026-04-23 10:43:07.487173"
