"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","n_imp_contrib","run_id","run_ts"
"VBG","niv_proc","NIV",72,72.5,4,0.46709613910394,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",73,73.5,1,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",74,74.5,2,0.632618640134615,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",75,75.5,1,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",76,76.5,3,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",77,77.5,4,0.770943650413698,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",78,78.5,2,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",79,79.5,4,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",80,80.5,1,1,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",81,81.5,3,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",82,82.5,2,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
"VBG","niv_proc","NIV",84,84.5,1,0,1,"20260416_211701","2026-04-16 21:17:01.49828"
