"stratum","level","variable","pct_missing","run_id","run_ts"
"has_abg","1","bnp",77.6650288399915,"20260204_191353","2026-02-04 19:13:53.507587"
"has_abg","1","spo2",73.0933561204871,"20260204_191353","2026-02-04 19:13:53.507587"
"has_abg","1","paco2",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_abg","1","vbg_co2",70.5404828028199,"20260204_191353","2026-02-04 19:13:53.507587"
"has_abg","1","vbg_o2sat",86.6695150608844,"20260204_191353","2026-02-04 19:13:53.507587"
"has_abg","1","imv_proc",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_abg","1","niv_proc",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_abg","1","hypercap_resp_failure",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","age_at_encounter",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","sex",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","race_ethnicity",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","curr_bmi",52.6913875598086,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","copd",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","asthma",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","osa",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","chf",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","acute_nmd",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","phtn",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","ckd",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","dm",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","location",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","encounter_type",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","temp_new",47.9936929099608,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","sbp",24.5867768595041,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","dbp",24.8423227490213,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","hr",33.1829056111353,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","sodium",6.60069595476294,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","serum_cr",10.6622444541105,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","serum_hco3",7.18247063940844,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","serum_cl",7.41626794258373,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","serum_lac",64.9358416702914,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","serum_k",8.96041757285776,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","wbc",21.3625489343193,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","plt",9.44976076555024,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","serum_phos",58.5308829926055,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","serum_ca",11.3201391909526,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","bnp",82.8131796433232,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","spo2",71.3516746411483,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","paco2",64.0930839495433,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","vbg_co2",100,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","vbg_o2sat",99.1898651587647,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","imv_proc",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","niv_proc",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","0","hypercap_resp_failure",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","age_at_encounter",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","sex",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","race_ethnicity",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","curr_bmi",67.4530831099196,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","copd",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","asthma",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","osa",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","chf",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","acute_nmd",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","phtn",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","ckd",0,"20260204_191353","2026-02-04 19:13:53.507587"
"has_vbg","1","dm",0,"20260204_191353","2026-02-04 19:13:53.507587"
