"paco2","age_at_encounter","sex","race_ethnicity","location","encounter_type","eta","SE_eta","var_eta","p","p_LCL","p_UCL","co2_ref","m_used","m_total","outcome","outcome_var","group","strategy","co2_scale","co2_value","vbg_co2","run_id","run_ts"
23,64,"Male","0","0","Inpatient",-0.980685095518924,0.210624652459434,0.0443627442236574,0.272755866885768,0.198848089809951,0.361730585846254,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",23,NA,"20260423_104307","2026-04-23 10:43:07.487173"
23.3115577889447,64,"Male","0","0","Inpatient",-0.969821109581146,0.203853076098004,0.0415560766346187,0.274916160301145,0.202721144179656,0.361174738265016,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",23.3115577889447,NA,"20260423_104307","2026-04-23 10:43:07.487173"
23.6231155778894,64,"Male","0","0","Inpatient",-0.959562961513374,0.19751641538988,0.0390127343484677,0.276965705793771,0.20641120189838,0.360676122759082,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",23.6231155778894,NA,"20260423_104307","2026-04-23 10:43:07.487173"
23.9346733668342,64,"Male","0","0","Inpatient",-0.949922082914722,0.191617071809899,0.0367171022090001,0.27890049200237,0.209906094632062,0.360233087826865,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",23.9346733668342,NA,"20260423_104307","2026-04-23 10:43:07.487173"
24.2462311557789,64,"Male","0","0","Inpatient",-0.940909905384307,0.186154938735577,0.0346536612156465,0.2807165825831,0.213194935617718,0.359842863650446,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",24.2462311557789,NA,"20260423_104307","2026-04-23 10:43:07.487173"
24.5577889447236,64,"Male","0","0","Inpatient",-0.932537860521243,0.181127080852398,0.0328070194181112,0.282410121396036,0.216268306252936,0.359501418890624,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",24.5577889447236,NA,"20260423_104307","2026-04-23 10:43:07.487173"
24.8693467336683,64,"Male","0","0","Inpatient",-0.924817379924647,0.176527457858315,0.0311619433779191,0.283977337627981,0.219118420107451,0.359203336813834,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",24.8693467336683,NA,"20260423_104307","2026-04-23 10:43:07.487173"
25.1809045226131,64,"Male","0","0","Inpatient",-0.917759895193635,0.172346715074205,0.0297033901968693,0.285414550882059,0.221739254060683,0.358941720943285,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",25.1809045226131,NA,"20260423_104307","2026-04-23 10:43:07.487173"
25.4924623115578,64,"Male","0","0","Inpatient",-0.911376837927322,0.168572062075534,0.0284165401123975,0.286718176267554,0.224126636895978,0.35870813988695,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",25.4924623115578,NA,"20260423_104307","2026-04-23 10:43:07.487173"
25.8040201005025,64,"Male","0","0","Inpatient",-0.905679639724823,0.165187256348198,0.0272868296598453,0.28788472952624,0.226278287466403,0.358492619296335,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",25.8040201005025,NA,"20260423_104307","2026-04-23 10:43:07.487173"
26.1155778894472,64,"Male","0","0","Inpatient",-0.900679732185255,0.162172702393583,0.0262999854016375,0.288910832233861,0.228193797438274,0.358283686100574,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",26.1155778894472,NA,"20260423_104307","2026-04-23 10:43:07.487173"
26.427135678392,64,"Male","0","0","Inpatient",-0.896388546907733,0.159505668311088,0.0254420582233667,0.289793217117486,0.229874557350538,0.358068466505584,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",26.427135678392,NA,"20260423_104307","2026-04-23 10:43:07.487173"
26.7386934673367,64,"Male","0","0","Inpatient",-0.892817515491373,0.157160612739917,0.0246994581967863,0.290528733531056,0.231323628843545,0.357832835203706,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",26.7386934673367,NA,"20260423_104307","2026-04-23 10:43:07.487173"
27.0502512562814,64,"Male","0","0","Inpatient",-0.889978069535289,0.155109606439158,0.0240589900097104,0.291114353132677,0.232545569844343,0.357561609369695,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",27.0502512562814,NA,"20260423_104307","2026-04-23 10:43:07.487173"
27.3618090452261,64,"Male","0","0","Inpatient",-0.887881640638599,0.153322825968027,0.0235078889628219,0.291547175807828,0.233546222693367,0.357238777877475,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",27.3618090452261,NA,"20260423_104307","2026-04-23 10:43:07.487173"
27.6733668341709,64,"Male","0","0","Inpatient",-0.886539660400418,0.151769092813351,0.0230338575333875,0.291824435882836,0.234332477237512,0.356847754179715,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",27.6733668341709,NA,"20260423_104307","2026-04-23 10:43:07.487173"
27.9849246231156,64,"Male","0","0","Inpatient",-0.88596356041986,0.150416430305608,0.0226251025058819,0.291943508672485,0.234912021593158,0.356371640652642,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",27.9849246231156,NA,"20260423_104307","2026-04-23 10:43:07.487173"
28.2964824120603,64,"Male","0","0","Inpatient",-0.886164772296044,0.149232612620424,0.0222703726695176,0.291901917404544,0.235293092638562,0.355793492882226,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",28.2964824120603,NA,"20260423_104307","2026-04-23 10:43:07.487173"
28.608040201005,64,"Male","0","0","Inpatient",-0.887154727628081,0.148185684472841,0.0219589970826844,0.291697340562191,0.235484236573875,0.355096574109105,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",28.608040201005,NA,"20260423_104307","2026-04-23 10:43:07.487173"
28.9195979899498,64,"Male","0","0","Inpatient",-0.888944858015091,0.147244435902668,0.021680923904295,0.291327619682776,0.235494087461048,0.354264592485648,40,20,20,"IMV","imv_proc","ABG","common_reference","paco2",28.9195979899498,NA,"20260423_104307","2026-04-23 10:43:07.487173"
