"variable","level","type","smd_pre","smd_post","group","imp","run_id","run_ts"
"location","2","factor",0.0335591849025047,-0.031519046680226,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0863437003124133,-0.00880266221373083,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.379033442476437,-0.086057491993495,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.379033442476437,0.0860574919934691,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.0859947056429163,-0.013415499935096,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.167039749095658,-0.0331340002652578,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.163344846683775,-0.036735168556554,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",-0.0654575715271614,-0.0225797846589271,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0334144300729681,-0.0177985839545274,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.0540745447494256,0.0396941034990346,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.128686926529034,0.00215107390987732,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",0.0222003814121824,-0.0149408626080331,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.109023617694674,0.0136115821591801,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0190853836957386,0.0226908672125262,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.113958234786742,0.014807222677935,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.111174949478954,-0.00720841376378424,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0893788151686626,0.0168539211913873,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.244211294092018,-0.017997271543186,"ABG",10,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",0.112153426374432,0.0542453261556568,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.07791237142034,-0.0200873556102567,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0779123714203399,0.0200873556102747,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",0.0526458942491266,0.0128193083872605,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",-0.0738401276386432,-0.00399766724630172,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",-0.0510207351504762,-0.025631067008313,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0132592329728474,0.000189704122812513,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0432910223497279,0.00886781643176729,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.00271650504953615,-0.00340049782432097,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.0312602798265828,0.00319582025597731,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.228474666946479,-0.0495930701592772,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0441619035550022,-0.0241587679590664,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.0441619035550023,0.0241587679590866,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.0637596693350249,0.00925065097623017,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.0637596693350249,-0.00925065097621929,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0448861582760451,-0.0113625720758681,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0448861582760449,0.0113625720758773,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.06258903887772,-0.0324290078299928,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.06258903887772,0.0324290078300079,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00784411947443327,-0.00314918725882303,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00784411947443442,0.00314918725885852,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0474360216201267,-0.0196380700980417,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0474360216201263,0.0196380700980675,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0498309137994015,-0.0367646066718713,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.0498309137994015,0.0367646066718924,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0183900968420593,-0.0318382424544543,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0183900968420592,0.0318382424544707,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",0.172842061895068,0.0865550893919993,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",-0.138855339232674,-0.0735116413571829,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0335591849025047,-0.0309051680897491,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0863437003124133,-0.00774092695200257,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.379033442476437,-0.0833422249194313,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.379033442476437,0.0833422249194368,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.0894652465101386,-0.0153574800647072,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.170216218031585,-0.0294042728693026,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.158788822344644,-0.037620863293676,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",-0.0629713442434281,-0.0244423631035802,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0321442386250307,-0.0187339587942471,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.0521956856896725,0.0399450906467156,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.127981771055365,0.0013342390782081,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",0.0243533661748342,-0.0111698725302922,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.105058997848075,0.0130448761491589,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0188349564961192,0.0249995777462679,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.10954309426299,0.0120128809931002,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.109934869459234,-0.00623047977530027,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0844546369030017,0.0183279177126175,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.244302497171269,-0.0179896696275326,"ABG",11,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",0.112153426374432,0.0528813236959245,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.07791237142034,-0.0200281671233165,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0779123714203399,0.0200281671233108,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",0.0526458942491266,0.0116624709748492,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",-0.0738401276386432,-0.00380755760691847,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",-0.0510207351504762,-0.0252384189090258,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0132592329728474,0.00039664547170515,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0432910223497279,0.0103616850233758,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.00271650504953615,-0.00560798291315034,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.0312602798265828,0.00421042494558872,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.228224641418767,-0.0507620576415263,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0441619035550022,-0.0252325761713839,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.0441619035550023,0.0252325761713779,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.0637596693350249,0.0101729690553048,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.0637596693350249,-0.0101729690553018,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0448861582760451,-0.00926738394089997,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0448861582760449,0.00926738394089837,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.06258903887772,-0.0309986217654027,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.06258903887772,0.0309986217653859,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00784411947443327,-0.00204921155542161,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00784411947443442,0.00204921155543134,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0474360216201267,-0.0198882084321814,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0474360216201263,0.0198882084321778,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0498309137994015,-0.0350028941446069,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.0498309137994015,0.0350028941445984,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0183900968420593,-0.0303260153040687,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0183900968420592,0.0303260153040585,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",0.172842061895068,0.0883833265922955,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",-0.138855339232674,-0.0747709769818393,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0335591849025047,-0.0317728363698803,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0863437003124133,-0.0080802834947385,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.379033442476437,-0.0845017690144516,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.379033442476437,0.08450176901445,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.0838975883868366,-0.0140599639617145,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.17149031064251,-0.0316808740099583,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.165927002334183,-0.0371669122026562,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",-0.0682303249733013,-0.0257906285399532,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0331478205417224,-0.0184269401361151,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.050885104738424,0.0383842818432807,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.128977267690177,0.00132586098167327,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",0.0241301363941526,-0.0130944415473468,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.111816054299736,0.0137027614047424,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0187432705788744,0.0221144327064983,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.108933383992309,0.0138239447754991,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.112959386751733,-0.00934411609784437,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0842768555256706,0.0173783111323352,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.24399735012787,-0.0189624776056144,"ABG",12,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",0.112153426374432,0.054805496051666,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.07791237142034,-0.020906792458413,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0779123714203399,0.02090679245842,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",0.0526458942491266,0.0152464790093403,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",-0.0738401276386432,-0.00488524658376495,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",-0.0510207351504762,-0.0274331221183379,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0132592329728474,-0.000879749546780014,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0432910223497279,0.0101494671270529,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.00271650504953615,-0.00251340710505481,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.0312602798265828,0.00191953343494251,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.231564905173806,-0.0514942072172275,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0441619035550022,-0.025329512303062,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.0441619035550023,0.0253295123030614,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.0637596693350249,0.01111860682444,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.0637596693350249,-0.0111186068244331,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0448861582760451,-0.0106680371017098,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0448861582760449,0.0106680371017051,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.06258903887772,-0.030922865973467,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.06258903887772,0.0309228659734751,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00784411947443327,-0.00266117687365198,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00784411947443442,0.00266117687367998,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0474360216201267,-0.0188177491542105,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0474360216201263,0.0188177491542149,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0498309137994015,-0.0349063636299859,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.0498309137994015,0.0349063636299864,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0183900968420593,-0.0282960571398732,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0183900968420592,0.028296057139867,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",0.172842061895068,0.08983806889904,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",-0.138855339232674,-0.0750891301565095,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0335591849025047,-0.0318995559576179,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0863437003124133,-0.00945661466932542,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.379033442476437,-0.085822228749246,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.379033442476437,0.0858222287492424,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.0843843563670971,-0.0145334434449737,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.16677708534913,-0.0332938075979609,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.164215446736689,-0.0372487476184429,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",-0.0574774985508694,-0.0223281414193024,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0319596781499148,-0.0191286818682876,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.0545816737032037,0.0389222933774821,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.128362639184665,0.00279967808601741,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",0.024618164432869,-0.011933337125701,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.109464879240545,0.0127180259975626,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0195322595058387,0.0229030640747077,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.115625077352469,0.0146908737611479,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.111848829787817,-0.00861454279007474,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0866596363944703,0.0162211489583722,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.245477035097341,-0.0202541961707401,"ABG",13,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",0.112153426374432,0.0542239159163976,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.07791237142034,-0.020619769566918,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0779123714203399,0.0206197695669206,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",0.0526458942491266,0.0153130308983191,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",-0.0738401276386432,-0.0045370347331915,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",-0.0510207351504762,-0.027160097217284,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0132592329728474,-0.000470246567879846,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0432910223497279,0.00818956479691603,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.00271650504953615,-0.00491391198674894,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.0312602798265828,0.00184476577482998,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.222764657183816,-0.0550585336856759,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0441619035550022,-0.0257346866148087,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.0441619035550023,0.0257346866148231,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.0637596693350249,0.0100090408427414,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.0637596693350249,-0.0100090408427255,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0448861582760451,-0.0101100499625636,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","1","factor",-0.0448861582760449,0.0101100499625765,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","0","factor",-0.06258903887772,-0.0309132361279425,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"chf","1","factor",0.06258903887772,0.0309132361279531,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","0","factor",-0.00784411947443327,-0.00459923428019078,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"acute_nmd","1","factor",0.00784411947443442,0.0045992342801983,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","0","factor",-0.0474360216201267,-0.0196880743949474,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"phtn","1","factor",0.0474360216201263,0.0196880743949483,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","0","factor",-0.0498309137994015,-0.0355807378873895,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"ckd","1","factor",0.0498309137994015,0.035580737887409,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","0","factor",-0.0183900968420593,-0.0294764157031051,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"dm","1","factor",0.0183900968420592,0.0294764157031086,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"location","0","factor",0.172842061895068,0.089548162037025,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"location","1","factor",-0.138855339232674,-0.0741954549608147,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"location","2","factor",0.0335591849025047,-0.0299408743382217,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"location","3","factor",-0.0863437003124133,-0.011342485845788,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Emergency","factor",-0.379033442476437,-0.0869516126531754,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"encounter_type","Inpatient","factor",0.379033442476437,0.0869516126531755,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"temp_new",NA,"numeric",-0.0865876173325303,-0.0149701163454383,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"sbp",NA,"numeric",-0.168721772255378,-0.0360317506795594,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"dbp",NA,"numeric",-0.166331265716276,-0.0360023016509618,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"hr",NA,"numeric",-0.0691252997445619,-0.0253774512801452,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"sodium",NA,"numeric",-0.0326076919989733,-0.0154361418707205,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cr",NA,"numeric",0.0529149326418701,0.0401409369966705,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_hco3",NA,"numeric",-0.12777817719609,0.0026823745123469,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_cl",NA,"numeric",0.0243573643850186,-0.0127300419630423,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_lac",NA,"numeric",0.108580589470648,0.0145125573570284,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_k",NA,"numeric",0.0193041650852351,0.0225589329044845,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"wbc",NA,"numeric",0.115439871154438,0.0155026094216281,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"plt",NA,"numeric",-0.111203088275552,-0.00749433674178518,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_phos",NA,"numeric",0.0908671255011668,0.0189808039185653,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"serum_ca",NA,"numeric",-0.244620260913501,-0.0181439584692453,"ABG",14,"20260423_111150","2026-04-23 11:11:50.486947"
"age_at_encounter",NA,"numeric",0.112153426374432,0.0528033867210693,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Female","factor",-0.07791237142034,-0.0219305704089535,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"sex","Male","factor",0.0779123714203399,0.0219305704089395,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","0","factor",0.0526458942491266,0.0143582635541615,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","1","factor",-0.0738401276386432,-0.00626232998798047,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","2","factor",-0.0510207351504762,-0.02575480173241,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","3","factor",0.0132592329728474,-0.000224723014599873,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","4","factor",0.0432910223497279,0.010241110773562,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","5","factor",-0.00271650504953615,-0.00544986624721587,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"race_ethnicity","6","factor",0.0312602798265828,0.00368738208064815,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"curr_bmi",NA,"numeric",-0.22718452750162,-0.0547760939962331,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","0","factor",-0.0441619035550022,-0.0233772426208076,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"copd","1","factor",0.0441619035550023,0.0233772426207994,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","0","factor",0.0637596693350249,0.0123532697375319,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"asthma","1","factor",-0.0637596693350249,-0.0123532697375298,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
"osa","0","factor",0.0448861582760451,-0.0104980254097969,"ABG",15,"20260423_111150","2026-04-23 11:11:50.486947"
