"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","run_id","run_ts"
"VBG","hypercap_resp_failure","Hypercapnic RF",34,34.5,21,0.0409671262603077,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",35,35.5,29,0.105684282196878,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",36,36.5,41,0,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",37,37.5,42,0.0101531982798029,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",38,38.5,40,0.0142398823439963,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",39,39.5,49,0.0221691984435879,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",40,40.5,63,0.0772887145709685,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",41,41.5,73,0.0138078527859747,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",42,42.5,72,0.019519415323891,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",43,43.5,61,0,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",44,44.5,65,0.0278943200936446,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",45,45.5,62,0.0425655711203157,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",46,46.5,61,0.069583853009839,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",47,47.5,55,0.0403359664830782,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",48,48.5,63,0.0520839325856038,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",49,49.5,46,0.0166786078620752,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",50,50.5,33,0.0746461651999093,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",51,51.5,38,0.0629216711584984,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",52,52.5,45,0.0281606025852234,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",53,53.5,35,0.0345963798261849,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",54,54.5,35,0.054894273495303,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",55,55.5,23,0.199999516780001,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",56,56.5,15,0.33276326259876,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",57,57.5,19,0.23981232781206,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",58,58.5,18,0.256270316353182,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",59,59.5,16,0.198021937921936,"20260208_095917","2026-02-08 09:59:17.934826"
"VBG","hypercap_resp_failure","Hypercapnic RF",60,60.5,12,0.107855390319418,"20260208_095917","2026-02-08 09:59:17.934826"
