"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","n_imp_contrib","run_id","run_ts"
"ABG","niv_proc","NIV",33,33.5,6391,0.0703386952100114,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",34,34.5,7278,0.0714236835618187,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",35,35.5,7625,0.0686561523643774,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",36,36.5,8410,0.0633308607447379,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",37,37.5,8458,0.0618942158137634,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",38,38.5,8925,0.0623837144285658,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",39,39.5,8696,0.0717476913496884,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",40,40.5,8424,0.0710116940114403,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",41,41.5,7930,0.0742429104682643,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",42,42.5,7666,0.069204086514198,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",43,43.5,6757,0.070072245102542,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",44,44.5,6424,0.0839666535933507,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",45,45.5,5576,0.0834496501654245,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",46,46.5,5269,0.0966374906889027,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",47,47.5,4310,0.0776639152817281,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",48,48.5,4180,0.0956271552007903,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",49,49.5,3399,0.0948437844567958,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",50,50.5,3217,0.111251231560672,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",51,51.5,2634,0.114595740688441,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",52,52.5,2421,0.124810835566697,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",53,53.5,2173,0.135361630298515,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",54,54.5,1905,0.125163001464013,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",55,55.5,1604,0.175515648728626,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",56,56.5,1498,0.151547231858538,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",57,57.5,1252,0.170833392011214,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",58,58.5,1194,0.183159266463982,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",59,59.5,1110,0.185996267137811,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",60,60.5,989,0.203841688583051,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",61,61.5,911,0.194964593579631,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",62,62.5,873,0.237784326527031,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",63,63.5,778,0.241949034839372,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",64,64.5,707,0.273273871423745,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",65,65.5,594,0.252649062350077,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",66,66.5,604,0.238042932672593,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",67,67.5,569,0.253644340616827,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",68,68.5,564,0.319933366748702,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",69,69.5,505,0.25611283757103,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",70,70.5,469,0.257439491279139,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",71,71.5,439,0.283651232282071,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",72,72.5,405,0.289101772283763,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",73,73.5,397,0.298887213404238,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",74,74.5,339,0.303694471260122,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",75,75.5,340,0.3294138983852,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",76,76.5,306,0.316016216296833,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",77,77.5,321,0.309242838428234,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",78,78.5,263,0.285223842408548,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",79,79.5,268,0.314472340361625,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",80,80.5,268,0.300532125588463,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",81,81.5,224,0.28244570114708,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",82,82.5,227,0.312816003009954,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",83,83.5,230,0.247421736559106,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",84,84.5,214,0.252614789031677,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",85,85.5,216,0.287941966802302,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",86,86.5,184,0.393058999083859,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",87,87.5,149,0.245225447453322,1,"20260410_065559","2026-04-10 06:55:59.257143"
