"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","n_imp_contrib","run_id","run_ts"
"ABG","imv_proc","IMV",51,51.5,2634,0.178884645036152,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",52,52.5,2421,0.189858930224053,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",53,53.5,2173,0.191193342308871,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",54,54.5,1905,0.18824115920036,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",55,55.5,1604,0.217856838800994,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",56,56.5,1498,0.222681907687957,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",57,57.5,1252,0.220794078315489,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",58,58.5,1194,0.225628632396768,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",59,59.5,1110,0.212372121545973,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",60,60.5,989,0.220033627350914,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",61,61.5,911,0.248246017485333,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",62,62.5,873,0.240941045797386,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",63,63.5,778,0.238985132771765,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",64,64.5,707,0.254042262108689,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",65,65.5,594,0.260901793614948,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",66,66.5,604,0.250469925477073,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",67,67.5,569,0.288980268470016,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",68,68.5,564,0.313980255181514,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",69,69.5,505,0.249053187815156,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",70,70.5,469,0.278323865206572,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",71,71.5,439,0.304237381871609,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",72,72.5,405,0.277956636055989,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",73,73.5,397,0.316913864093753,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",74,74.5,339,0.262909007315238,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",75,75.5,340,0.295815392555167,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",76,76.5,306,0.294455496390059,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",77,77.5,321,0.356410928152294,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",78,78.5,263,0.349731693822138,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",79,79.5,268,0.349015387961209,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",80,80.5,268,0.307718035033112,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",81,81.5,224,0.332389485947381,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",82,82.5,227,0.278242547210133,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",83,83.5,230,0.344153351864567,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",84,84.5,214,0.294297242901135,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",85,85.5,216,0.409621142290664,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",86,86.5,184,0.375441451368718,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","imv_proc","IMV",87,87.5,149,0.399191948435144,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",21,21.5,62,0.0133455804479023,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",22,22.5,1062,0.0725890178070506,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",23,23.5,1251,0.0742502040643374,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",24,24.5,1628,0.0684796930133301,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",25,25.5,1940,0.0740809361934348,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",26,26.5,2366,0.0654910743536948,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",27,27.5,2658,0.0763873526572964,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",28,28.5,3335,0.0746565253735706,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",29,29.5,3728,0.0682964598528873,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",30,30.5,4207,0.0710871380200025,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",31,31.5,4704,0.0728451495242775,1,"20260410_065559","2026-04-10 06:55:59.257143"
"ABG","niv_proc","NIV",32,32.5,5763,0.0722097766763641,1,"20260410_065559","2026-04-10 06:55:59.257143"
