"site_field","site_level","group","outcome","n_unweighted","weighted_n","weighted_event_rate","ess","m_used","both_modality_site","component_status","reason","run_id","run_ts"
NA,NA,NA,"IMV",NA,NA,NA,NA,NA,NA,"skipped","No separate site/facility identifier with 2-50 levels was found.","20260424_063653","2026-04-24 06:36:53.744157"
