"group","outcome","co2_scale","co2_value","vbg_co2","probability_method","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","co2_ref","run_id","run_ts"
"VBG","death_60d","vbg_co2",30.16924650106,30.16924650106,"common_source_marginal_standardized",-2.0657266058915,0.0355676678380186,0.00423195043462227,0.112627728037084,20,20,5175,1000,1000,0.040011215794372,0.200028037520673,0.112472914620634,0.0788713578575503,0.157935265994506,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",30.477708826113,30.477708826113,"common_source_marginal_standardized",-2.04394620329134,0.0344552367927149,0.00425357282360802,0.114822924538483,20,20,5175,1000,1000,0.0389214882575033,0.197285296607485,0.114665514432939,0.0808669717497448,0.160129207956553,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",30.786171151166,30.786171151166,"common_source_marginal_standardized",-2.02320941404448,0.0335378493098986,0.00427758585955096,0.116947549239179,20,20,5175,1000,1000,0.0380293144624271,0.195011062410385,0.116787538199782,0.0827594847021111,0.162330706565962,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",31.094633476219,31.094633476219,"common_source_marginal_standardized",-2.00352990227022,0.0327885422400296,0.00430257246109476,0.118995366277834,20,20,5175,1000,1000,0.0373062433241791,0.193148241835589,0.118832802816484,0.0845478495107373,0.164522050585089,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",31.403095801272,31.403095801272,"common_source_marginal_standardized",-1.984921395448,0.0321815413885475,0.00432719352746741,0.120960206923673,20,20,5175,1000,1000,0.0367250945923883,0.191637925767287,0.120795191240662,0.0862322869347359,0.16668428567414,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",31.711558126325,31.711558126325,"common_source_marginal_standardized",-1.96739770630356,0.03169230461638,0.00435019031433962,0.122835991158562,20,20,5175,1000,1000,0.0362600044464366,0.1904205987976,0.122668673567324,0.0878140717294929,0.168797548151849,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",32.020020451378,32.020020451378,"common_source_marginal_standardized",-1.95097275468471,0.0312975639205536,0.00437038682875242,0.124616749051586,20,20,5175,1000,1000,0.0358864700907436,0.189437245785362,0.124447327924983,0.0892953068377917,0.170841408214105,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",32.328482776431,32.328482776431,"common_source_marginal_standardized",-1.9356605893876,0.0309753670467048,0.00438669227680375,0.126296641889774,20,20,5175,1000,1000,0.0355813939373487,0.188630310229689,0.126125361157875,0.0906787008429107,0.172795206703959,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",32.636945101484,32.636945101484,"common_source_marginal_standardized",-1.92147540990121,0.0307051191963212,0.00439810359802242,0.127869983040572,20,20,5175,1000,1000,0.0353231279742447,0.187944481095468,0.127697129270259,0.091967360062911,0.174638373462206,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",32.945407426537,32.945407426537,"common_source_marginal_standardized",-1.90843158804401,0.0304676253993012,0.00440370812052035,0.129331258533021,20,20,5175,1000,1000,0.0350915189258475,0.187327304272088,0.129157157619014,0.0931646025868013,0.176350719578851,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
