"outcome","contrast","abg_or","vbg_or","abg_prob","vbg_prob","abg_rd","vbg_rd","abg_rr","vbg_rr","comment","run_id","run_ts"
"IMV","High vs normal",1.26093397096459,1.63053035449826,0.247508355123072,0.280011878026096,0.0406222230037409,0.0874280989610832,1.19635063301541,1.45397436578274,"Scale check does not show clearly closer ORs.","20260421_092434","2026-04-21 09:24:34.367118"
"IMV","Low vs normal",1.4126324556463,1.23971377222108,0.269267274294992,0.228213299843576,0.0623811421756607,0.0356295207785634,1.30152403902877,1.18500790124456,"Scale check does not show clearly closer ORs.","20260421_092434","2026-04-21 09:24:34.367118"
"NIV","High vs normal",3.04895874547633,2.68882802702943,0.167438915076433,0.0623949140448935,0.105559338052423,0.0382431698510719,2.7058833160974,2.58345374744632,"Scale check does not show clearly closer ORs.","20260421_092434","2026-04-21 09:24:34.367118"
"NIV","Low vs normal",1.04217374393613,0.760414694142052,0.0643214112954262,0.0184722289354342,0.00244183427141628,-0.00567951525838744,1.03946106920655,0.764840368761427,"Scale check does not show clearly closer ORs.","20260421_092434","2026-04-21 09:24:34.367118"
