"setting_var","outcome","group","n_setting_levels","min_weighted_event_rate","max_weighted_event_rate","rate_range","run_id","run_ts"
"encounter_type","IMV","ABG",2,0.10931528508164,0.245463788985194,0.136148503903554,"20260423_104307","2026-04-23 10:43:07.487173"
"encounter_type","IMV","VBG",2,0.0220711436567558,0.189649318158259,0.167578174501503,"20260423_104307","2026-04-23 10:43:07.487173"
"encounter_type","NIV","ABG",2,0.0854122894210862,0.0928433078221999,0.00743101840111374,"20260423_104307","2026-04-23 10:43:07.487173"
"encounter_type","NIV","VBG",2,0.0456518977852462,0.0934984187123854,0.0478465209271392,"20260423_104307","2026-04-23 10:43:07.487173"
"location","IMV","ABG",4,0.175436548790569,0.265686094813544,0.0902495460229741,"20260423_104307","2026-04-23 10:43:07.487173"
"location","IMV","VBG",4,0.115987763280621,0.183451173681443,0.0674634104008216,"20260423_104307","2026-04-23 10:43:07.487173"
"location","NIV","ABG",4,0.0358902792296023,0.157762478889112,0.12187219965951,"20260423_104307","2026-04-23 10:43:07.487173"
"location","NIV","VBG",4,0.0309310711523046,0.144912912281314,0.11398184112901,"20260423_104307","2026-04-23 10:43:07.487173"
